物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,1,1500.0,0.0,0.0,500.0,500.0,0.0,0.0,1000.0,1000.0,0.0
3,イソアミルアルコール,1,240.0,0.0,50.0,120.0,120.0,0.0,0.0,70.0,70.0,0.0
4,イソプロピルアルコール,10,5650.0,0.0,0.0,4190.0,4190.0,0.0,0.0,1451.0,1451.0,0.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,4,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,65,68490.0,0.0,410.0,56250.0,56250.0,0.0,0.0,10081.0,10081.0,0.0
12,クロム及び三価クロム化合物,,,,,,,,,,,
13,六価クロム化合物,,,,,,,,,,,
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,17,28960.0,0.0,0.0,12630.0,12630.0,0.0,0.0,14893.0,14893.0,0.0
17,酢酸ブチル,16,20130.0,0.0,0.0,15760.0,15760.0,0.0,0.0,2272.0,2272.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,,,,,,,,,,,
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,2,9800.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,5400.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,13,24020.0,0.0,6600.0,16091.5,16091.5,0.0,0.0,1160.0,1160.0,0.0
39,トルエン,66,106850.0,0.0,170.0,65275.0,65275.0,0.0,0.0,36572.0,36552.0,20.0
40,鉛及びその化合物,,,,,,,,,,,
41,ニッケル,,,,,,,,,,,
42,ニッケル化合物,,,,,,,,,,,
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,,,,,,,,,,,
49,ヘキサン,,,,,,,,,,,
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,1,50.0,0.0,0.0,43.0,43.0,0.0,0.0,7.0,7.0,0.0
52,マンガン及びその化合物,,,,,,,,,,,
53,メタノール,16,13690.0,0.0,0.0,6090.0,6090.0,0.0,0.0,5930.0,5930.0,0.0
54,メチルイソブチルケトン,13,8800.0,0.0,0.0,7075.0,7075.0,0.0,0.0,1597.0,1597.0,0.0
55,メチルエチルケトン,12,20580.0,0.0,0.0,12270.0,12270.0,0.0,0.0,7553.0,7553.0,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,4,119800.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,110000.0,0.0
58,ほう素及びその化合物,,,,,,,,,,,
,総計,241,430660.0,0.0,7230.0,196294.5,196294.5,0.0,0.0,198686.0,198666.0,20.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
