物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,7,8010.0,0.0,0.0,5250.0,5250.0,0.0,0.0,2802.0,2802.0,7.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,3,600.0,0.0,0.0,300.0,300.0,0.0,0.0,300.0,282.0,19.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,1,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,13,22410.0,0.0,0.0,20580.0,20580.0,0.0,0.0,652.3,652.3,0.0
12,クロム及び三価クロム化合物,,,,,,,,,,,
13,六価クロム化合物,,,,,,,,,,,
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,7,5910.0,0.0,0.0,5006.0,5006.0,0.0,0.0,902.0,902.0,2.0
17,酢酸ブチル,4,610.0,0.0,0.0,566.0,566.0,0.0,0.0,48.3,48.3,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,3,8300.0,0.0,0.0,5430.0,5430.0,0.0,0.0,1280.0,1280.0,1.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,1,160.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,1,1200.0,0.0,0.0,930.0,930.0,0.0,0.0,270.0,270.0,0.0
39,トルエン,18,34440.0,0.0,0.0,30753.0,30753.0,0.0,0.0,1703.0,1703.0,1.0
40,鉛及びその化合物,2,16250.0,0.0,16150.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
41,ニッケル,,,,,,,,,,,
42,ニッケル化合物,,,,,,,,,,,
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,,,,,,,,,,,
49,ヘキサン,1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,ベンゼン,1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,ホルムアルデヒド,,,,,,,,,,,
52,マンガン及びその化合物,2,660.0,0.0,300.0,0.0,0.0,0.0,0.0,356.0,342.0,14.0
53,メタノール,9,4060.0,0.0,0.0,3059.0,3059.0,0.0,0.0,1038.0,1038.0,5.0
54,メチルイソブチルケトン,3,1350.0,0.0,0.0,1320.0,1320.0,0.0,0.0,27.0,27.0,0.0
55,メチルエチルケトン,6,5000.0,0.0,0.0,4677.0,4677.0,0.0,0.0,342.0,342.0,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,2,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,ほう素及びその化合物,1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,430.0,18.0
,総計,85,118310.0,0.0,16450.0,77871.0,77871.0,0.0,0.0,10430.6,10378.6,67.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
