物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,28,119194.0,0.0,103110.0,2380.5,2380.5,0.0,0.0,14028.8,13778.8,248.5
3,イソアミルアルコール,1,67000.0,0.0,0.0,170.0,170.0,0.0,0.0,3100.0,3100.0,0.0
4,イソプロピルアルコール,38,239440.0,0.0,217629.0,2853.5,2853.5,0.0,0.0,19267.6,19117.1,143.7
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,32,25926040.0,0.0,1241280.0,831.1,831.1,0.0,0.0,684.2,684.2,0.0
9,塩素,1,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,30,710090.0,0.0,641000.0,19053.5,19053.5,0.0,0.0,47646.0,47630.0,16.2
12,クロム及び三価クロム化合物,5,5900.0,0.0,6600.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
13,六価クロム化合物,3,11560.0,0.0,11430.0,0.0,0.0,0.0,0.0,130.0,130.0,0.0
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,6,2230.0,0.0,0.0,14.9,14.9,0.0,0.0,2210.0,2210.0,0.3
16,酢酸エチル,29,1421998.0,0.0,1271378.0,40074.5,40074.5,0.0,0.0,110646.4,110646.4,0.2
17,酢酸ブチル,19,573700.0,0.0,545430.0,5723.9,5723.9,0.0,0.0,13084.0,13084.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,1,280.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,2,26700.0,0.0,26700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",1,4000.0,0.0,3800.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,5,7150.0,0.0,460.0,746.5,746.5,0.0,0.0,5940.0,5940.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,17,1794400.0,0.0,953400.0,99.0,99.0,0.0,0.0,180.0,20.0,160.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,6,4671.0,0.0,1023.0,7.7,7.7,0.0,0.0,34.7,34.7,0.0
32,セレン及びその化合物,1,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,3,32130.0,0.0,1130.0,23001.3,23001.3,0.0,0.0,8300.0,8300.0,0.0
39,トルエン,39,2081780.0,0.0,1231550.0,19724.8,19724.8,0.0,0.0,117668.2,117567.3,110.9
40,鉛及びその化合物,6,283950.0,0.0,323400.0,0.1,0.1,0.0,0.0,2370.0,2370.0,2.4
41,ニッケル,3,20040.0,0.0,19170.0,0.0,0.0,0.0,0.0,880.0,880.0,0.0
42,ニッケル化合物,3,33640.0,0.0,31630.0,0.0,0.0,0.0,0.0,2310.0,2310.0,0.0
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,4,318240.0,0.0,318000.0,20.0,20.0,0.0,0.0,4540.4,4540.0,0.4
48,ふっ化水素及びその水溶性塩,6,187390.0,0.0,86210.0,0.0,0.0,0.0,0.0,1204.0,1180.0,24.0
49,ヘキサン,13,18065.0,0.0,15845.0,80.0,80.0,0.0,0.0,2203.5,2163.5,40.2
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,7,11680.0,0.0,11440.0,39.9,39.9,0.0,0.0,177.2,168.5,8.7
52,マンガン及びその化合物,5,8970.0,0.0,8760.0,0.0,0.0,0.0,0.0,243.5,243.5,0.0
53,メタノール,39,1175010.0,51000.0,1115630.0,10947.7,10947.7,0.0,0.0,72113.5,72107.0,21.4
54,メチルイソブチルケトン,19,449940.0,0.0,443440.0,5869.4,5869.4,0.0,0.0,10503.2,10503.2,0.0
55,メチルエチルケトン,24,1227930.0,0.0,1162790.0,10981.8,10981.8,0.0,0.0,48615.9,48615.9,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,33,29530890.0,0.0,23992180.0,0.8,0.8,0.0,0.0,2130.0,2130.0,0.0
58,ほう素及びその化合物,4,8740.0,0.0,8550.0,0.0,0.0,0.0,0.0,190.0,190.0,0.0
,総計,433,66512948.0,51000.0,33793165.0,142621.0,142621.0,0.0,0.0,490606.1,489849.1,776.9
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
