物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,1,130.0,0.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,1,610.0,0.0,0.0,610.0,610.0,0.0,0.0,0.0,0.0,0.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,3,110360.0,0.0,0.0,650.0,650.0,0.0,0.0,110210.0,110210.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,3,1680.0,0.0,0.0,1680.0,1680.0,0.0,0.0,0.0,0.0,0.0
12,クロム及び三価クロム化合物,3,21630.0,0.0,3726.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0
13,六価クロム化合物,1,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,1,630.0,0.0,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0
17,酢酸ブチル,1,370.0,0.0,0.0,370.0,370.0,0.0,0.0,0.0,0.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,1,730.0,0.0,0.0,730.0,730.0,0.0,0.0,0.0,0.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,1,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,5400.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,1,1100.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,,,,,,,,,,,
39,トルエン,2,2800.0,0.0,0.0,2800.0,2800.0,0.0,0.0,0.0,0.0,0.0
40,鉛及びその化合物,1,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,13000.0,0.0
41,ニッケル,2,19900.0,0.0,19900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ニッケル化合物,,,,,,,,,,,
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,1,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,ふっ化水素及びその水溶性塩,1,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,ヘキサン,,,,,,,,,,,
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,,,,,,,,,,,
52,マンガン及びその化合物,3,2004100.0,0.0,2004100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,メタノール,3,138000.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0
54,メチルイソブチルケトン,,,,,,,,,,,
55,メチルエチルケトン,,,,,,,,,,,
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,5,1107950.0,0.0,0.0,650.0,650.0,0.0,0.0,855000.0,855000.0,0.0
58,ほう素及びその化合物,,,,,,,,,,,
,総計,35,3843840.0,0.0,2027726.0,9650.0,9650.0,0.0,0.0,983730.0,983610.0,120.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
