物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,5,554700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,飲料・たばこ・飼料製造業(下の業種を除く）,2,282100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,酒類製造業,1,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,たばこ製造業,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,1,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,衣服・その他の繊維製品製造業,1,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,1,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,
1931,印刷業,,,,,,,,,,,
1941,製版業,,,,,,,,,,,
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,
2000,化学工業（下の業種を除く）,32,25926040.0,0.0,1241280.0,831.1,831.1,0.0,0.0,684.2,684.2,0.0
2060,医薬品製造業,6,43440.0,0.0,110.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0
2100,石油製品・石炭製品製造業,1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,プラスチック製品製造業,,,,,,,,,,,
2300,ゴム製品製造業,1,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0
2400,なめし革・同製品・毛皮製造業,,,,,,,,,,,
2500,窯業・土石製品製造業,5,507200.0,0.0,0.0,5500.0,5500.0,0.0,0.0,110000.0,110000.0,0.0
2600,鉄鋼業,3,110360.0,0.0,0.0,650.0,650.0,0.0,0.0,110210.0,110210.0,0.0
2700,非鉄金属製造業,6,341400.0,0.0,0.0,4105.6,4105.6,0.0,0.0,0.0,0.0,0.0
2800,金属製品製造業（下の業種を除く）,14,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2861,金属製品塗装業,4,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,0.0
2862,溶触めっき業（表面処理鋼材製造業を除く）,2,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,26600.0,26600.0,0.0
