,［資料1-3］　ベンゼン等28物質の調査結果詳細（物質別）,,,,,,,,,,,,,,,,
,,"注）定量下限未満検出下限以上の値は斜体数字で、検出下限未満の値は < で示した。また年平均値は、定量下限未満検出下限以上のときは
　　そのまま値を、検出下限未満のときは検出下限値の1/2を用いて計算した。",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,ベンゼン,,,,,,,,,,　　基準値等　：,,3,(環境基準),,,
,,,,,,,,,,,　　定量下限値：,,0.06,,,,
,,,２０２０(令和２)年度,,,,,,,,　　検出下限値：,,0.02,,,,(単位:μg/m3）
,測定地点（局）,,"4月
14日(火)","5月
12日(火)","6月
2日(火)","7月
7日(火)","8月
4日(火)","9月
1日(火)","10月
6日(火)","11月
4日(水)","12月
1日(火)","1月
6日(水)","2月
2日(火)","3月
2日(火)",最大,最小,平 均
,,中央区晴海,0.28,0.92,1.5 ,0.56,2.6 ,0.44,0.64,0.74,0.88,0.86,1.4 ,0.73,2.6 ,0.28,0.96
,区,国設東京新宿,0.29,0.69,0.38,0.14,0.66,0.45,0.64,0.76,0.97,0.81,1.6 ,0.53,1.6 ,0.14,0.66
,部,大田区東糀谷,0.44,1.8 ,2.1 ,0.92,4.7 ,0.47,0.68,1.2 ,0.91,0.99,1.8 ,0.64,4.7 ,0.44,1.4 
,一,世田谷区世田谷,0.51,0.59,0.39,0.12,0.32,0.48,0.66,0.88,1.0 ,0.96,1.6 ,0.55,1.6 ,0.12,0.67
,般,板橋区氷川町,0.48,0.66,0.35,0.12,0.59,0.49,0.77,0.80,1.1 ,1.0 ,1.5 ,0.57,1.5 ,0.12,0.70
,環,練馬区石神井町,0.37,0.65,0.35,0.10,0.27,0.45,0.76,0.83,1.1 ,1.1 ,1.4 ,0.55,1.4 ,0.10,0.66
,境,足立区西新井,0.56,0.84,0.67,0.15,1.4 ,0.44,0.76,0.98,1.1 ,1.0 ,1.6 ,0.57,1.6 ,0.15,0.84
,,江戸川区春江町,0.60,0.94,0.89,0.18,0.98,0.42,0.79,0.88,1.1 ,0.97,1.6 ,0.79,1.6 ,0.18,0.85
,,区部一般平均,0.44,0.89,0.83,0.29,1.4 ,0.46,0.71,0.88,1.0 ,0.96,1.6 ,0.62,4.7 ,0.10,0.84
,多,八王子市片倉町,0.38,0.70,0.48,0.15,0.30,0.32,0.68,0.83,1.1 ,1.3 ,1.3 ,0.50,1.3 ,0.15,0.67
,摩,八王子市大楽寺町,0.41,0.72,0.42,0.18,0.31,0.33,0.65,0.74,0.85,1.2 ,1.4 ,0.57,1.4 ,0.18,0.65
,一,小金井市貫井北町,0.36,0.69,0.39,0.12,0.26,0.46,0.74,0.87,1.1 ,0.97,1.6 ,0.69,1.6 ,0.12,0.69
,般,東大和市奈良橋,0.37,0.74,0.51,0.20,0.34,0.44,0.77,0.81,1.1 ,1.1 ,1.7 ,0.53,1.7 ,0.20,0.72
