物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,1,170.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,6,2810.0,0.0,0.0,1640.0,1640.0,0.0,0.0,340.0,20.0,320.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,154,388070.0,0.0,0.0,3.0,3.0,0.0,0.0,18346.0,18346.0,0.0
9,塩素,7,11490.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,0.0
10,カドミウム及びその化合物,1,460.0,0.0,300.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0
11,キシレン,4,1100.0,0.0,30.0,280.0,280.0,0.0,0.0,80.0,80.0,0.0
12,クロム及び三価クロム化合物,80,18131.5,0.0,39533.8,0.0,0.0,0.0,0.0,33243.8,33073.2,260.8
13,六価クロム化合物,75,68373.0,0.0,1033.6,0.0,0.0,0.0,0.0,8006.0,7999.4,6.9
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,,,,,,,,,,,
17,酢酸ブチル,,,,,,,,,,,
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,86,56685.0,0.0,380.0,1.0,0.0,1.0,0.0,8771.0,8556.5,117.0
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,9,55750.0,0.0,1400.0,49100.0,47400.0,0.0,0.0,6810.0,6810.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,107,187818.0,0.0,0.0,5.0,5.0,0.0,0.0,44640.0,44640.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,1,20000.0,0.0,0.0,15000.0,15000.0,0.0,0.0,4700.0,4700.0,0.0
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,68,249810.0,0.0,4300.0,213080.0,210480.0,0.0,0.0,29067.7,29067.5,0.2
39,トルエン,5,1040.0,0.0,70.0,763.0,763.0,0.0,0.0,147.0,147.0,0.0
40,鉛及びその化合物,6,1980.0,0.0,73.0,0.0,0.0,0.0,0.0,989.0,989.0,0.0
41,ニッケル,120,142300.0,0.0,136209.0,0.0,0.0,0.0,0.0,1113.9,1104.0,9.9
42,ニッケル化合物,114,60931.0,0.0,11930.0,0.0,0.0,0.0,0.0,49516.0,48994.0,441.9
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,18,5238.0,0.0,0.0,0.6,0.6,0.0,0.0,2550.0,2110.0,442.0
49,ヘキサン,,,,,,,,,,,
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,2,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,290.0
52,マンガン及びその化合物,4,910.0,0.0,510.0,0.0,0.0,0.0,0.0,285.5,280.0,5.5
53,メタノール,7,7110.0,0.0,0.0,2701.0,2701.0,0.0,0.0,4140.0,2150.0,1990.0
54,メチルイソブチルケトン,,,,,,,,,,,
55,メチルエチルケトン,,,,,,,,,,,
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,187,904790.0,0.0,0.0,6.5,6.5,0.0,0.0,10665.0,10625.0,40.0
58,ほう素及びその化合物,17,3127.0,0.0,0.0,0.0,0.0,0.0,0.0,2233.1,1214.0,1019.1
,総計,1079,2189783.5,0.0,195769.4,282750.1,278449.1,1.0,0.0,226224.0,221195.6,4943.3
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
