［資料1-2］,,,,ベンゼン等28物質の調査結果詳細（2020（令和２）年度平均）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,単位:μg/m3（ただし、＃を付した物質の単位はng/m3）,,,,,,,
分類,,物 質 名,基準値等,定  量下限値,検  出下限値,区部一般環境,,,,,,,,,多摩部一般環境,,,,,都一般平均,沿道,,,檜原（ﾊﾞｯ ｸｸﾞﾗｳﾝﾄﾞ）
,,,,,,中央区晴海,国設東京新宿,大田区東糀谷,世田谷区世田谷,板橋区氷川町,練馬区石神井町,足立区西新井,江戸川区春江町,区部一般平均,八王子市片倉町,八王子市大楽寺町,小金井市貫井北町,東大和市奈良橋,多摩部一般平均,,京葉道路亀戸,環八通り八幡山,沿道平均,
優先取組物質,揮発性有機化合物,ベンゼン,3,0.06,0.02,0.96,0.66,1.4,0.67,0.7,0.66,0.84,0.85,0.84,0.67,0.65,0.69,0.72,0.68,0.79,0.98,0.78,0.88,0.5
,,トリクロロエチレン,130,0.16,0.05,0.45,0.45,2.8,0.45,0.63,0.56,1,0.69,0.88,0.28,0.4,0.4,0.49,0.39,0.72,1.2,0.43,0.8,0.19
,,テトラクロロエチレン,200,0.14,0.04,0.09,0.12,0.11,0.1,0.19,0.17,0.41,0.1,0.16,0.05,0.1,0.12,0.08,0.09,0.14,0.14,0.12,0.13,0.04
,,ジクロロメタン,150,0.11,0.04,0.88,1.1,1.3,1,1.2,1.3,1.3,0.99,1.1,0.82,0.99,1.2,1.1,1,1.1,1.1,1.1,1.1,0.71
,,アクリロニトリル,2,0.18,0.06,0.18,0.06,0.17,0.07,0.06,<0.06,0.1,0.09,0.1,<0.06,<0.06,<0.06,<0.06,<0.06,0.08,0.15,0.1,0.12,<0.06
,,塩化ビニルモノマー,10,0.06,0.02,0.05,0.02,0.04,0.02,0.03,<0.02,0.03,0.21,0.05,0.03,0.03,0.03,<0.02,0.03,0.04,0.18,<0.02,0.1,0.02
,,クロロホルム,18,0.11,0.04,0.18,0.19,0.35,0.18,0.2,0.21,0.2,0.17,0.21,0.15,0.14,0.2,0.18,0.16,0.2,0.19,0.16,0.17,0.15
,,"1,2-ジクロロエタン",1.6,0.08,0.03,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.1,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11
,,"1,3-ブタジエン",2.5,0.08,0.03,0.23,0.08,0.27,0.07,0.09,0.07,0.13,0.12,0.13,0.07,0.06,0.07,0.07,0.07,0.11,0.17,0.12,0.15,0.03
,,酸化エチレン,－,0.01,0.003,0.091,0.066,0.076,0.066,0.071,0.065,0.077,0.065,0.072,0.048,0.056,0.068,0.065,0.059,0.068,0.077,0.067,0.072,0.051
,,塩化メチル,94,0.06,0.02,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.2
,,トルエン,－,0.06,0.02,3.8,4.2,5.3,4.3,6.8,4.9,7.1,5,5.2,4.1,3.8,5.4,5.7,4.7,5,5.4,4.9,5.1,1.7
,ｱﾙﾃﾞ,アセトアルデヒド,120,0.8,0.3,2.7,2.9,3.2,2.4,2.8,2.2,2.5,2.6,2.7,2,1.7,3.6,2.6,2.5,2.6,2.5,2.8,2.6,1.8
,ﾋﾄﾞ類,ホルムアルデヒド,0.8,0.8,0.3,2.4,2.4,2.7,2.3,2.9,1.8,2.4,2.4,2.4,1.8,1.7,2.9,1.9,2.1,2.3,2.1,2.7,2.4,1.2
,PAH,ベンゾ[a]ピレン #,0.12,0.05,0.02,0.2,0.08,0.62,0.08,0.08,0.05,0.11,0.11,0.16,0.07,0.08,0.06,0.06,0.07,0.13,0.16,0.07,0.12,0.07
,重金属類,ニッケル化合物 #,25,4,1,9,3,6,2,2,2,5,3,4,1,1,1,2,1,3,4,2,3,<1
,,ヒ素化合物 #,6,0.2,0.06,0.88,0.72,1.1,0.5,0.62,0.58,0.59,0.76,0.72,0.78,0.7,0.66,0.54,0.67,0.71,1.2,0.64,0.91,0.5
,,ベリリウム化合物 #,4,0.06,0.02,<0.02,0.03,0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,0.02,<0.02,<0.02,<0.02
,,マンガン化合物 #,140,5,2,25,40,41,16,20,16,19,21,25,19,12,15,20,17,22,29,19,24,8
,,クロム化合物 #,－,1,0.3,4.4,4.4,7.6,2.7,3.3,2,7.3,3.5,4.4,2.4,1.7,2.3,2.9,2.3,3.7,5.2,4.3,4.8,1.3
,,六価クロム化合物 #,0.8,0.06,0.02,0.07,0.07,0.08,0.07,0.08,0.09,0.09,0.08,0.08,－,－,0.06,0.06,0.06,0.08,0.09,0.09,0.09,0.06
,,水銀化合物 #,40,0.1,0.03,1.9,1.8,2.1,1.8,1.8,1.8,1.8,1.8,1.8,2,1.8,1.8,1.9,1.9,1.9,1.8,1.9,1.8,1.5
