［資料1-2］,,,,ベンゼン等28物質の調査結果詳細（2019(令和元)年度）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,単位:μg/m3（ただし、＃を付した物質の単位はng/m3）
分類,,物 質 名,基準値等,"定  量
下限値","検　出
下限値",区部一般環境,,,,,,,,,多摩部一般環境,,,,,"都
一般
平均",沿道,,,檜原（ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ）
,,,,,,"中央区
晴海","国設東京
新宿","大田区
東糀谷","世田谷区
世田谷","板橋区
氷川町","練馬区
石神井町","足立区
西新井","江戸川区
春江町","区部
一般
平均","八王子市
片倉町","八王子市
大楽寺町","小金井市
貫井北町","東大和市
奈良橋","多摩部
一般
平均",,"京葉道路
亀戸","環八通り
八幡山","沿道
平均",
優　先　取　組　物　質,揮発性有機化合物,ベンゼン,3,0.05,0.02,1.3,0.94,2,0.95,0.88,0.81,1,1.1,1.1,0.8,0.73,0.8,0.79,0.78,1,1.1,0.96,1,0.46
,,トリクロロエチレン,130,0.1,0.03,0.67,0.65,2.7,0.71,1.2,0.87,1.7,1,1.2,0.36,0.56,0.57,1.3,0.69,1,1.3,0.61,0.96,0.23
,,テトラクロロエチレン,200,0.12,0.04,0.15,0.23,0.17,0.23,0.31,0.24,0.29,0.16,0.22,0.09,0.12,0.2,0.12,0.13,0.19,0.19,0.21,0.2,0.08
,,ジクロロメタン,150,0.1,0.03,1.3,2.3,1.6,1.3,1.7,1.6,1.9,1.4,1.6,1.1,1.2,1.5,1.4,1.3,1.5,1.3,1.3,1.3,0.86
,,アクリロニトリル,2,0.15,0.05,0.24,0.1,0.19,0.1,0.11,0.09,0.16,0.12,0.14,<0.05,<0.05,0.1,0.08,0.06,0.11,0.15,0.14,0.15,<0.05
,,塩化ビニルモノマー,10,0.07,0.03,0.12,0.07,0.09,0.04,0.06,0.04,0.11,0.1,0.08,<0.03,<0.03,0.03,<0.03,<0.03,0.06,0.18,0.05,0.11,<0.03
,,クロロホルム,18,0.09,0.03,0.21,0.23,0.3,0.23,0.26,0.29,0.26,0.19,0.25,0.17,0.15,0.25,0.18,0.19,0.23,0.2,0.25,0.22,0.15
,,"1,2-ジクロロエタン",1.6,0.11,0.04,0.17,0.16,0.14,0.12,0.14,0.12,0.12,0.13,0.14,0.1,0.1,0.12,0.12,0.11,0.13,0.13,0.12,0.13,0.11
,,"1,3-ブタジエン",2.5,0.07,0.02,0.26,0.26,0.27,0.22,0.24,0.18,0.24,0.17,0.23,0.09,0.07,0.12,0.1,0.1,0.18,0.23,0.25,0.24,0.03
,,酸化エチレン,　 －,0.01,0.003,0.12,0.11,0.097,0.079,0.086,0.077,0.11,0.09,0.096,0.074,0.07,0.077,0.079,0.075,0.089,0.093,0.087,0.09,0.058
,,塩化メチル,　 －,0.09,0.03,1.3,1.4,1.4,1.3,1.3,1.3,1.4,1.3,1.3,1.6,1.5,1.3,1.3,1.4,1.4,1.3,1.3,1.3,1.2
,,トルエン,　 －,0.06,0.02,5.8,7.2,8.4,6.9,8.2,7.2,9.8,7.2,7.6,4.8,4.6,5.9,6.6,5.5,6.9,6.3,6.8,6.6,2.1
,ｱﾙﾃﾞ,アセトアルデヒド,5,0.8,0.3,3.3,3.1,4.1,3.4,3.4,2.4,3.2,3.1,3.2,2.6,2.6,4.1,3.1,3.1,3.2,3.1,3.7,3.4,2.1
,ﾋﾄﾞ類,ホルムアルデヒド,0.8,0.8,0.3,2.9,2.7,3.2,2.9,3.4,1.6,2.9,2.8,2.8,2.7,3,3.3,2,2.7,2.8,2.3,3,2.6,1.4
,PAH,ベンゾ[a]ピレン #,0.12,0.05,0.02,0.2,0.1,0.55,0.09,0.09,0.06,0.12,0.22,0.18,0.1,0.1,0.07,0.07,0.09,0.15,0.18,0.09,0.13,0.04
,重金属類,ニッケル化合物 #,25,4,1,7.8,5.5,9.2,4.3,3.7,3,5.3,5.7,5.5,1.7,1.8,3.1,2.7,2.3,4.5,8,4.9,6.4,1.8
,,ヒ素及びその化合物 #,6,0.2,0.06,0.73,0.67,0.89,0.65,0.66,0.52,0.73,0.82,0.71,0.65,0.62,0.58,0.67,0.63,0.68,0.88,0.66,0.77,0.35
,,ベリリウム及びその化合物 #,4,0.06,0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02
,,マンガン及びその化合物 #,140,5,2,30,25,55,18,23,17,25,22,27,18,15,18,20,17,24,33,25,29,8.9
,,クロム及びその化合物 #, 　－,1,0.3,7.8,7.8,20,5.2,6.1,3.7,6.5,6,7.9,2.9,2.5,3.9,3.4,3.2,6.3,9.9,6.9,8.4,1.6
,,六価クロム化合物 #,0.8,0.06,0.02,0.07,0.05,0.04,0.04,0.08,0.08,0.13,0.07,0.07,－,－,0.09,0.08,0.09,0.07,0.06,0.07,0.06,0.06
