一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
423,府中市若松町3-39,35.675034,139.506744,JGD2011,府中三鷹線,a,2006-11-21,2006-11-24,4,2,1.0,1.5,64,60
424,府中市四谷4-46,35.667736,139.440521,JGD2011,市道四谷通り,a,2006-10-24,2006-10-26,6,2,1.0,1.5,64,57
425,府中市栄町3-7,35.686638,139.472107,JGD2011,市道学園通り,b,2006-12-11,2006-12-12,6,2,3.0,1.5,-,-
426,府中市分梅町3-50-3,35.665642,139.459076,JGD2011,府中町田線,b,2007-01-30,2007-02-02,4,4,3.0,2.2,69,67
427,府中市若松町3-11-1,35.673546,139.499054,JGD2011,府中小平線,b,2006-08-14,2006-08-17,4,2,4.0,2.0,66,61
428,府中市西府町2-9,35.674881,139.456924,JGD2011,国道20号,b,2006-07-24,2006-07-27,3,5,2.0,1.5,75,74
429,府中市若松町5-3,35.678944,139.500336,JGD2011,府中小平線,B,2007-02-19,2007-02-20,4,2,5.8,1.2,66,63
430,府中市美好町2-4-2,35.672638,139.466782,JGD2011,国道20号,c,2006-10-17,2006-10-20,3,4,3.0,2.0,73,71
431,府中市緑町1-12-12,35.672012,139.485672,JGD2011,国道20号,c,2007-02-26,2007-03-01,3,4,3.0,2.0,69,67
432,府中市寿町3-7,35.675293,139.473862,JGD2011,所沢府中線,c,2006-05-22,2006-05-25,4,3,4.0,2.0,68,67
433,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2006-10-03,2006-10-06,6,2,5.0,1.5,72,68
434,府中市若松町2-2,35.670658,139.496155,JGD2011,国道２０号,C,2007-02-19,2007-02-20,3,4,3.0,1.2,68,66
435,府中市美好町1-14,35.673325,139.470764,JGD2011,国道２０号,C,2007-02-19,2007-02-20,3,4,3.0,1.2,74,72
