物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,24,52780.0,0.0,0.0,5265.6,5265.0,0.0,0.0,47075.0,46745.0,199.7
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,11,18140.0,0.0,0.0,1235.2,1235.2,0.0,0.0,16501.5,15501.3,255.2
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,8,24570.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.6,2011.5,0.1
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,7,1620.0,0.0,0.0,82.7,82.7,0.0,0.0,904.7,904.7,0.0
12,クロム及び三価クロム化合物,,,,,,,,,,,
13,六価クロム化合物,,,,,,,,,,,
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,15,13120.0,0.0,0.0,1958.9,1958.9,0.0,0.0,11110.0,11110.0,7.3
16,酢酸エチル,17,48860.0,0.0,0.0,7263.0,7263.0,0.0,0.0,41093.2,40993.2,71.5
17,酢酸ブチル,1,230.0,0.0,0.0,12.0,12.0,0.0,0.0,210.0,210.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,1,120.0,0.0,0.0,36.0,36.0,0.0,0.0,85.0,85.0,0.0
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,10,19580.0,0.0,0.0,4376.4,4376.4,0.0,0.0,15420.0,15420.0,0.2
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,3,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,690.0,40.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,3,15500.0,0.0,0.0,440.0,440.0,0.0,0.0,15100.0,15100.0,0.0
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,,,,,,,,,,,
39,トルエン,8,7660.0,0.0,0.0,321.0,321.0,0.0,0.0,7083.8,7083.8,0.0
40,鉛及びその化合物,,,,,,,,,,,
41,ニッケル,,,,,,,,,,,
42,ニッケル化合物,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,1,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,ヘキサン,15,36950.0,0.0,0.0,5346.5,5346.5,0.0,0.0,30653.0,30653.0,2.5
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,1,140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,0.0
52,マンガン及びその化合物,,,,,,,,,,,
53,メタノール,25,42070.0,0.0,50.0,2990.4,2990.4,0.0,0.0,37824.3,37523.8,327.1
54,メチルイソブチルケトン,2,1220.0,0.0,1100.0,5.0,5.0,0.0,0.0,140.0,140.0,0.0
55,メチルエチルケトン,1,540.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,540.0,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,9,8350.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.0,6140.0,0.0
58,ほう素及びその化合物,,,,,,,,,,,
,総計,163,292838.0,0.0,1150.0,29332.7,29332.1,0.0,0.0,232830.1,231059.3,903.6
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
