物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,8,5719.0,0.0,300.0,5294.0,5294.0,0.0,0.0,110.0,110.0,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,2,5770.0,0.0,770.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,4,1520.0,0.0,1000.0,270.0,270.0,0.0,0.0,250.0,250.0,0.0
12,クロム及び三価クロム化合物,,,,,,,,,,,
13,六価クロム化合物,,,,,,,,,,,
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,4,615.0,0.0,0.0,557.0,557.0,0.0,0.0,54.0,54.0,0.0
17,酢酸ブチル,4,535.0,0.0,0.0,439.0,439.0,0.0,0.0,93.0,93.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,1,180.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,1,27.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,,,,,,,,,,,
39,トルエン,11,11322.0,0.0,390.0,3487.0,3487.0,0.0,0.0,7457.0,7457.0,0.0
40,鉛及びその化合物,1,840.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ニッケル,1,430.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ニッケル化合物,2,123.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,,,,,,,,,,,
49,ヘキサン,,,,,,,,,,,
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,,,,,,,,,,,
52,マンガン及びその化合物,1,1200.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,メタノール,4,660.0,0.0,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0
54,メチルイソブチルケトン,1,20.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
55,メチルエチルケトン,2,317.0,0.0,0.0,317.0,317.0,0.0,0.0,0.0,0.0,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,3,535045.0,0.0,0.0,0.0,0.0,0.0,0.0,213000.0,213000.0,0.0
58,ほう素及びその化合物,1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,0.0
,総計,53,564421.9,0.0,4569.0,11223.0,11223.0,0.0,0.0,226089.9,226089.9,0.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
