物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,
1931,印刷業,5,2830.0,0.0,0.0,2310.0,2310.0,0.0,0.0,610.0,610.0,0.0
1941,製版業,,,,,,,,,,,
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,
2000,化学工業（下の業種を除く）,19,449940.0,0.0,443440.0,5869.4,5869.4,0.0,0.0,10503.2,10503.2,0.0
2060,医薬品製造業,1,48000.0,0.0,0.0,50.0,50.0,0.0,0.0,48000.0,48000.0,50.0
2100,石油製品・石炭製品製造業,1,740.0,0.0,740.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0
2200,プラスチック製品製造業,4,15430.0,0.0,3.0,7540.0,7540.0,0.0,0.0,5710.0,5710.0,0.0
2300,ゴム製品製造業,3,2740.0,0.0,0.0,2740.0,2740.0,0.0,0.0,0.0,0.0,0.0
2400,なめし革・同製品・毛皮製造業,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
2500,窯業・土石製品製造業,,,,,,,,,,,
2600,鉄鋼業,,,,,,,,,,,
2700,非鉄金属製造業,1,400.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0
2800,金属製品製造業（下の業種を除く）,1,450.0,0.0,0.0,450.0,450.0,0.0,0.0,4.0,4.0,0.0
2861,金属製品塗装業,13,8800.0,0.0,0.0,7075.0,7075.0,0.0,0.0,1597.0,1597.0,0.0
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2865,金属熱処理業,,,,,,,,,,,
2900,一般機械器具製造業,3,1350.0,0.0,0.0,1320.0,1320.0,0.0,0.0,27.0,27.0,0.0
3000,電気機械器具製造業（下の業種を除く）,4,1640.0,0.0,0.0,983.0,983.0,0.0,0.0,642.0,642.0,0.0
3060,電子応用装置製造業,,,,,,,,,,,
3070,電気計測器製造業,1,590.0,0.0,0.0,360.0,360.0,0.0,0.0,220.0,220.0,0.0
3100,輸送用機械器具製造業（下の業種を除く）,4,34370.0,0.0,0.0,22970.0,22970.0,0.0,0.0,7212.0,7112.0,100.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,1,20.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
3500,電気業,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,
3900,鉄道業,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,34,8667.0,0.0,0.0,7399.0,7399.0,0.0,0.0,1251.0,1251.0,0.0
7810,機械修理業,3,900.0,0.0,0.0,750.0,750.0,0.0,0.0,155.0,155.0,0.0
8632,環境計量証明業,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,,,,,,,,,,,
8710,一般廃棄物処理業,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,
8800,医療業,,,,,,,,,,,
9100,教育,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
9210,自然科学研究所,2,1220.0,0.0,1100.0,5.0,5.0,0.0,0.0,140.0,140.0,0.0
9999,分類不明,,,,,,,,,,,
,総計,102,578101.0,0.0,445283.0,60244.9,60244.9,0.0,0.0,76085.2,75985.2,150.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
