物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,1,2100.0,0.0,0.0,1500.0,1500.0,0.0,0.0,600.0,600.0,0.0
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,1,700.0,0.0,0.0,200.0,200.0,0.0,0.0,500.0,500.0,0.0
1700,家具・装備品製造業,7,4580.0,0.0,0.0,4120.0,4120.0,0.0,0.0,453.0,453.0,0.0
1800,パルプ・紙・紙加工品製造業,1,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,
1931,印刷業,11,120463.0,0.0,3.0,114540.0,114540.0,0.0,0.0,5430.0,5430.0,0.0
1941,製版業,,,,,,,,,,,
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,5,8480.0,0.0,0.0,8460.0,8460.0,0.0,0.0,20.0,20.0,0.0
2000,化学工業（下の業種を除く）,29,1421998.0,0.0,1271378.0,40074.5,40074.5,0.0,0.0,110646.4,110646.4,0.2
2060,医薬品製造業,6,44750.0,0.0,100.0,138.0,138.0,0.0,0.0,44750.0,44750.0,15.1
2100,石油製品・石炭製品製造業,,,,,,,,,,,
2200,プラスチック製品製造業,6,54660.0,0.0,10.0,30090.0,30090.0,0.0,0.0,24560.0,24560.0,0.0
2300,ゴム製品製造業,1,1600.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,0.0,0.0
2400,なめし革・同製品・毛皮製造業,1,120.0,0.0,0.0,40.0,40.0,0.0,0.0,80.0,80.0,0.0
2500,窯業・土石製品製造業,1,600.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0
2600,鉄鋼業,1,630.0,0.0,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0
2700,非鉄金属製造業,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,3,900.0,0.0,0.0,780.0,780.0,0.0,0.0,121.6,121.6,0.0
2861,金属製品塗装業,17,28960.0,0.0,0.0,12630.0,12630.0,0.0,0.0,14893.0,14893.0,0.0
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2865,金属熱処理業,,,,,,,,,,,
2900,一般機械器具製造業,7,5910.0,0.0,0.0,5006.0,5006.0,0.0,0.0,902.0,902.0,2.0
3000,電気機械器具製造業（下の業種を除く）,10,11902.0,0.0,4000.0,5872.8,5872.8,0.0,0.0,2004.0,2004.0,0.0
3060,電子応用装置製造業,,,,,,,,,,,
3070,電気計測器製造業,1,1000.0,0.0,0.0,650.0,650.0,0.0,0.0,400.0,400.0,0.0
3100,輸送用機械器具製造業（下の業種を除く）,10,38850.0,0.0,0.0,33540.0,33540.0,0.0,0.0,3268.0,2568.0,700.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,1,250.0,0.0,0.0,110.0,110.0,0.0,0.0,140.0,140.0,0.0
3230,医療用機械器具・医療用品製造業,1,260.0,0.0,0.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,4,615.0,0.0,0.0,557.0,557.0,0.0,0.0,54.0,54.0,0.0
3500,電気業,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,
3900,鉄道業,2,1430.0,0.0,0.0,1310.0,1310.0,0.0,0.0,120.0,120.0,0.0
4400,倉庫業,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,37,17919.0,0.0,0.0,13583.0,13583.0,0.0,0.0,4107.3,4107.3,0.0
7810,機械修理業,1,3200.0,0.0,0.0,1300.0,1300.0,0.0,0.0,1900.0,1900.0,0.0
8632,環境計量証明業,1,1500.0,0.0,0.0,76.0,76.0,0.0,0.0,1400.0,1200.0,150.0
8700,廃棄物処理業（下の業種を除く）,,,,,,,,,,,
8710,一般廃棄物処理業,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,
8800,医療業,,,,,,,,,,,
9100,教育,29,54770.0,0.0,0.0,5781.8,5620.8,279.0,0.0,45700.0,44900.0,891.1
9210,自然科学研究所,17,48860.0,0.0,0.0,7263.0,7263.0,0.0,0.0,41093.2,40993.2,71.5
9999,分類不明,2,730.0,0.0,0.0,603.0,603.0,0.0,0.0,130.0,120.0,4.0
,総計,214,1877757.0,0.0,1275491.0,291335.1,291174.1,279.0,0.0,303272.5,301462.5,1833.9
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
