一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
104,江東区大島6-7,35.691402,139.834503,JGD2011,南砂町吾嬬町線（丸八通り）,B,2005-11-24,2005-11-25,4,6,2.7,1.2,67,63
105,江東区冬木22,35.675850,139.800537,JGD2011,永代葛西橋線（葛西橋通り）,C,2005-11-24,2005-11-25,4,4,2.8,1.2,69,67
106,江東区扇橋2-1,35.682652,139.814255,JGD2011,浜町北砂町線（清洲橋通り）,C,2005-11-24,2005-11-25,4,4,2.7,1.2,71,67
107,江東区東砂2-12,35.683624,139.844009,JGD2011,亀戸・葛西橋線（番所橋通り）,B,2005-11-24,2005-11-25,4,4,3.9,1.2,71,67
108,江東区枝川3-3,35.658913,139.808472,JGD2011,環状３号線（三ツ目通り）,C,2005-11-24,2005-11-25,4,6,5.9,1.2,73,70
109,江東区亀戸4-14,35.701527,139.828720,JGD2011,御徒町小岩線（蔵前橋通り）,b,2005-05-17,2005-05-18,4,6,4.0,1.2,73,71
110,江東区亀戸7-42,35.696823,139.835480,JGD2011,国道１４号（京葉道路）,c,2005-10-20,2005-10-21,3,6,4.0,1.5,71,69
111,江東区住吉2-28,35.688477,139.818192,JGD2011,東京市川線（新大橋通り）,b,2005-05-12,2005-05-13,4,4,4.0,1.5,68,66
112,江東区大島3-16,35.689991,139.830032,JGD2011,東京市川線（新大橋通り）,c,2005-05-18,2005-05-19,4,4,3.0,1.2,70,66
113,江東区北砂4-13,35.677395,139.829285,JGD2011,浜町北砂町線（清洲橋通り）,c,2005-06-07,2005-06-08,4,4,3.0,1.5,70,67
114,江東区南砂4-4,35.674950,139.827621,JGD2011,永代葛西橋線（葛西橋通り）,c,2005-05-11,2005-05-12,4,4,3.0,1.2,74,73
115,江東区永代2-31,35.673653,139.792633,JGD2011,東京浦安線（永代通り）,c,2005-10-26,2005-10-27,4,6,6.0,1.5,67,65
116,江東区東陽3-27,35.670174,139.815643,JGD2011,東京浦安線（永代通り）,c,2005-10-25,2005-10-26,4,6,6.0,1.5,69,68
117,江東区豊洲4-11,35.652431,139.799774,JGD2011,日比谷豊洲埠頭東雲町線（晴海通り）,c,2005-11-17,2005-11-18,4,8,6.0,1.2,72,71
118,江東区平野1-2,35.678173,139.798935,JGD2011,上野月島線（清澄通り）,c,2005-06-06,2005-06-07,4,4,4.0,1.5,72,68
119,江東区東雲2-5,35.640823,139.799210,JGD2011,国道３５７号（湾岸道路）,c,2005-11-21,2005-11-22,3,4,4.0,1.5,72,71
120,江東区森下4-9,35.685005,139.805496,JGD2011,環状３号線（三ツ目通り）,c,2005-11-08,2005-11-09,4,4,3.0,1.2,73,71
121,江東区枝川3-3,35.658913,139.808472,JGD2011,環状３号線（三ツ目通り）,c,2005-11-24,2005-11-25,4,6,6.0,1.2,73,70
122,江東区枝川1-8,35.657528,139.802109,JGD2011,環状３号線（三ツ目通り）,c,2005-11-09,2005-11-10,4,6,6.0,1.5,71,67
123,江東区東陽4-11,35.673092,139.817459,JGD2011,深川吾嬬町線（四ツ目通り）,c,2005-05-10,2005-05-11,4,4,8.0,1.5,67,66
124,江東区大島3-4,35.692505,139.826523,JGD2011,王子千住南砂町線（明治通り）,c,2005-10-19,2005-10-20,4,4,4.0,1.2,71,70
125,江東区大島6-7,35.691402,139.834503,JGD2011,南砂町吾嬬町線（丸八通り）,b,2005-06-01,2005-06-02,4,6,4.0,1.5,66,62
126,江東区東砂2-12,35.683624,139.844009,JGD2011,亀戸・葛西橋線（番所橋通り）,b,2005-05-25,2005-05-26,4,4,4.0,1.5,72,67
127,江東区大島7-30,35.693832,139.841415,JGD2011,首都高速７号小松川線,c,2005-05-26,2005-05-27,2,4,23.0,26.0,67,67
128,江東区枝川2-1,35.659821,139.805649,JGD2011,首都高速９号深川線,c,2005-11-16,2005-11-17,2,4,28.0,27.0,74,72
