,表６-1    環境大気中のダイオキシン類調査結果  2020（令和２）年度,,,,,,（単位：pg-TEQ/?）,
地点番号,2020（令和２）年度結果,,,,,,"2019
(令和元）年度","2018
(平成30）年度"
,調査地点,5月20日,8月19日,11月11日,2月5日,平均,平均,平均
,,～5月27日,～8月26日,～11月18日,～2月12日,,,
1,中央区晴海局,0.012,0.014,0.031,0.015,0.018,0.019,0.021
2,大田区東糀谷局,0.012,0.013,0.019,0.014,0.015,0.018,0.024
3,世田谷区世田谷局,0.0086,0.0096,0.019,0.0082,0.011,0.016,0.02
4,板橋区氷川町局,0.01,0.017,0.023,0.012,0.016,0.021,0.022
5,練馬区石神井町局,0.0087,0.011,0.014,0.011,0.011,0.014(注2）,0.017
6,足立区西新井局,0.017,0.018,0.042,0.027,0.026,0.027,0.025
7,葛飾区鎌倉,0.01,0.016,0.032,0.02,0.02,0.03,0.03
8,江戸川区春江町局,0.012,0.012,0.031,0.017,0.018,0.026,0.025
9,八王子市片倉町局,0.017,0.012,0.012,0.0098,0.013,0.016,0.014
10,八王子市大楽寺町局,0.02,0.0098,0.0094,0.009,0.012,0.0096,0.015
11,立川市錦町,0.008,0.036,0.027,0.014,0.021,0.02,0.018
12,町田市能ヶ谷局,0.0067,0.011,0.017,0.0096,0.011,0.012,0.02
13,小金井市貫井北町(注1）,0.01,0.013,0.014,0.0081,0.011,0.015,0.014
14,福生市本町局,0.0094,0.023,0.051,0.0089,0.023,0.013,0.011
15,東大和市奈良橋局,0.0077,0.017,0.0094,0.0068,0.01,0.011,0.015
16,清瀬市下宿,0.0083,0.013,0.015,0.011,0.012,0.019,0.02
17,西多摩郡檜原局,0.0017,0.0056,0.012,0.02,0.0098,0.0061,0.0085
平均,,0.011,0.015,0.022,0.013,0.015,0.017,0.019
最大,,0.02,0.036,0.051,0.027,0.026,0.03,0.03
最小,,0.0017,0.0056,0.0094,0.0068,0.0098,0.0061,0.0085
備考：,(1)毒性等価係数：WHO-TEF 2006,,,,,,,
,(2)TEQを換算する際に、分析値が検出下限未満のものについては［検出下限×1/2］として扱った。,,,,,,,
,(3)測定地点毎の年平均値に対する最大、最小を年平均値欄の下方に示した。,,,,,,,
,(4)⑬小金井市貫井北町の2018（H30)年度の平均値は、小金井本町局の測定値（４月～11月）と小金井市貫井北町の測定値（12月～３月）の平均値である。,,,,,,,
,(注1)⑬小金井市貫井北町は2018（H30)12月より本町局から測定地点を変更した。,,,,,,,
,(注2)⑤練馬区石神井町局においては2月7日(金)13:12頃から2月12日(水)10:05頃の間に27時間54分間程度サンプラーが停止した（ハイボリウムエアサンプラーの内部メモリの記録等より2月11日(火) 6:11頃）ことが推測されたため、 停止していた時間分サンプリングを延長した。このため他地点とは測定期間が異なる。,,,,,,,
