物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,193,555237.0,0.0,104220.0,79533.6,79323.0,210.0,0.0,265887.3,262242.3,3959.7
3,イソアミルアルコール,2,67240.0,0.0,50.0,290.0,290.0,0.0,0.0,3170.0,3170.0,0.0
4,イソプロピルアルコール,240,849820.0,0.0,283844.0,284954.5,284954.5,0.0,0.0,102455.8,92988.1,8680.5
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,324,29529276.9,0.0,1241390.0,11120.3,11120.3,0.0,0.0,298122.7,298062.6,20.1
9,塩素,13,325710.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,0.0
10,カドミウム及びその化合物,4,3530.0,0.0,3145.0,0.0,0.0,0.0,0.0,390.0,390.0,0.0
11,キシレン,1330,175068998.0,0.0,173826030.0,334498.3,334504.1,0.0,0.0,149951.5,148515.5,1434.2
12,クロム及び三価クロム化合物,104,116401.6,0.0,101694.8,0.0,0.0,0.0,0.0,54132.8,53812.2,420.9
13,六価クロム化合物,95,94356.0,0.0,14055.6,0.0,0.0,0.0,0.0,9065.0,9058.4,6.9
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,76,92079.0,0.0,0.0,9565.9,9560.9,0.0,5.0,80250.0,80140.0,25.5
16,酢酸エチル,214,1877757.0,0.0,1275491.0,291335.1,291174.1,279.0,0.0,303272.5,301462.5,1833.9
17,酢酸ブチル,150,934613.0,0.0,550630.0,254168.2,254168.2,0.0,0.0,94908.3,93908.3,940.0
18,酢酸メチル,2,551.0,0.0,0.0,550.0,550.0,0.0,0.0,1.0,1.0,0.0
19,酸化エチレン,19,5829.0,0.0,0.0,840.6,840.6,0.0,0.0,1195.0,675.0,520.0
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化合物）,98,96035.0,0.0,31380.0,151.0,150.0,1.0,0.0,15370.2,15155.5,117.3
21,四塩化炭素,2,110.1,0.0,0.0,2.3,2.3,0.0,0.0,94.0,94.0,0.0
22,"1,2-ジクロロエタン",2,4003.5,0.0,3800.0,0.0,0.0,0.0,0.0,203.4,203.4,0.0
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,101,430970.0,130.0,7860.0,294609.8,292909.8,0.0,0.0,73125.0,72925.0,65.3
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,5,3296.0,0.0,0.0,3296.0,3296.0,0.0,0.0,0.0,0.0,0.0
29,硝酸,209,3154242.0,0.0,953400.0,1300.3,1300.3,0.0,0.0,96270.0,94750.0,1514.0
30,水銀及びその化合物,2,520.0,0.0,240.0,2.0,2.0,0.0,0.0,167.0,167.0,0.0
31,スチレン,20,81375.0,0.0,5963.0,3724.8,3724.8,0.0,0.0,668.7,668.7,0.0
32,セレン及びその化合物,1,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,チウラム,1,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,152,145532.0,0.0,50.0,83352.0,83352.0,0.0,0.0,60540.6,60595.6,2.0
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,139,521580.0,0.0,13630.0,397182.8,394582.8,0.0,0.0,95246.7,95246.5,0.2
39,トルエン,1363,353047068.5,770.0,350131778.0,502730.5,502782.2,118.0,0.0,277703.2,273167.3,4508.6
40,鉛及びその化合物,42,1032805.0,0.0,958822.0,11.1,11.1,0.0,0.0,110755.6,110755.6,2.5
41,ニッケル,141,444770.0,0.0,442158.0,0.0,0.0,0.0,0.0,6699.1,6688.5,10.6
42,ニッケル化合物,136,117402.0,0.0,46640.0,50.0,0.0,50.0,0.0,58293.7,57171.7,1104.5
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,3,10700.0,0.0,1400.1,0.0,0.0,0.0,0.0,9300.0,9300.0,0.0
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,1,25000.0,0.0,0.0,50.0,50.0,0.0,0.0,25000.0,25000.0,0.0
47,フェノール,11,458520.0,210.0,320600.0,480.0,480.0,0.0,0.0,5318.4,5318.0,0.4
48,ふっ化水素及びその水溶性塩,43,1336401.0,0.0,104439.0,1288.6,1288.6,0.0,0.0,1015704.0,1013310.0,2351.1
49,ヘキサン,1114,84662549.0,860.0,84101662.0,158995.5,158995.6,0.1,0.0,113953.5,113373.5,588.0
50,ベンゼン,1002,16770950.0,370.0,16672510.0,11725.1,11725.1,0.0,0.0,425.0,415.0,1.8
51,ホルムアルデヒド,51,2054681.4,0.0,11635.0,9185.4,9185.4,0.0,0.0,18376.4,17456.7,938.9
52,マンガン及びその化合物,33,2188410.0,0.0,2155272.0,50.0,0.0,50.0,0.0,12621.0,12401.5,113.5
53,メタノール,283,4557036.0,51000.0,1381228.0,106908.3,106839.9,80.0,0.0,310043.6,301594.6,8576.9
54,メチルイソブチルケトン,102,578101.0,0.0,445283.0,60244.9,60244.9,0.0,0.0,76085.2,75985.2,150.0
55,メチルエチルケトン,102,1388275.0,0.0,1165528.0,124988.3,124988.3,0.0,0.0,88737.4,88336.3,401.1
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,427,42298306.0,0.0,24472680.0,2660.5,2660.5,0.0,0.0,1607509.0,1606897.0,600.1
58,ほう素及びその化合物,38,133252.0,0.0,126310.0,5.5,5.5,0.0,0.0,5955.0,4667.9,1290.4
,総計,8390,725063609.0,53340.0,660955138.5,3029851.2,3025062.8,788.1,5.0,5447097.6,5406200.4,40178.9
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
