物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,1,2500.0,0.0,0.0,1700.0,1700.0,0.0,0.0,800.0,800.0,0.0
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,1,140.0,0.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0
1700,家具・装備品製造業,6,5230.0,0.0,0.0,4730.0,4730.0,0.0,0.0,475.0,475.0,0.0
1800,パルプ・紙・紙加工品製造業,1,160.0,0.0,0.0,140.0,140.0,0.0,0.0,20.0,20.0,0.0
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,
1931,印刷業,23,80570.0,0.0,30.0,75777.1,75777.1,0.0,0.0,5728.0,5728.0,0.0
1941,製版業,,,,,,,,,,,
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,12,18410.0,0.0,0.0,18320.0,18320.0,0.0,0.0,90.0,90.0,0.0
2000,化学工業（下の業種を除く）,39,2081780.0,0.0,1231550.0,19724.8,19724.8,0.0,0.0,117668.2,117567.3,110.9
2060,医薬品製造業,3,20740.0,0.0,0.0,50.0,50.0,0.0,0.0,20740.0,20740.0,50.0
2100,石油製品・石炭製品製造業,2,3600.0,0.0,2500.0,5.0,5.0,0.0,0.0,1100.0,1100.0,0.0
2200,プラスチック製品製造業,13,70898.0,0.0,360.0,36036.0,36036.0,0.0,0.0,31113.0,31108.0,5.0
2300,ゴム製品製造業,8,51200.0,0.0,30000.0,16610.0,16610.0,0.0,0.0,99.0,99.0,0.0
2400,なめし革・同製品・毛皮製造業,4,2710.0,0.0,350.0,2050.0,2050.0,0.0,0.0,310.0,310.0,0.0
2500,窯業・土石製品製造業,2,2600.0,0.0,0.0,2500.0,2500.0,0.0,0.0,100.0,100.0,0.0
2600,鉄鋼業,2,2800.0,0.0,0.0,2800.0,2800.0,0.0,0.0,0.0,0.0,0.0
2700,非鉄金属製造業,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,19,18714.0,0.0,0.0,11524.0,11524.0,0.0,0.0,7135.2,7135.2,0.0
2861,金属製品塗装業,66,106850.0,0.0,170.0,65275.0,65275.0,0.0,0.0,36572.0,36552.0,20.0
2862,溶触めっき業（表面処理鋼材製造業を除く）,1,690.0,0.0,0.0,600.0,600.0,0.0,0.0,90.0,90.0,0.0
2864,電気めっき業（表面処理鋼材製造業を除く）,5,1040.0,0.0,70.0,763.0,763.0,0.0,0.0,147.0,147.0,0.0
2865,金属熱処理業,1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,一般機械器具製造業,18,34440.0,0.0,0.0,30753.0,30753.0,0.0,0.0,1703.0,1703.0,1.0
3000,電気機械器具製造業（下の業種を除く）,24,32140.0,0.0,9.0,21334.2,21334.2,0.0,0.0,8558.0,8558.0,0.0
3060,電子応用装置製造業,1,110.0,0.0,0.0,100.0,100.0,0.0,0.0,10.0,10.0,0.0
3070,電気計測器製造業,3,1480.0,0.0,0.0,994.0,994.0,0.0,0.0,496.0,496.0,0.0
3100,輸送用機械器具製造業（下の業種を除く）,13,530430.0,0.0,120120.0,104378.1,104378.1,0.0,0.0,8961.0,4661.0,4300.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,1,400.0,0.0,0.0,380.0,380.0,0.0,0.0,20.0,20.0,0.0
3200,精密機械器具製造業（下の業種を除く）,3,1900.0,0.0,0.0,1100.0,1100.0,0.0,0.0,710.0,710.0,0.0
3230,医療用機械器具・医療用品製造業,1,560.0,0.0,0.0,560.0,560.0,0.0,0.0,0.0,0.0,0.0
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,11,11322.0,0.0,390.0,3487.0,3487.0,0.0,0.0,7457.0,7457.0,0.0
3500,電気業,2,270.0,770.0,0.0,750.0,750.0,0.0,0.0,260.0,260.0,0.0
3600,ガス業,1,620.0,0.0,620.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,鉄道業,2,1940.0,0.0,1200.0,330.0,330.0,0.0,0.0,410.0,410.0,0.0
4400,倉庫業,1,1200.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0
5132,石油卸売業,4,135910000.0,0.0,135900000.0,4138.0,4138.0,0.0,0.0,0.0,0.0,0.0
5930,燃料小売業,980,212608920.0,0.0,211501060.0,48425.2,48509.9,85.0,0.0,0.0,0.0,0.0
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,50,1377661.0,0.0,1341009.0,18178.8,18178.8,0.0,0.0,6817.5,6817.5,0.0
7810,機械修理業,5,13590.0,0.0,0.0,6994.0,6994.0,0.0,0.0,6010.0,6010.0,0.0
8632,環境計量証明業,3,2710.0,0.0,0.0,223.0,223.0,0.0,0.0,2510.0,2500.0,10.0
8700,廃棄物処理業（下の業種を除く）,1,1400.0,0.0,1400.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
8710,一般廃棄物処理業,1,1200.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
8716,ごみ処分業,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,
8800,医療業,,,,,,,,,,,
9100,教育,19,34353.5,0.0,940.0,1008.2,975.2,33.0,0.0,4509.5,4409.5,11.7
9210,自然科学研究所,8,7660.0,0.0,0.0,321.0,321.0,0.0,0.0,7083.8,7083.8,0.0
9999,分類不明,1,530.0,0.0,0.0,530.0,530.0,0.0,0.0,0.0,0.0,0.0
,総計,1363,353047068.5,770.0,350131778.0,502730.5,502782.2,118.0,0.0,277703.2,273167.3,4508.6
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
