［資料1-3］　ベンゼン等28物質の調査結果詳細（物質別）,,,,,,,,,,,,,,,,
,注）定量下限値未満検出下限値以上の値は斜体数字で、検出下限値未満の値は < で示した。また年平均値は、定量下限未満検出下限値以上のときはそのままの値を、検出下限値未満のときは検出下限値の1/2を用いて計算した。,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ベンゼン,,,,,,,,,,　　基準値等　：,,3,(環境基準),,,
,,,,,,,,,,　　定量下限値：,,0.05,,,,
,,2019(令和元)年度,,,,,,,,　　検出下限値：,,0.02,,,,(単位:μg/m3）
測定地点（局）,,"4月
16日(火)","5月
14日(火)","6月
4日(火)","7月
2日(火)","8月
6日(火)","9月
3日(火)","10月
1日(火)","11月
6日(水)","12月
3日(火)","1月
8日(水)","2月
4日(火)","3月
3日(火)",最大,最小,平 均
,中央区晴海,1.3,0.89,2.1,2.2,1.2,0.55,1.5,1.4,0.84,1.1,1.2,1.1,2.2,0.55,1.3
区,国設東京新宿,0.85,0.48,0.83,1.4,0.31,0.54,1.6,1.4,0.78,1.1,1.1,0.87,1.6,0.31,0.94
部,大田区東糀谷,1.5,2,4.2,4,2.4,0.76,1.2,2.9,1.4,1.4,1.2,1.4,4.2,0.76,2
一,世田谷区世田谷,0.9,0.43,0.47,1.1,0.25,0.57,1.5,1.6,1.3,1.2,1.3,0.76,1.6,0.25,0.95
般,板橋区氷川町,0.9,0.48,0.45,1.2,0.41,0.49,1.5,1.4,0.86,0.99,1.1,0.79,1.5,0.41,0.88
環,練馬区石神井町,0.79,0.31,0.23,0.96,0.24,0.44,1.2,1.6,1,1.1,1.2,0.68,1.6,0.23,0.81
境,足立区西新井,1.3,0.55,0.97,1.5,0.87,0.46,1,1.6,0.91,1.3,1.1,0.81,1.6,0.46,1
,江戸川区春江町,1.1,1.2,1.2,1.1,0.58,0.44,1.2,1.6,1.2,1,1.3,0.82,1.6,0.44,1.1
