物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,4,40920.0,0.0,0.0,40065.0,40065.0,0.0,0.0,860.0,860.0,0.0
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,
1350,たばこ製造業,1,200.0,0.0,0.0,25.0,25.0,0.0,0.0,180.0,170.0,9.8
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,
1931,印刷業,3,670.0,0.0,0.0,670.0,670.0,0.0,0.0,0.0,0.0,0.0
1941,製版業,,,,,,,,,,,
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,
2000,化学工業（下の業種を除く）,13,18065.0,0.0,15845.0,80.0,80.0,0.0,0.0,2203.5,2163.5,40.2
2060,医薬品製造業,7,3080.0,0.0,0.0,1.8,1.8,0.0,0.0,3080.0,3080.0,0.1
2100,石油製品・石炭製品製造業,,,,,,,,,,,
2200,プラスチック製品製造業,3,840.0,0.0,0.0,540.0,540.0,0.0,0.0,300.0,300.0,0.0
2300,ゴム製品製造業,1,3600.0,0.0,0.0,3500.0,3500.0,0.0,0.0,33.0,33.0,0.0
2400,なめし革・同製品・毛皮製造業,3,1460.0,0.0,370.0,1090.0,1090.0,0.0,0.0,0.0,0.0,0.0
2500,窯業・土石製品製造業,,,,,,,,,,,
2600,鉄鋼業,,,,,,,,,,,
2700,非鉄金属製造業,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,1,500.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0
2861,金属製品塗装業,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
