物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,,,,,,,,,,,
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,2,5780.0,0.0,0.0,3860.0,3860.0,0.0,0.0,1820.0,1820.0,0.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,1,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,1,250.0,0.0,25.0,0.0,0.0,0.0,0.0,230.0,230.0,0.0
11,キシレン,5,3190.0,0.0,0.0,834.0,834.0,0.0,0.0,852.7,852.7,0.0
12,クロム及び三価クロム化合物,1,0.0,0.0,230.0,0.0,0.0,0.0,0.0,230.0,230.0,0.0
13,六価クロム化合物,2,620.0,0.0,280.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,1,3200.0,0.0,0.0,1300.0,1300.0,0.0,0.0,1900.0,1900.0,0.0
17,酢酸ブチル,3,2110.0,0.0,0.0,1800.0,1800.0,0.0,0.0,309.0,309.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0.0
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,2,2870.0,0.0,0.0,1230.0,1230.0,0.0,0.0,1680.0,1680.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,,,,,,,,,,,
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,1,37000.0,0.0,0.0,30000.0,30000.0,0.0,0.0,7400.0,7400.0,0.0
39,トルエン,5,13590.0,0.0,0.0,6994.0,6994.0,0.0,0.0,6010.0,6010.0,0.0
40,鉛及びその化合物,,,,,,,,,,,
41,ニッケル,1,310.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ニッケル化合物,,,,,,,,,,,
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,1,630.0,0.0,0.0,250.0,250.0,0.0,0.0,380.0,380.0,0.0
48,ふっ化水素及びその水溶性塩,1,310.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,0.0
49,ヘキサン,1,210.0,0.0,0.0,170.0,170.0,0.0,0.0,42.0,42.0,0.0
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,,,,,,,,,,,
52,マンガン及びその化合物,2,520.0,0.0,390.0,0.0,0.0,0.0,0.0,130.0,130.0,0.0
53,メタノール,2,250.0,0.0,0.0,90.0,90.0,0.0,0.0,160.0,160.0,0.0
54,メチルイソブチルケトン,3,900.0,0.0,0.0,750.0,750.0,0.0,0.0,155.0,155.0,0.0
55,メチルエチルケトン,3,11500.0,0.0,0.0,8700.0,8700.0,0.0,0.0,2830.0,2830.0,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,1,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,ほう素及びその化合物,,,,,,,,,,,
,総計,40,90530.0,0.0,1235.0,55978.0,55978.0,0.0,0.0,25348.7,25348.7,0.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
