物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,
1350,たばこ製造業,1,1600.0,0.0,0.0,180.0,180.0,0.0,0.0,1400.0,1400.0,9.8
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,1,80.0,0.0,0.0,60.0,60.0,0.0,0.0,20.0,20.0,0.0
1700,家具・装備品製造業,3,360.0,0.0,0.0,310.0,310.0,0.0,0.0,50.0,50.0,0.0
1800,パルプ・紙・紙加工品製造業,1,710.0,0.0,0.0,610.0,610.0,0.0,0.0,100.0,100.0,0.0
1900,出版・印刷・同関連産業（下の業種を除く）,1,320.0,0.0,0.0,300.0,300.0,0.0,0.0,16.0,16.0,0.0
1931,印刷業,50,192850.0,0.0,156.0,177614.0,177614.0,0.0,0.0,4376.5,3392.5,984.0
1941,製版業,1,130.0,0.0,0.0,120.0,120.0,0.0,0.0,6.0,6.0,0.0
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,9,29020.0,0.0,0.0,29020.0,29020.0,0.0,0.0,0.0,0.0,0.0
2000,化学工業（下の業種を除く）,38,239440.0,0.0,217629.0,2853.5,2853.5,0.0,0.0,19267.6,19117.1,143.7
2060,医薬品製造業,7,16410.0,0.0,10389.0,240.4,240.4,0.0,0.0,5826.0,5826.0,0.5
2100,石油製品・石炭製品製造業,3,15320.0,0.0,15000.0,5.0,5.0,0.0,0.0,324.6,324.6,0.0
2200,プラスチック製品製造業,3,9510.0,0.0,0.0,3116.0,3116.0,0.0,0.0,4510.0,4510.0,0.0
2300,ゴム製品製造業,1,220.0,0.0,0.0,210.0,210.0,0.0,0.0,13.0,13.0,0.0
2400,なめし革・同製品・毛皮製造業,,,,,,,,,,,
2500,窯業・土石製品製造業,2,6400.0,0.0,0.0,1690.0,1690.0,0.0,0.0,4700.0,600.0,4100.0
2600,鉄鋼業,1,610.0,0.0,0.0,610.0,610.0,0.0,0.0,0.0,0.0,0.0
2700,非鉄金属製造業,1,5500.0,0.0,4700.0,300.0,300.0,0.0,0.0,450.0,450.0,0.0
2800,金属製品製造業（下の業種を除く）,3,5210.0,0.0,0.0,5210.0,5210.0,0.0,0.0,23.6,23.6,0.0
2861,金属製品塗装業,10,5650.0,0.0,0.0,4190.0,4190.0,0.0,0.0,1451.0,1451.0,0.0
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,6,2810.0,0.0,0.0,1640.0,1640.0,0.0,0.0,340.0,20.0,320.0
2865,金属熱処理業,,,,,,,,,,,
2900,一般機械器具製造業,3,600.0,0.0,0.0,300.0,300.0,0.0,0.0,300.0,282.0,19.0
3000,電気機械器具製造業（下の業種を除く）,21,54716.0,0.0,34600.0,7390.0,7390.0,0.0,0.0,12532.0,10132.0,2400.0
3060,電子応用装置製造業,,,,,,,,,,,
3070,電気計測器製造業,3,1100.0,0.0,0.0,730.0,730.0,0.0,0.0,380.0,380.0,0.0
3100,輸送用機械器具製造業（下の業種を除く）,8,30450.0,0.0,0.0,15780.0,15780.0,0.0,0.0,1201.0,1101.0,100.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,8,35650.0,0.0,600.0,19395.0,19395.0,0.0,0.0,15545.0,15150.0,345.0
3230,医療用機械器具・医療用品製造業,1,140.0,0.0,0.0,17.0,17.0,0.0,0.0,120.0,120.0,0.0
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,2,5770.0,0.0,770.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0
3500,電気業,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,
3900,鉄道業,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,
7211,普通洗濯業,1,300.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,17,5216.0,0.0,0.0,4031.0,4031.0,0.0,0.0,1140.0,1140.0,0.0
7810,機械修理業,2,5780.0,0.0,0.0,3860.0,3860.0,0.0,0.0,1820.0,1820.0,0.0
8632,環境計量証明業,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,,,,,,,,,,,
8710,一般廃棄物処理業,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,
8724,特別産業廃棄物処分業,1,150000.0,0.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
8800,医療業,10,5530.0,0.0,0.0,2757.0,2757.0,0.0,0.0,2770.0,2770.0,0.0
9100,教育,10,4278.0,0.0,0.0,720.4,720.4,0.0,0.0,2272.0,2272.0,3.3
9210,自然科学研究所,11,18140.0,0.0,0.0,1235.2,1235.2,0.0,0.0,16501.5,15501.3,255.2
9999,分類不明,,,,,,,,,,,
,総計,240,849820.0,0.0,283844.0,284954.5,284954.5,0.0,0.0,102455.8,92988.1,8680.5
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
