"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても様々な文化芸術の公演や展覧会を気軽に鑑賞できる機会の充実","522","37.4","40.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害を気にせずに文化芸術の創作や練習、発表などができる機会の充実","264","18.9","20.4"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者が主役の舞台や障害者による作品が芸術的に高く評価されること","73","5.2","5.6"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","文化芸術活動を通じて、障害の有無にかかわらず人々が交流できる機会が増えること","366","26.3","28.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者向けの福祉サービスや福祉施設で、様々な文化芸術に触れたり、楽しんだりできること","180","12.9","13.9"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者による文化芸術活動を支える体制の整備","147","10.5","11.4"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者に向けた文化芸術の鑑賞・参加・体験機会の情報提供の充実","229","16.4","17.7"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","その他","43","3.1","3.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","特にこれといったものはない・わからない","536","38.5","41.4"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","無回答","100","7.2",

"港区保健福祉基礎調査（身体障害者）・単純集計表・余暇活動文化芸術活動についてQ13","Ver202003",,,,,
