"年月日","0歳男[人]","0歳女[人]","1歳男[人]","1歳女[人]","2歳男[人]","2歳女[人]","3歳男[人]","3歳女[人]","4歳男[人]","4歳女[人]","5歳男[人]","5歳女[人]","6歳男[人]","6歳女[人]","7歳男[人]","7歳女[人]","8歳男[人]","8歳女[人]","9歳男[人]","9歳女[人]","10歳男[人]","10歳女[人]","11歳男[人]","11歳女[人]","12歳男[人]","12歳女[人]","13歳男[人]","13歳女[人]","14歳男[人]","14歳女[人]","15歳男[人]","15歳女[人]","16歳男[人]","16歳女[人]","17歳男[人]","17歳女[人]","18歳男[人]","18歳女[人]","19歳男[人]","19歳女[人]","20歳男[人]","20歳女[人]","21歳男[人]","21歳女[人]","22歳男[人]","22歳女[人]","23歳男[人]","23歳女[人]","24歳男[人]","24歳女[人]","25歳男[人]","25歳女[人]","26歳男[人]","26歳女[人]","27歳男[人]","27歳女[人]","28歳男[人]","28歳女[人]","29歳男[人]","29歳女[人]","30歳男[人]","30歳女[人]","31歳男[人]","31歳女[人]","32歳男[人]","32歳女[人]","33歳男[人]","33歳女[人]","34歳男[人]","34歳女[人]","35歳男[人]","35歳女[人]","36歳男[人]","36歳女[人]","37歳男[人]","37歳女[人]","38歳男[人]","38歳女[人]","39歳男[人]","39歳女[人]","40歳男[人]","40歳女[人]","41歳男[人]","41歳女[人]","42歳男[人]","42歳女[人]","43歳男[人]","43歳女[人]","44歳男[人]","44歳女[人]","45歳男[人]","45歳女[人]","46歳男[人]","46歳女[人]","47歳男[人]","47歳女[人]","48歳男[人]","48歳女[人]","49歳男[人]","49歳女[人]","50歳男[人]","50歳女[人]","51歳男[人]","51歳女[人]","52歳男[人]","52歳女[人]","53歳男[人]","53歳女[人]","54歳男[人]","54歳女[人]","55歳男[人]","55歳女[人]","56歳男[人]","56歳女[人]","57歳男[人]","57歳女[人]","58歳男[人]","58歳女[人]","59歳男[人]","59歳女[人]","60歳男[人]","60歳女[人]","61歳男[人]","61歳女[人]","62歳男[人]","62歳女[人]","63歳男[人]","63歳女[人]","64歳男[人]","64歳女[人]","65歳男[人]","65歳女[人]","66歳男[人]","66歳女[人]","67歳男[人]","67歳女[人]","68歳男[人]","68歳女[人]","69歳男[人]","69歳女[人]","70歳男[人]","70歳女[人]","71歳男[人]","71歳女[人]","72歳男[人]","72歳女[人]","73歳男[人]","73歳女[人]","74歳男[人]","74歳女[人]","75歳男[人]","75歳女[人]","76歳男[人]","76歳女[人]","77歳男[人]","77歳女[人]","78歳男[人]","78歳女[人]","79歳男[人]","79歳女[人]","80歳男[人]","80歳女[人]","81歳男[人]","81歳女[人]","82歳男[人]","82歳女[人]","83歳男[人]","83歳女[人]","84歳男[人]","84歳女[人]","85歳男[人]","85歳女[人]","86歳男[人]","86歳女[人]","87歳男[人]","87歳女[人]","88歳男[人]","88歳女[人]","89歳男[人]","89歳女[人]","90歳男[人]","90歳女[人]","91歳男[人]","91歳女[人]","92歳男[人]","92歳女[人]","93歳男[人]","93歳女[人]","94歳男[人]","94歳女[人]","95～99歳男[人]","95～99歳女[人]","100歳以上男[人]","100歳以上女[人]"
200501,667,623,700,682,655,604,627,605,615,556,632,524,571,598,562,573,569,544,565,506,606,595,533,507,492,459,520,512,504,479,480,499,477,539,537,526,582,592,719,732,850,740,810,752,899,933,941,1125,1106,1290,1239,1407,1409,1504,1404,1452,1472,1612,1530,1656,1620,1864,1695,1977,1674,1939,1655,1996,1638,1832,1658,1831,1679,1816,1667,1804,1270,1432,1724,1701,1532,1550,1327,1397,1241,1373,1226,1280,1171,1224,1067,1196,1080,1200,977,1020,994,1046,958,1045,1008,1053,954,988,1024,1104,1091,1179,1218,1315,1342,1530,1437,1496,1549,1599,1087,1159,877,972,969,1119,1058,1183,995,1187,1002,1163,893,1131,734,957,777,888,824,1012,805,1035,797,1066,680,944,764,945,680,958,596,886,626,870,491,804,473,811,455,735,449,707,388,751,358,641,282,635,273,622,235,516,219,450,184,398,151,346,135,331,107,277,111,267,87,229,74,186,64,164,53,113,45,117,57,239,6,34
200502,670,616,691,693,664,602,619,609,608,557,645,526,583,597,567,569,548,555,574,501,586,592,557,504,495,457,527,514,493,481,482,502,487,531,538,522,553,584,718,729,831,736,812,753,877,931,940,1104,1083,1314,1250,1409,1377,1498,1447,1458,1488,1631,1536,1659,1625,1852,1699,1987,1684,1947,1642,1962,1644,1880,1673,1818,1676,1850,1652,1774,1332,1503,1671,1674,1551,1561,1350,1416,1243,1351,1237,1329,1180,1213,1071,1185,1060,1193,977,1049,1029,1021,935,1049,1023,1069,967,976,992,1084,1074,1151,1208,1344,1330,1477,1420,1498,1559,1606,1162,1209,869,977,931,1099,1061,1195,987,1126,1008,1207,923,1117,742,970,748,883,828,1006,816,1051,787,1090,696,920,746,946,688,963,612,889,609,872,516,813,471,829,446,727,452,697,398,763,361,622,292,639,267,639,238,527,219,455,190,411,155,341,135,327,99,275,113,267,93,240,67,186,64,167,54,112,46,122,58,233,7,34
200503,667,605,707,710,662,599,617,605,611,563,667,523,585,594,569,586,549,544,566,512,595,585,548,507,499,459,524,502,499,501,477,494,479,523,535,523,562,577,697,736,824,722,812,774,889,909,949,1120,1079,1288,1244,1402,1360,1498,1455,1487,1496,1607,1524,1684,1638,1850,1720,1989,1669,1966,1667,1949,1643,1910,1671,1805,1672,1878,1649,1736,1377,1554,1639,1648,1578,1595,1373,1418,1240,1351,1246,1332,1189,1200,1074,1209,1077,1200,973,1056,1022,1033,948,1050,1007,1058,948,976,979,1060,1070,1165,1201,1316,1287,1444,1429,1501,1574,1622,1207,1258,866,957,926,1079,1066,1225,971,1110,994,1202,951,1137,746,993,757,880,824,985,806,1042,790,1084,707,947,722,933,713,970,617,892,595,872,538,822,448,824,459,728,452,701,390,759,372,632,296,628,254,642,252,521,215,479,195,405,150,336,142,330,101,284,105,265,99,231,65,194,61,176,53,109,50,118,59,238,6,36
200504,674,629,703,680,663,601,617,588,603,587,671,526,593,581,563,586,543,539,552,534,605,563,554,515,503,477,510,498,492,505,492,492,487,525,536,529,584,589,708,732,832,739,812,806,921,999,964,1149,1091,1317,1261,1384,1346,1508,1486,1507,1497,1588,1529,1687,1634,1875,1749,1991,1711,1991,1649,1953,1640,1927,1707,1826,1687,1882,1625,1739,1458,1588,1601,1634,1574,1615,1411,1429,1262,1349,1231,1348,1201,1200,1092,1229,1080,1184,964,1068,1007,1034,973,1040,1002,1059,939,984,993,1066,1062,1143,1187,1305,1280,1416,1401,1502,1542,1612,1290,1355,837,935,932,1033,1066,1232,978,1116,985,1192,947,1133,772,1024,756,847,820,998,793,1038,794,1070,704,961,744,922,693,963,624,905,593,865,548,825,463,841,449,726,449,702,404,756,350,630,309,627,264,637,254,533,205,499,193,401,160,338,139,349,108,269,101,270,102,239,67,181,60,191,54,104,48,119,64,248,4,37
200505,660,619,709,690,680,597,618,590,597,599,676,519,605,590,557,580,538,547,565,521,575,566,573,524,500,468,495,503,500,495,498,494,480,533,551,531,631,658,726,757,834,750,818,827,918,1016,971,1160,1112,1322,1246,1417,1345,1490,1527,1540,1508,1600,1515,1707,1667,1873,1765,1985,1723,2033,1661,1940,1634,1962,1710,1854,1718,1849,1628,1796,1498,1627,1594,1614,1562,1614,1441,1439,1258,1380,1237,1363,1222,1202,1098,1231,1099,1191,976,1085,1011,1035,984,1054,986,1064,947,983,996,1052,1044,1133,1177,1298,1262,1395,1425,1508,1555,1634,1308,1413,831,913,922,1015,1067,1239,976,1113,1002,1200,942,1149,782,1014,751,861,832,992,781,1030,798,1064,714,990,732,917,696,957,637,906,584,873,555,830,475,827,441,731,458,715,398,752,342,638,322,627,255,636,254,536,204,492,199,406,161,336,129,353,118,277,99,260,102,235,63,190,61,187,51,107,52,113,65,248,3,39
200506,665,619,691,660,679,625,630,596,590,596,683,515,609,589,546,585,556,553,563,505,594,557,556,539,514,472,490,490,499,505,499,496,489,536,523,526,627,653,728,767,841,749,798,826,938,997,984,1177,1078,1303,1252,1450,1366,1475,1518,1537,1520,1644,1510,1712,1677,1862,1728,1955,1746,2026,1681,1954,1631,2002,1691,1878,1733,1861,1643,1757,1539,1704,1550,1564,1577,1639,1463,1441,1287,1397,1228,1372,1201,1195,1136,1230,1089,1179,1005,1097,1005,1043,966,1054,1001,1052,940,977,994,1031,1038,1147,1167,1283,1257,1374,1429,1521,1506,1602,1377,1476,837,903,915,1007,1074,1244,965,1119,999,1195,965,1159,788,1034,734,855,838,976,775,1033,794,1061,724,1002,728,909,704,968,638,909,591,869,551,834,475,819,451,740,447,707,404,766,344,649,321,608,251,631,265,554,202,481,199,408,164,349,124,349,123,276,95,267,104,230,64,186,61,182,48,110,54,112,66,247,3,39
200507,672,631,699,654,661,635,638,601,601,585,668,524,610,594,560,585,556,554,556,509,607,550,558,551,504,477,498,483,492,505,495,500,503,534,512,523,626,651,718,754,827,767,811,823,930,969,973,1177,1081,1306,1260,1454,1333,1487,1540,1527,1472,1650,1578,1727,1647,1831,1741,1962,1753,2065,1715,1959,1637,2046,1692,1890,1752,1879,1632,1749,1571,1749,1526,1526,1594,1677,1494,1441,1293,1398,1237,1380,1200,1212,1135,1248,1113,1184,1012,1110,1007,1040,973,1057,1000,1050,941,977,999,1020,1024,1171,1147,1242,1268,1363,1403,1550,1498,1573,1424,1505,841,931,921,1005,1075,1211,948,1141,1017,1182,969,1165,799,1036,736,877,809,948,771,1030,796,1083,740,1002,716,910,706,946,649,920,589,880,560,834,477,809,457,749,442,703,398,754,349,674,325,603,247,615,265,562,196,481,204,404,162,357,126,343,121,278,96,269,104,225,63,192,59,179,50,113,52,111,68,249,3,40
200508,660,626,699,659,681,633,641,609,606,602,643,529,640,574,556,592,563,545,552,514,602,546,560,561,522,475,482,496,507,522,499,490,497,535,503,511,631,647,698,748,832,774,832,819,903,984,997,1154,1051,1286,1272,1455,1324,1469,1526,1570,1495,1628,1585,1735,1579,1803,1766,1992,1743,2062,1720,2002,1646,2047,1687,1908,1746,1884,1677,1767,1594,1771,1508,1535,1611,1684,1522,1468,1318,1425,1236,1362,1212,1225,1137,1245,1118,1200,1035,1140,1000,1046,979,1041,1005,1032,944,1007,998,1021,1019,1152,1144,1219,1265,1365,1384,1564,1491,1520,1455,1559,865,946,928,1004,1066,1208,952,1149,1018,1172,981,1160,815,1055,694,878,806,953,794,1014,807,1086,742,1011,705,913,712,933,659,944,588,863,555,841,490,791,456,765,440,708,403,742,349,697,331,589,249,616,257,557,200,494,207,410,158,350,133,343,122,287,96,263,106,222,60,195,59,171,50,124,47,108,69,249,4,39
200509,668,639,701,641,685,646,651,604,598,611,649,544,633,576,574,589,569,550,545,524,599,517,569,580,509,477,490,485,522,515,485,491,502,530,511,514,603,641,692,740,817,780,850,806,867,971,1009,1156,1047,1274,1255,1465,1352,1458,1510,1584,1495,1624,1582,1749,1574,1785,1764,1994,1776,2079,1716,2011,1670,2088,1718,1912,1740,1864,1704,1813,1627,1784,1456,1514,1652,1681,1545,1513,1340,1421,1240,1384,1225,1227,1140,1252,1137,1223,1030,1143,994,1037,1003,1036,984,1040,958,1008,1014,1015,1010,1152,1129,1214,1257,1372,1374,1543,1489,1499,1469,1572,888,995,939,1012,1040,1200,978,1141,996,1178,1000,1172,822,1055,694,887,798,951,792,994,811,1088,716,1017,712,892,722,950,644,945,592,856,563,843,486,785,451,777,443,709,409,737,356,705,331,586,248,604,249,568,201,499,206,424,162,338,125,344,126,291,93,262,104,224,56,202,61,162,51,132,45,100,69,252,5,36
200510,646,629,708,652,686,653,655,608,623,600,640,566,632,570,579,588,568,558,547,528,598,512,570,597,506,471,500,480,528,517,481,502,503,507,515,514,578,631,714,715,800,781,859,822,859,947,1012,1135,1053,1288,1293,1447,1340,1486,1514,1606,1501,1616,1580,1765,1573,1762,1770,2020,1783,2078,1720,2038,1713,2095,1733,1917,1750,1861,1698,1838,1651,1821,1421,1495,1680,1728,1572,1533,1347,1426,1270,1407,1218,1239,1160,1240,1148,1232,1043,1143,1002,1039,1007,1040,973,1034,966,1023,1007,996,1014,1144,1115,1212,1230,1365,1376,1540,1480,1495,1488,1588,934,1015,912,1002,1024,1197,1001,1143,986,1195,1006,1133,833,1093,678,907,818,933,786,989,825,1072,728,1040,699,905,724,943,651,930,573,861,578,837,487,797,444,784,467,707,401,723,356,717,328,580,258,609,243,571,204,498,212,443,160,329,129,344,120,290,102,267,104,221,57,202,62,161,49,141,43,98,74,253,5,40
