"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","まあそう思う[人]","どちらともいえない[人]","あまり思わない[人]","全く思わない[人]","無回答[人]"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","全体",,"658","74","250","220","59","23","32"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性（計）","248","31","104","77","17","9","10"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 18～29歳","23","5","9","3","3","3","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 30～39歳","35","5","17","12","1","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 40～49歳","41","6","20","12","3","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 50～59歳","49","7","13","22","6","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 60～69歳","39","0","20","12","1","3","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 70歳以上","60","8","24","16","3","2","7"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性（計）","400","42","140","141","42","14","21"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性 18～29歳","28","4","8","10","3","2","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性 30～39歳","65","7","25","19","11","1","2"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性 40～49歳","95","12","30","38","10","4","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性 50～59歳","82","8","30","33","8","2","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性 60～69歳","55","2","19","22","5","3","4"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(10)説明能力がある","性・年代別","女性 70歳以上","75","9","28","19","5","2","12"
