年次,Year,地域階層,地域コード,地域,District,施設数 Facilities／総数 Total,施設数 Facilities／公立 Public,施設数 Facilities／私立 Private,児童定員 Capacity／総数 Total,児童定員 Capacity／公立 Public,児童定員 Capacity／私立 Private,入所児童数 Children enrolled／総数 Total,入所児童数 Children enrolled／公立 Public,入所児童数 Children enrolled／私立 Private
平成29,2017,0,13000,東京都,Tokyo-to,2558,892,1666,247105,93188,153917,239709,92192,147517
平成30,2018,0,13000,東京都,Tokyo-to,2811,880,1931,266473,92231,174242,254484,90567,163917
平成31,2019,0,13000,東京都,Tokyo-to,3066,864,2202,285121,90960,194161,269627,88708,180919
令和2,2020,0,13000,東京都,Tokyo-to,3325,838,2487,303093,88461,214632,283014,85508,197506
令和3,2021,0,13000,東京都,Tokyo-to,3477,821,2656,313364,86641,226723,287937,82115,205822
令和3,2021,1,13100,区部,All ku,2565,669,1896,224639,71759,152880,203802,68091,135711
令和3,2021,2,13101,千代田区,Chiyoda-ku,24,6,18,1916,507,1409,1652,506,1146
令和3,2021,2,13102,中央区,Chuo-ku,67,16,51,5610,1758,3852,5107,1720,3387
令和3,2021,2,13103,港区,Minato-ku,79,21,58,6508,3164,3344,5499,2876,2623
令和3,2021,2,13104,新宿区,Shinjuku-ku,75,18,57,7364,2268,5096,6397,2112,4285
令和3,2021,2,13105,文京区,Bunkyo-ku,95,20,75,6953,1920,5033,5797,1843,3954
令和3,2021,2,13106,台東区,Taito-ku,46,13,33,3671,1273,2398,3382,1207,2175
令和3,2021,2,13107,墨田区,Sumida-ku,79,25,54,6912,2651,4261,6357,2389,3968
令和3,2021,2,13108,江東区,Koto-ku,163,44,119,15186,4570,10616,13730,4282,9448
令和3,2021,2,13109,品川区,Shinagawa-ku,141,46,95,11763,4442,7321,10908,4450,6458
令和3,2021,2,13110,目黒区,Meguro-ku,97,17,80,7569,1784,5785,5935,1664,4271
令和3,2021,2,13111,大田区,Ota-ku,190,38,152,15920,4535,11385,14689,4329,10360
令和3,2021,2,13112,世田谷区,Setagaya-ku,207,45,162,17979,4633,13346,17510,4766,12744
令和3,2021,2,13113,渋谷区,Shibuya-ku,66,18,48,6242,1732,4510,5236,1580,3656
令和3,2021,2,13114,中野区,Nakano-ku,85,11,74,6986,1074,5912,6244,1032,5212
令和3,2021,2,13115,杉並区,Suginami-ku,171,37,134,14015,3467,10548,12746,3379,9367
令和3,2021,2,13116,豊島区,Toshima-ku,89,20,69,6621,2093,4528,6078,2059,4019
令和3,2021,2,13117,北区,Kita-ku,95,43,52,9141,4949,4192,8513,4713,3800
令和3,2021,2,13118,荒川区,Arakawa-ku,59,20,39,5895,2331,3564,5490,2247,3243
