地域階層,地域コード,地域,District,総数 Total／所有者数 Number of owners,総数 Total／面積 Area,個人 Individual／所有者数 Number of owners,個人 Individual／面積 Area,法人 Companies／所有者数 Number of owners,法人 Companies／面積 Area
0,13100,区部,All ku,1301822,297612,1201428,206006,100394,91606
1,13101,千代田区,Chiyoda-ku,8216,3526,4800,562,3416,2963
1,13102,中央区,Chuo-ku,12052,3063,7612,679,4440,2384
1,13103,港区,Minato-ku,18276,7974,12823,1873,5453,6101
1,13104,新宿区,Shinjuku-ku,38535,8504,32727,4703,5808,3802
1,13105,文京区,Bunkyo-ku,28892,5012,25928,3252,2964,1760
1,13106,台東区,Taito-ku,27021,4292,22239,2356,4782,1936
1,13107,墨田区,Sumida-ku,33341,6193,29730,3835,3611,2358
1,13108,江東区,Koto-ku,34529,13020,30139,3833,4390,9188
1,13109,品川区,Shinagawa-ku,45655,11849,41781,5707,3874,6142
1,13110,目黒区,Meguro-ku,39850,8210,36755,6087,3095,2124
1,13111,大田区,Ota-ku,98415,23265,91473,15622,6942,7643
1,13112,世田谷区,Setagaya-ku,140568,32914,133648,26236,6920,6679
1,13113,渋谷区,Shibuya-ku,28713,7050,23902,3802,4811,3247
1,13114,中野区,Nakano-ku,51410,9387,47918,7462,3492,1924
1,13115,杉並区,Suginami-ku,99746,20745,95145,17556,4601,3189
1,13116,豊島区,Toshima-ku,39225,7350,35411,5175,3814,2174
1,13117,北区,Kita-ku,43442,9536,40553,5904,2889,3632
1,13118,荒川区,Arakawa-ku,26862,5207,24684,3420,2178,1787
1,13119,板橋区,Itabashi-ku,69185,16211,64851,11603,4334,4608
1,13120,練馬区,Nerima-ku,128153,28982,123732,25371,4421,3611
1,13121,足立区,Adachi-ku,109895,26728,104435,20661,5460,6066
1,13122,葛飾区,Katsushika-ku,77353,16219,73498,12904,3855,3315
1,13123,江戸川区,Edogawa-ku,102488,22375,97644,17403,4844,4972
0,13200,市部,All shi,949131,427127,916480,323944,32651,103183
1,13201,八王子市,Hachioji-shi,126918,90508,122643,62910,4275,27597
1,13202,立川市,Tachikawa-shi,32572,13906,31192,10382,1380,3524
1,13203,武蔵野市,Musashino-shi,23235,6780,22151,5395,1084,1385
1,13204,三鷹市,Mitaka-shi,33671,10312,32576,8709,1095,1603
1,13205,青梅市,Ome-shi,37478,60362,36187,41305,1291,19058
1,13206,府中市,Fuchu-shi,46647,15133,45111,11084,1536,4048
1,13207,昭島市,Akishima-shi,22147,9098,21274,5851,873,3247
1,13208,調布市,Chofu-shi,39379,11963,38011,9882,1368,2081
1,13209,町田市,Machida-shi,104693,41865,101626,34286,3067,7580
1,13210,小金井市,Koganei-shi,25134,6657,24412,5765,722,892
1,13211,小平市,Kodaira-shi,50607,13119,48864,10455,1743,2663
1,13212,日野市,Hino-shi,49735,14409,47974,11111,1761,3298
1,13213,東村山市,Higashimurayama-shi,34283,9917,33385,8535,898,1382
1,13214,国分寺市,Kokubunji-shi,28171,8053,27165,6696,1006,1358
1,13215,国立市,Kunitachi-shi,14060,4773,13423,3936,637,837
1,13218,福生市,Fussa-shi,11207,3228,10786,2577,421,652
1,13219,狛江市,Komae-shi,18772,3985,18108,3566,664,419
1,13220,東大和市,Higashiyamato-shi,18895,6051,18370,5229,525,822
1,13221,清瀬市,Kiyose-shi,14744,5900,14410,5078,334,821
1,13222,東久留米市,Higashikurume-shi,38447,8447,37344,7165,1103,1283
1,13223,武蔵村山市,Musashimurayama-shi,20286,8854,19681,7212,605,1642
1,13224,多摩市,Tama-shi,41557,10168,40652,6708,905,3460
1,13225,稲城市,Inagi-shi,14913,9369,14385,5919,528,3450
1,13227,羽村市,Hamura-shi,13240,6081,12832,4130,408,1951
1,13228,あきる野市,Akiruno-shi,28456,37760,27726,30983,730,6778
1,13229,西東京市,Nishitokyo-shi,59884,10429,56192,9076,3692,1352
,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,
1-5  区市別，所有者別土地所有状況（全地目）（令和2年）1-5  LAND OWNERSHIP BY MUNICIPALITY AND OWNER ( ALL LAND CLASSIFICATION ）( 2020 ),,,,,,,,,
注 1) 課税資料（令和2年1月1日)より作成。,,,,,,,,,
2) 面積は評価総地積(免税点未満を含む)。,,,,,,,,,
3) 区部は区分所有に係る土地を除く。,,,,,,,,,
4) 端数処理のため，各項の和と表示した総数は必ずしも一致しない。,,,,,,,,,
Note: 1) Material prepared from taxation data (Jan. 1， 2020).,,,,,,,,,
2) Total appraised area (including land under the tax exemption limit).,,,,,,,,,
3) Ku area excludes land coming under condominium unit ownership.,,,,,,,,,
4) Figures may not add up to the totals shown due to rounding of figures.,,,,,,,,,
資料：都都市整備局都市づくり政策部広域調整課 「東京の土地(土地関係資料集)」 Source: Bureau of Urban Development， TMG,,,,,,,,,
地域階層（0:区部・市部　1:区市町村）,,,,,,,,,
（単位　面積　千m2）(Area in 1000 m2),,,,,,,,,
