年度,Fiscal year,地域階層,地域コード,地域,District,総数 Total,大気汚染 Air pollution,水質汚濁 Water pollution,土壌汚染 Soil pollution,騒音 Noises,振動 Vibration,地盤沈下 Ground subsidence,悪臭 Offensive odors,典型7公害以外計 Other pollution
平成28,2016,0,13000,東京都,Tokyo-to,6408,1199,41,6,2944,518,-,888,812
平成29,2017,0,13000,東京都,Tokyo-to,6402,1102,56,12,2948,498,1,909,876
平成30,2018,0,13000,東京都,Tokyo-to,6371,1095,41,13,3026,473,3,871,849
令和元,2019,0,13000,東京都,Tokyo-to,6273,1102,46,9,3002,423,-,769,922
令和2,2020,0,13000,東京都,Tokyo-to,7720,1235,46,4,4135,595,4,842,859
令和3,2021,0,13000,東京都,Tokyo-to,7383,1047,65,7,3772,633,2,927,930
令和3,2021,1,13100,区部,All ku,4759,529,7,5,2731,525,1,558,403
令和3,2021,2,13101,千代田区,Chiyoda-ku,207,9,-,-,129,4,-,27,38
令和3,2021,2,13102,中央区,Chuo-ku,184,6,-,-,129,7,-,32,10
令和3,2021,2,13103,港区,Minato-ku,50,5,-,-,38,1,-,3,3
令和3,2021,2,13104,新宿区,Shinjuku-ku,234,18,-,-,156,22,-,32,6
令和3,2021,2,13105,文京区,Bunkyo-ku,30,1,-,-,20,4,-,2,3
令和3,2021,2,13106,台東区,Taito-ku,245,28,-,-,89,11,-,11,106
令和3,2021,2,13107,墨田区,Sumida-ku,403,42,-,1,243,33,-,56,28
令和3,2021,2,13108,江東区,Koto-ku,98,26,1,-,28,2,-,41,-
令和3,2021,2,13109,品川区,Shinagawa-ku,183,11,-,1,110,23,-,15,23
令和3,2021,2,13110,目黒区,Meguro-ku,131,13,-,1,71,19,-,11,16
令和3,2021,2,13111,大田区,Ota-ku,325,37,2,-,156,43,-,46,41
令和3,2021,2,13112,世田谷区,Setagaya-ku,264,26,1,-,157,33,-,40,7
令和3,2021,2,13113,渋谷区,Shibuya-ku,201,16,-,-,148,14,-,16,7
令和3,2021,2,13114,中野区,Nakano-ku,45,9,-,-,22,3,-,6,5
令和3,2021,2,13115,杉並区,Suginami-ku,82,23,-,-,40,10,-,8,1
令和3,2021,2,13116,豊島区,Toshima-ku,150,17,-,-,101,14,-,18,-
令和3,2021,2,13117,北区,Kita-ku,232,17,-,-,151,46,-,18,-
令和3,2021,2,13118,荒川区,Arakawa-ku,191,11,-,-,65,29,-,22,64
令和3,2021,2,13119,板橋区,Itabashi-ku,237,34,-,-,130,40,-,24,9
令和3,2021,2,13120,練馬区,Nerima-ku,247,29,-,-,148,39,1,22,8
令和3,2021,2,13121,足立区,Adachi-ku,437,75,1,-,244,63,-,45,9
令和3,2021,2,13122,葛飾区,Katsushika-ku,296,28,-,-,176,36,-,37,19
令和3,2021,2,13123,江戸川区,Edogawa-ku,287,48,2,2,180,29,-,26,-
令和3,2021,1,13200,市部,All shi,2539,499,56,2,1021,108,1,357,495
