地域階層,地域コード,地域,District,総数 Total,一般行政職 General administrative services,税務職 Tax services,医師・歯科医師職 Physicians and dentists,薬剤師医療技術職(栄養士含む） Pharmacists and medical technicians (includes nutritionists),看護保健職 Nursing and public health services,福祉職 Social welfare services,企業職 Public enterprise employees,技能労務職 Vocational labor,教育職 Educational services,その他教育職 Other Educational services,臨時職員 Temporary employees
0,13100,総数,All ku,60490,33398,1941,87,692,1687,13977,1,7626,1032,49,-
1,13101,千代田区,Chiyoda-ku,1061,685,34,3,12,22,120,-,95,90,-,-
1,13102,中央区,Chuo-ku,1450,773,48,4,27,34,263,-,209,91,1,-
1,13103,港区,Minato-ku,2100,1258,66,3,14,48,389,-,237,79,6,-
1,13104,新宿区,Shinjuku-ku,2669,1446,93,6,18,89,617,1,337,59,3,-
1,13105,文京区,Bunkyo-ku,1787,924,56,2,37,50,431,-,221,66,-,-
1,13106,台東区,Taito-ku,1679,1195,43,3,12,49,198,-,119,60,-,-
1,13107,墨田区,Sumida-ku,1908,1161,74,3,18,46,406,-,175,24,1,-
1,13108,江東区,Koto-ku,2757,1353,97,6,21,77,727,-,365,109,2,-
1,13109,品川区,Shinagawa-ku,2549,1303,81,3,27,72,706,-,293,61,3,-
1,13110,目黒区,Meguro-ku,2030,1021,75,2,46,54,584,-,226,21,1,-
1,13111,大田区,Ota-ku,4220,2248,142,4,56,104,1065,-,593,6,2,-
1,13112,世田谷区,Setagaya-ku,5049,2861,151,5,55,121,1098,-,703,53,2,-
1,13113,渋谷区,Shibuya-ku,1832,939,56,3,13,51,385,-,360,19,6,-
1,13114,中野区,Nakano-ku,1979,1079,67,3,28,55,480,-,252,10,5,-
1,13115,杉並区,Suginami-ku,3487,1671,108,6,41,100,1004,-,430,127,-,-
1,13116,豊島区,Toshima-ku,1979,1152,82,2,17,64,457,-,192,12,1,-
1,13117,北区,Kita-ku,2466,1325,86,3,16,83,699,-,228,26,-,-
1,13118,荒川区,Arakawa-ku,1571,986,53,3,22,55,278,-,137,36,1,-
1,13119,板橋区,Itabashi-ku,3533,1985,122,5,38,118,837,-,415,13,-,-
1,13120,練馬区,Nerima-ku,4435,2212,112,5,60,127,1209,-,682,28,-,-
1,13121,足立区,Adachi-ku,3361,2255,106,5,34,100,641,-,200,11,9,-
1,13122,葛飾区,Katsushika-ku,2962,1453,68,5,20,83,815,-,498,14,6,-
1,13123,江戸川区,Edogawa-ku,3626,2113,121,3,60,85,568,-,659,17,-,-
,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,,,,,,,,
22-5  職員数 (2) 区 (平成27年4月1日)  22-5  GOVERNMENT EMPLOYEES (2) KU ( Apr. 1， 2015 ),,,,,,,,,,,,,,,
注) 教育職には，教育長，小・中学校教員は含まない。 ,,,,,,,,,,,,,,,
Note: Educational services figures do not include the Director General (Office of Education) or teachers of elementary and junior high schools.,,,,,,,,,,,,,,,
資料：都総務局行政部区政課・市町村課 「東京都区市町村年報」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,
地域階層（0:総数　1:区市町村）,,,,,,,,,,,,,,,
