年度,Fiscal year,地域階層,地域コード,地域,District,病院病床  Beds／総数 Total,病院病床  Beds／精神病床 Psychiatric ,病院病床  Beds／結核病床 Tuberculosis,病院病床  Beds／感染症病床 Infectious diseases beds,病院病床  Beds ／療養病床 Long-term care,病院病床  Beds／一般病床 General,患者延数 Total number of patients／在院患者 Inpatients,患者延数 Total number of patients／新入院患者数 New inpatients,患者延数 Total number of patients／外来患者数 Outpatients
平成22,2010,0,13000,東京都,Tokyo-to,127803,24265,644,145,20444,82305,37321644,1495978,53488025
平成23,2011,0,13000,東京都,Tokyo-to,127380,23679,638,145,20947,81971,37225751,1509674,53190197
平成24,2012,0,13000,東京都,Tokyo-to,127483,23409,638,145,21815,81476,37355034,1553292,53444546
平成25,2013,0,13000,東京都,Tokyo-to,127639,23041,601,145,22432,81420,37201572,1578399,53278536
平成26,2014,0,13000,東京都,Tokyo-to,127110,22612,520,145,22708,81125,37056997,1601199,52381203
平成26,2014,1,13100,区部,All ku,78738,7042,183,99,12124,59290,22392089,1201554,40045318
平成26,2014,2,13101,千代田区,Chiyoda-ku,1931,27,-,-,50,1854,547481,51858,2050806
平成26,2014,2,13102,中央区,Chuo-ku,1219,-,-,-,52,1167,370152,33450,988578
平成26,2014,2,13103,港区,Minato-ku,3991,49,8,-,68,3866,1065616,86073,3233670
平成26,2014,2,13104,新宿区,Shinjuku-ku,6189,315,40,4,85,5745,1696280,126484,4053985
平成26,2014,2,13105,文京区,Bunkyo-ku,5346,142,10,30,118,5046,1516179,108550,3992805
平成26,2014,2,13106,台東区,Taito-ku,1079,86,-,-,297,696,317543,12291,546332
平成26,2014,2,13107,墨田区,Sumida-ku,2473,36,-,10,206,2221,662412,43947,1192317
平成26,2014,2,13108,江東区,Koto-ku,2864,129,-,-,232,2503,778720,47189,1533091
平成26,2014,2,13109,品川区,Shinagawa-ku,2934,50,-,-,492,2392,771570,50966,1540959
平成26,2014,2,13110,目黒区,Meguro-ku,2430,50,-,-,198,2182,697555,50534,1313905
平成26,2014,2,13111,大田区,Ota-ku,5059,128,-,20,1020,3891,1469740,76129,2852845
平成26,2014,2,13112,世田谷区,Setagaya-ku,5651,1204,25,10,850,3562,1495856,58254,1910755
平成26,2014,2,13113,渋谷区,Shibuya-ku,2802,53,2,-,633,2114,821390,49761,1733291
平成26,2014,2,13114,中野区,Nakano-ku,1704,-,-,-,473,1231,551517,25807,883766
平成26,2014,2,13115,杉並区,Suginami-ku,2686,-,-,-,931,1755,715973,33664,830417
平成26,2014,2,13116,豊島区,Toshima-ku,1710,-,-,-,287,1423,492888,22622,647745
平成26,2014,2,13117,北区,Kita-ku,2476,203,-,-,530,1743,757570,28959,1159240
平成26,2014,2,13118,荒川区,Arakawa-ku,1543,-,-,-,434,1109,460677,20749,675528
平成26,2014,2,13119,板橋区,Itabashi-ku,9788,1976,12,20,2212,5568,2876583,101577,3174764
平成26,2014,2,13120,練馬区,Nerima-ku,3147,1141,-,-,614,1392,953982,35029,1140392
平成26,2014,2,13121,足立区,Adachi-ku,6442,1236,-,-,1248,3958,1872811,54237,1990587
平成26,2014,2,13122,葛飾区,Katsushika-ku,2427,217,36,5,373,1796,712487,38535,1289785
平成26,2014,2,13123,江戸川区,Edogawa-ku,2847,-,50,-,721,2076,787107,44889,1309755
平成26,2014,1,13200,市部,All shi,47734,15510,337,44,10159,21684,14467033,397629,12243469
平成26,2014,2,13201,八王子市,Hachioji-shi,9157,4206,34,8,2096,2813,2848230,58327,1746326
平成26,2014,2,13202,立川市,Tachikawa-shi,1640,63,-,6,166,1405,475728,29926,661246
平成26,2014,2,13203,武蔵野市,Musashino-shi,1259,-,-,20,148,1091,377492,23625,636235
平成26,2014,2,13204,三鷹市,Mitaka-shi,2839,1152,-,-,227,1460,858815,29868,1000900
平成26,2014,2,13205,青梅市,Ome-shi,4588,2442,-,4,1430,712,1484707,17982,539018
平成26,2014,2,13206,府中市,Fuchu-shi,3627,941,60,-,275,2351,1030127,47449,1011716
平成26,2014,2,13207,昭島市,Akishima-shi,1279,-,-,-,492,787,310439,9611,452868
平成26,2014,2,13208,調布市,Chofu-shi,1622,842,-,-,279,501,465387,6683,375744
平成26,2014,2,13209,町田市,Machida-shi,4050,1592,-,-,899,1559,1286048,24840,926466
平成26,2014,2,13210,小金井市,Koganei-shi,1142,510,-,-,384,248,375440,4948,187266
平成26,2014,2,13211,小平市,Kodaira-shi,2331,750,-,6,573,1002,725972,21170,579765
平成26,2014,2,13212,日野市,Hino-shi,1084,238,-,-,398,448,339917,7811,293155
平成26,2014,2,13213,東村山市,Higashimurayama-shi,2542,679,8,-,432,1423,695692,14432,495993
平成26,2014,2,13214,国分寺市,Kokubunji-shi,251,-,-,-,251,-,87024,962,22034
平成26,2014,2,13215,国立市,Kunitachi-shi,66,-,-,-,8,58,17888,1502,79798
平成26,2014,2,13218,福生市,Fussa-shi,704,-,-,-,96,608,184166,9992,293889
平成26,2014,2,13219,狛江市,Komae-shi,717,20,27,-,136,534,204417,11446,393348
平成26,2014,2,13220,東大和市,Higashiyamato-shi,412,-,-,-,-,412,132042,8402,142357
平成26,2014,2,13221,清瀬市,Kiyose-shi,2113,255,208,-,675,975,645322,15245,473202
平成26,2014,2,13222,東久留米市,Higashikurume-shi,334,183,-,-,-,151,102891,3901,183712
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,839,-,-,-,216,623,257068,7984,307703
平成26,2014,2,13224,多摩市,Tama-shi,2248,852,-,-,250,1146,671333,19206,526373
平成26,2014,2,13225,稲城市,Inagi-shi,948,339,-,-,319,290,298715,7305,170944
平成26,2014,2,13227,羽村市,Hamura-shi,246,-,-,-,246,-,82907,425,14173
平成26,2014,2,13228,あきる野市,Akiruno-shi,590,120,-,-,100,370,164447,4382,217196
平成26,2014,2,13229,西東京市,Nishitokyo-shi,1106,326,-,-,63,717,344819,10205,512042
平成26,2014,1,13300,郡部,All gun,584,60,-,-,425,99,187900,1404,34666
平成26,2014,2,13303,瑞穂町,Mizuho-machi,120,-,-,-,120,-,42355,229,8237
平成26,2014,2,13305,日の出町,Hinode-machi,421,60,-,-,305,56,138020,833,13058
平成26,2014,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
平成26,2014,2,13308,奥多摩町,Okutama-machi,43,-,-,-,-,43,7525,342,13371
平成26,2014,1,13350,島部,All islands,54,-,-,2,-,52,9975,612,57750
,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-3  種類別病床数及び患者延数 (平22～平成26年度) 19-3  NUMBER OF BEDS AND PATIENTS BY TYPE OF CARE ( Fiscal Years 2010-2014 ),,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
