年次,Year,地域階層,地域コード,地域,District,福祉事務所 Welfare offices／事務所数 Offices,福祉事務所 Welfare offices／地区担当員数 Caseworkers,民生委員 Local welfare commissioners (volunteers)／定員数 Maximum number,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／総数 Total,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／男 Male,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／女 Female
平成23,2011,0,13000,東京都,Tokyo-to,67,2094,10585,10054,2563,7491
平成24,2012,0,13000,東京都,Tokyo-to,67,2094,10585,10135,2580,7555
平成25,2013,0,13000,東京都,Tokyo-to,67,2213,10610,10194,2598,7596
平成26,2014,0,13000,東京都,Tokyo-to,63,2225,10714,10118,2575,7543
平成27,2015,0,13000,東京都,Tokyo-to,63,2242,10714,10178,2579,7599
平成27,2015,1,13100,区部,All ku,32,1755,7430,7117,1719,5398
平成27,2015,2,13101,千代田区,Chiyoda-ku,1,7,52,50,15,35
平成27,2015,2,13102,中央区,Chuo-ku,1,12,111,103,28,75
平成27,2015,2,13103,港区,Minato-ku,1,25,168,147,42,105
平成27,2015,2,13104,新宿区,Shinjuku-ku,1,88,303,297,73,224
平成27,2015,2,13105,文京区,Bunkyo-ku,1,19,146,145,42,103
平成27,2015,2,13106,台東区,Taito-ku,1,72,213,206,70,136
平成27,2015,2,13107,墨田区,Sumida-ku,1,69,209,185,53,132
平成27,2015,2,13108,江東区,Koto-ku,1,65,325,284,71,213
平成27,2015,2,13109,品川区,Shinagawa-ku,1,43,325,303,73,230
平成27,2015,2,13110,目黒区,Meguro-ku,1,25,231,225,33,192
平成27,2015,2,13111,大田区,Ota-ku,1,138,504,494,110,384
平成27,2015,2,13112,世田谷区,Setagaya-ku,5,87,627,607,81,526
平成27,2015,2,13113,渋谷区,Shibuya-ku,1,29,199,190,37,153
平成27,2015,2,13114,中野区,Nakano-ku,1,55,306,292,40,252
平成27,2015,2,13115,杉並区,Suginami-ku,1,70,432,399,82,317
平成27,2015,2,13116,豊島区,Toshima-ku,1,69,252,233,37,196
平成27,2015,2,13117,北区,Kita-ku,1,89,324,311,83,228
平成27,2015,2,13118,荒川区,Arakawa-ku,1,49,215,215,60,155
平成27,2015,2,13119,板橋区,Itabashi-ku,3,160,519,510,117,393
平成27,2015,2,13120,練馬区,Nerima-ku,4,113,571,567,140,427
平成27,2015,2,13121,足立区,Adachi-ku,1,202,559,543,178,365
平成27,2015,2,13122,葛飾区,Katsushika-ku,1,100,404,383,103,280
平成27,2015,2,13123,江戸川区,Edogawa-ku,1,169,435,428,151,277
平成27,2015,1,13200,市部,All shi,26,471,3085,2872,798,2074
平成27,2015,2,13201,八王子市,Hachioji-shi,1,52,451,445,150,295
平成27,2015,2,13202,立川市,Tachikawa-shi,1,37,157,156,43,113
平成27,2015,2,13203,武蔵野市,Musashino-shi,1,18,109,100,17,83
平成27,2015,2,13204,三鷹市,Mitaka-shi,1,24,127,112,20,92
平成27,2015,2,13205,青梅市,Ome-shi,1,17,148,147,66,81
平成27,2015,2,13206,府中市,Fuchu-shi,1,28,173,170,40,130
平成27,2015,2,13207,昭島市,Akishima-shi,1,15,85,85,25,60
平成27,2015,2,13208,調布市,Chofu-shi,1,23,163,154,68,86
平成27,2015,2,13209,町田市,Machida-shi,1,38,254,235,65,170
平成27,2015,2,13210,小金井市,Koganei-shi,1,10,84,65,10,55
平成27,2015,2,13211,小平市,Kodaira-shi,1,20,138,124,21,103
平成27,2015,2,13212,日野市,Hino-shi,1,14,134,127,34,93
平成27,2015,2,13213,東村山市,Higashimurayama-shi,1,17,119,99,14,85
平成27,2015,2,13214,国分寺市,Kokubunji-shi,1,8,79,75,24,51
平成27,2015,2,13215,国立市,Kunitachi-shi,1,8,54,49,10,39
平成27,2015,2,13218,福生市,Fussa-shi,1,9,52,49,17,32
平成27,2015,2,13219,狛江市,Komae-shi,1,10,58,44,9,35
平成27,2015,2,13220,東大和市,Higashiyamato-shi,1,12,60,59,16,43
平成27,2015,2,13221,清瀬市,Kiyose-shi,1,14,55,48,15,33
平成27,2015,2,13222,東久留米市,Higashikurume-shi,1,15,80,57,14,43
平成27,2015,2,13223,武蔵村山市,Musashimurayama-shi,1,13,62,62,20,42
平成27,2015,2,13224,多摩市,Tama-shi,1,21,112,94,21,73
平成27,2015,2,13225,稲城市,Inagi-shi,1,10,62,61,17,44
平成27,2015,2,13227,羽村市,Hamura-shi,1,6,52,51,10,41
平成27,2015,2,13228,あきる野市,Akiruno-shi,1,7,70,70,27,43
平成27,2015,2,13229,西東京市,Nishitokyo-shi,1,25,147,134,25,109
平成27,2015,1,13300,郡部,All gun,1,8,98,97,32,65
平成27,2015,1,13350,島部,All islands,4,8,101,92,30,62
,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,
18-11  地域別福祉事務所数及び民生委員数 （平成23～27年） 18-11  WELFARE OFFICES AND LOCAL WELFARE COMMISSIONERS (VOLUNTEERS) BY DISTRICT ( 2011-2015 ),,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,
Figures are as of  Apr.1 of the year noted.,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,
