年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
平成23,2011,0,13000,東京都,Tokyo-to,83793,47667,36126,14679,83783,47661,36122,14678,10,6,4,1
平成24,2012,0,13000,東京都,Tokyo-to,84238,48303,35935,14587,84233,48301,35932,14586,5,2,3,1
平成25,2013,0,13000,東京都,Tokyo-to,83615,47200,36415,14914,83613,47200,36413,14913,2,-,2,1
平成26,2014,0,13000,東京都,Tokyo-to,82150,45539,36611,15222,82147,45539,36608,15222,3,-,3,-
平成27,2015,0,13000,東京都,Tokyo-to,80493,43410,37083,16120,80491,43410,37081,16119,2,-,2,1
平成27,2015,1,13100,区部,All ku,52726,28491,24235,10845,52724,28491,24233,10844,2,-,2,1
平成27,2015,2,13101,千代田区,Chiyoda-ku,223,89,134,112,223,89,134,111,-,-,-,1
平成27,2015,2,13102,中央区,Chuo-ku,634,314,320,151,634,314,320,151,-,-,-,-
平成27,2015,2,13103,港区,Minato-ku,1089,625,464,303,1089,625,464,303,-,-,-,-
平成27,2015,2,13104,新宿区,Shinjuku-ku,1644,952,692,326,1644,952,692,326,-,-,-,-
平成27,2015,2,13105,文京区,Bunkyo-ku,681,331,350,279,681,331,350,279,-,-,-,-
平成27,2015,2,13106,台東区,Taito-ku,1082,596,486,189,1082,596,486,189,-,-,-,-
平成27,2015,2,13107,墨田区,Sumida-ku,1764,978,786,348,1764,978,786,348,-,-,-,-
平成27,2015,2,13108,江東区,Koto-ku,3116,1642,1474,661,3116,1642,1474,661,-,-,-,-
平成27,2015,2,13109,品川区,Shinagawa-ku,1769,824,945,528,1769,824,945,528,-,-,-,-
平成27,2015,2,13110,目黒区,Meguro-ku,968,511,457,290,968,511,457,290,-,-,-,-
平成27,2015,2,13111,大田区,Ota-ku,3874,1989,1885,900,3873,1989,1884,900,1,-,1,-
平成27,2015,2,13112,世田谷区,Setagaya-ku,3409,1710,1699,1027,3409,1710,1699,1027,-,-,-,-
平成27,2015,2,13113,渋谷区,Shibuya-ku,840,450,390,201,840,450,390,201,-,-,-,-
平成27,2015,2,13114,中野区,Nakano-ku,1265,663,602,298,1265,663,602,298,-,-,-,-
平成27,2015,2,13115,杉並区,Suginami-ku,1882,898,984,533,1882,898,984,533,-,-,-,-
平成27,2015,2,13116,豊島区,Toshima-ku,1254,624,630,236,1254,624,630,236,-,-,-,-
平成27,2015,2,13117,北区,Kita-ku,1963,1028,935,301,1963,1028,935,301,-,-,-,-
平成27,2015,2,13118,荒川区,Arakawa-ku,1425,763,662,275,1425,763,662,275,-,-,-,-
平成27,2015,2,13119,板橋区,Itabashi-ku,3795,2166,1629,669,3795,2166,1629,669,-,-,-,-
平成27,2015,2,13120,練馬区,Nerima-ku,4456,2447,2009,859,4456,2447,2009,859,-,-,-,-
平成27,2015,2,13121,足立区,Adachi-ku,6351,3670,2681,861,6350,3670,2680,861,1,-,1,-
平成27,2015,2,13122,葛飾区,Katsushika-ku,3556,2005,1551,583,3556,2005,1551,583,-,-,-,-
平成27,2015,2,13123,江戸川区,Edogawa-ku,5686,3216,2470,915,5686,3216,2470,915,-,-,-,-
平成27,2015,1,13200,市部,All shi,27018,14535,12483,5126,27018,14535,12483,5126,-,-,-,-
平成27,2015,2,13201,八王子市,Hachioji-shi,4261,2318,1943,797,4261,2318,1943,797,-,-,-,-
平成27,2015,2,13202,立川市,Tachikawa-shi,1358,748,610,214,1358,748,610,214,-,-,-,-
平成27,2015,2,13203,武蔵野市,Musashino-shi,454,217,237,105,454,217,237,105,-,-,-,-
平成27,2015,2,13204,三鷹市,Mitaka-shi,844,456,388,173,844,456,388,173,-,-,-,-
平成27,2015,2,13205,青梅市,Ome-shi,1164,621,543,248,1164,621,543,248,-,-,-,-
平成27,2015,2,13206,府中市,Fuchu-shi,1644,953,691,312,1644,953,691,312,-,-,-,-
平成27,2015,2,13207,昭島市,Akishima-shi,943,503,440,141,943,503,440,141,-,-,-,-
平成27,2015,2,13208,調布市,Chofu-shi,1166,559,607,269,1166,559,607,269,-,-,-,-
平成27,2015,2,13209,町田市,Machida-shi,2990,1705,1285,553,2990,1705,1285,553,-,-,-,-
平成27,2015,2,13210,小金井市,Koganei-shi,378,169,209,88,378,169,209,88,-,-,-,-
平成27,2015,2,13211,小平市,Kodaira-shi,1084,572,512,233,1084,572,512,233,-,-,-,-
平成27,2015,2,13212,日野市,Hino-shi,1032,540,492,198,1032,540,492,198,-,-,-,-
平成27,2015,2,13213,東村山市,Higashimurayama-shi,1201,669,532,221,1201,669,532,221,-,-,-,-
平成27,2015,2,13214,国分寺市,Kokubunji-shi,462,240,222,95,462,240,222,95,-,-,-,-
