年次,Year,地域階層,地域コード,地域,District,病院 Hospital／総数 Total,病院 Hospital／精神科病院 Psychiatric hospital,病院 Hospital／結核療養所 Tuberculosis sanatorium,病院 Hospital／一般病院 General hospital,病院 Hospital／(再掲 Relisted)／救急告示病院 Designated emergency hospital,病院 Hospital／(再掲 Relisted)／療養病床を有するもの Hospital with long-term care beds,一般診療所 General  clinic,歯科診療所 Dental clinic
平成22,2010,0,13000,東京都,Tokyo-to,647,54,-,593,307,235,12684,10603
平成23,2011,0,13000,東京都,Tokyo-to,643,51,-,592,306,238,12612,10570
平成24,2012,0,13000,東京都,Tokyo-to,641,51,-,590,300,243,12711,10620
平成25,2013,0,13000,東京都,Tokyo-to,646,51,-,595,298,246,12758,10647
平成26,2014,0,13000,東京都,Tokyo-to,642,50,-,592,310,245,12780,10579
平成26,2014,1,13100,区部,All ku,420,12,-,408,227,151,9769,8280
平成26,2014,2,13101,千代田区,Chiyoda-ku,14,-,-,14,4,1,468,346
平成26,2014,2,13102,中央区,Chuo-ku,4,-,-,4,1,1,476,431
平成26,2014,2,13103,港区,Minato-ku,14,-,-,14,7,1,699,583
平成26,2014,2,13104,新宿区,Shinjuku-ku,15,1,-,14,12,2,591,427
平成26,2014,2,13105,文京区,Bunkyo-ku,11,-,-,11,8,2,250,238
平成26,2014,2,13106,台東区,Taito-ku,8,1,-,7,5,5,218,235
平成26,2014,2,13107,墨田区,Sumida-ku,14,-,-,14,8,5,214,188
平成26,2014,2,13108,江東区,Koto-ku,17,-,-,17,12,4,387,290
平成26,2014,2,13109,品川区,Shinagawa-ku,14,-,-,14,5,5,417,346
平成26,2014,2,13110,目黒区,Meguro-ku,9,-,-,9,9,5,307,282
平成26,2014,2,13111,大田区,Ota-ku,28,1,-,27,17,14,581,556
平成26,2014,2,13112,世田谷区,Setagaya-ku,25,-,-,25,14,7,850,742
平成26,2014,2,13113,渋谷区,Shibuya-ku,16,-,-,16,7,5,513,418
平成26,2014,2,13114,中野区,Nakano-ku,9,-,-,9,6,6,321,254
平成26,2014,2,13115,杉並区,Suginami-ku,19,-,-,19,9,9,489,428
平成26,2014,2,13116,豊島区,Toshima-ku,15,-,-,15,13,3,429,314
平成26,2014,2,13117,北区,Kita-ku,20,2,-,18,11,6,267,245
平成26,2014,2,13118,荒川区,Arakawa-ku,14,-,-,14,6,8,171,140
平成26,2014,2,13119,板橋区,Itabashi-ku,41,-,-,41,21,22,382,350
平成26,2014,2,13120,練馬区,Nerima-ku,19,2,-,17,7,7,547,459
平成26,2014,2,13121,足立区,Adachi-ku,52,4,-,48,26,16,414,379
平成26,2014,2,13122,葛飾区,Katsushika-ku,20,1,-,19,9,8,349,268
平成26,2014,2,13123,江戸川区,Edogawa-ku,22,-,-,22,10,9,429,361
平成26,2014,1,13200,市部,All shi,217,38,-,179,81,91,2951,2266
平成26,2014,2,13201,八王子市,Hachioji-shi,40,7,-,33,12,17,370,282
平成26,2014,2,13202,立川市,Tachikawa-shi,7,-,-,7,5,3,154,115
平成26,2014,2,13203,武蔵野市,Musashino-shi,10,-,-,10,6,4,205,147
平成26,2014,2,13204,三鷹市,Mitaka-shi,8,1,-,7,4,3,131,96
平成26,2014,2,13205,青梅市,Ome-shi,16,8,-,8,2,6,93,64
平成26,2014,2,13206,府中市,Fuchu-shi,15,2,-,13,6,5,178,143
平成26,2014,2,13207,昭島市,Akishima-shi,8,-,-,8,5,5,63,61
平成26,2014,2,13208,調布市,Chofu-shi,8,2,-,6,2,3,189,150
平成26,2014,2,13209,町田市,Machida-shi,20,6,-,14,7,7,311,218
平成26,2014,2,13210,小金井市,Koganei-shi,5,1,-,4,1,4,77,65
平成26,2014,2,13211,小平市,Kodaira-shi,9,1,-,8,4,4,125,100
平成26,2014,2,13212,日野市,Hino-shi,6,-,-,6,2,4,120,84
平成26,2014,2,13213,東村山市,Higashimurayama-shi,11,3,-,8,4,4,96,66
平成26,2014,2,13214,国分寺市,Kokubunji-shi,2,-,-,2,-,2,114,76
平成26,2014,2,13215,国立市,Kunitachi-shi,2,-,-,2,1,1,82,75
平成26,2014,2,13218,福生市,Fussa-shi,4,-,-,4,3,1,41,32
平成26,2014,2,13219,狛江市,Komae-shi,2,-,-,2,1,1,48,38
平成26,2014,2,13220,東大和市,Higashiyamato-shi,2,-,-,2,1,-,49,42
平成26,2014,2,13221,清瀬市,Kiyose-shi,12,2,-,10,3,7,46,36
平成26,2014,2,13222,東久留米市,Higashikurume-shi,4,1,-,3,2,-,61,57
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,4,-,-,4,2,2,25,25
平成26,2014,2,13224,多摩市,Tama-shi,8,2,-,6,2,2,109,64
平成26,2014,2,13225,稲城市,Inagi-shi,3,-,-,3,1,2,46,38
平成26,2014,2,13227,羽村市,Hamura-shi,2,-,-,2,-,2,34,32
平成26,2014,2,13228,あきる野市,Akiruno-shi,4,1,-,3,1,1,44,40
平成26,2014,2,13229,西東京市,Nishitokyo-shi,5,1,-,4,4,1,140,120
平成26,2014,1,13300,郡部,All gun,4,-,-,4,1,3,38,19
平成26,2014,2,13303,瑞穂町,Mizuho-machi,1,-,-,1,-,1,13,11
平成26,2014,2,13305,日の出町,Hinode-machi,2,-,-,2,-,2,14,6
平成26,2014,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,3,-
平成26,2014,2,13308,奥多摩町,Okutama-machi,1,-,-,1,1,-,8,2
平成26,2014,1,13350,島部,All islands,1,-,-,1,1,-,22,14
平成26,2014,2,13361,大島町,Oshima-machi,-,-,-,-,-,-,4,5
平成26,2014,2,13362,利島村,Toshima-mura,-,-,-,-,-,-,1,-
平成26,2014,2,13363,新島村,Niijima-mura,-,-,-,-,-,-,4,-
平成26,2014,2,13364,神津島村,Kozushima-mura,-,-,-,-,-,-,2,1
平成26,2014,2,13381,三宅村,Miyake-mura,-,-,-,-,-,-,2,1
平成26,2014,2,13382,御蔵島村,Mikurajima-mura,-,-,-,-,-,-,1,-
平成26,2014,2,13401,八丈町,Hachijo-machi,1,-,-,1,1,-,3,6
平成26,2014,2,13402,青ヶ島村,Aogashima-mura,-,-,-,-,-,-,1,-
平成26,2014,2,13421,小笠原村,Ogasawara-mura,-,-,-,-,-,-,4,1
,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,
19-1  地域別医療施設数 (平成22～平成26年) 19-1  MEDICAL FACILITIES BY DISTRICT( 2010-2014 ),,,,,,,,,,,,,
