年次,Year,月次 ,Month,調査産業計 Industries covered,鉱業，採石業，砂利採取業 Mining and quarruing of stone and gravel,建設業 Construction,製造業 Manufacturing,電気・ガス・熱供給・水道業 Electricity， gas， heat supply and water,情報通信業 Information and communications,運輸業，郵便業 Transport and postal activities,卸売業，小売業 Wholesale and retail trade,金融業，保険業 Finance and insurance,不動産業，物品賃貸業 Real estate and goods rental and leasing,学術研究，専門・技術サービス業 Scientific research， professional and technical services,宿泊業，飲食サービス業 Accommodations， eating and drinking services,生活関連サービス業，娯楽業 Living-related and personal services and amusement services,教育，学習支援業 Education， learning support,医療，福祉 Medical， health care and welfare,複合サービス事業 Compound services,サービス業 (他に分類されないもの) Services， n.e.c.
平成23,2011,平均,Average,99.8,105.6,98.1,99.3,100.9,100.9,101,99.3,100,100.8,99,95.3,97.1,99.4,102.7,101.2,100.2
平成24,2012,平均,Average,99.6,109.4,97.5,99.9,95.6,99.7,100.4,98,98.6,101.6,103.9,98.4,94.2,100,104.8,99.4,99.2
平成25,2013,平均,Average,99.5,103,98.4,98.6,68.7,98.6,99.1,94.3,98.4,100.4,114.4,101.9,94.3,103.2,106.9,93.1,100.5
平成26,2014,平均,Average,100.5,113.9,98.3,97.9,58.3,99.9,98.6,93.8,97.9,101.3,126,102.5,96.2,105.3,108,93.4,103.3
平成27,2015,平均,Average,100.2,-,99,89.6,51.9,100.3,100.6,93.7,98.2,101.7,130.5,93.2,97.8,107.9,109.8,94.7,106.5
平成27,2015,1,Jan.,99.9,-,97.8,93.2,56.2,100.3,99.5,93.6,97.4,101.4,125.3,94.8,96.7,107.8,107.9,93.2,104.8
平成27,2015,2,Feb.,99.6,-,98,92.4,55.6,100.4,99.4,92.8,97.4,100.4,126.2,94.3,96.6,106.5,107.8,93.9,104.8
平成27,2015,3,Mar.,98.6,-,97.1,89.9,55.5,100,99.2,92.3,97.2,99.5,126.2,92.7,95.9,101.3,106.3,91.2,105.3
平成27,2015,4,Apr.,100.5,-,99.7,87.6,58.2,101.9,101.1,94,98.9,103.5,131.4,92.7,95.9,106.7,111.7,95.5,107.3
平成27,2015,5,May,100.4,-,99.6,87.2,57.4,99.5,101.3,94.4,99.1,104.1,130.8,93.4,97.6,109.4,109.6,95.6,107.3
平成27,2015,6,June,100.8,-,99.2,89.1,57.1,99.7,100.8,94.4,99,103.4,131.4,93,97.5,110.8,110.9,95.5,107.8
平成27,2015,7,July,100.8,-,99,90,56.3,100,101.4,94,98,102.7,131.8,92.8,99.3,110.5,111.2,96.2,107.7
平成27,2015,8,Aug.,100.2,-,99.5,90.5,42.7,100.2,100.6,93.9,97.7,101.9,132.1,91.7,98.1,104.3,111.3,96.1,107.4
平成27,2015,9,Sept.,100.2,-,99.4,88.9,56.4,100.2,101,93.6,97.6,101.2,132.2,91.6,98.3,109.1,110.1,96.1,106.7
平成27,2015,10,Oct.,100.2,-,99.7,88.1,42.5,100.4,100.7,93.7,98.5,101.1,132.3,92.4,99,110.5,110.4,94.7,106.3
平成27,2015,11,Nov.,100.3,-,99.7,88.2,42.2,100.4,100.8,93.6,98.5,100.8,133.4,94.4,99.3,109.6,109.9,94.7,106.7
平成27,2015,12,Dec.,100.4,-,99.6,90.6,42.3,100.2,101,93.5,98.6,100.9,132.5,94.2,99.2,108.6,110.4,93.6,105.6
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　7  労働 7  LABOR,,,,,,,,,,,,,,,,,,,,
7-12  産業別常用労働者雇用指数 (平成23～27年) 7-12  EMPLOYMENT INDICES OF REGULAR WORKERS BY INDUSTRY ( 2011-2015 ),,,,,,,,,,,,,,,,,,,,
「毎月勤労統計地方調査」 による。 本表は，常用労働者30人以上の事業所約1700カ所を対象とした第1種事業所調査の結果である。,,,,,,,,,,,,,,,,,,,,
Data are based on the Monthly Labor Prefectural Survey . In this table，figures are as of 1700 establishments with 30 or more regular workers. ,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課 「東京都の賃金、労働時間及び雇用の動き」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
（平成22年平均＝100） (2010 average＝100),,,,,,,,,,,,,,,,,,,,
