地域階層,地域コード,地域,District,総数 Total,一般行政職 General administrative services,税務職 Tax services,医師・歯科医師職 Physicians and dentists,薬剤師医療技術職(栄養士含む） Pharmacists and medical technicians (includes nutritionists),看護保健職 Nursing and public health services,福祉職 Social welfare services,消防職 Firefighting services,企業職 Public enterprise employees,技能労務職 Vocational labor,教育職 Educational services,臨時職員 Temporary employees
0,13200,総数,All shi,24358,15053,1677,99,584,1076,2261,97,1448,1956,107,-
1,13201,八王子市,Hachioji-shi,2823,1880,215,3,83,81,126,-,-,424,11,-
1,13202,立川市,Tachikawa-shi,1075,735,73,-,23,32,117,-,-,92,3,-
1,13203,武蔵野市,Musashino-shi,940,655,70,-,19,40,110,-,23,20,3,-
1,13204,三鷹市,Mitaka-shi,986,603,72,-,39,29,159,-,-,81,3,-
1,13205,青梅市,Ome-shi,1481,574,63,-,5,13,-,-,742,82,2,-
1,13206,府中市,Fuchu-shi,1258,785,87,-,26,50,207,-,-,84,19,-
1,13207,昭島市,Akishima-shi,643,451,47,-,10,12,19,-,24,77,3,-
1,13208,調布市,Chofu-shi,1257,856,87,-,30,39,147,-,-,96,2,-
1,13209,町田市,Machida-shi,2946,1587,170,3,55,68,158,-,649,252,4,-
1,13210,小金井市,Koganei-shi,671,395,64,-,19,14,125,-,-,52,2,-
1,13211,小平市,Kodaira-shi,929,590,71,-,10,25,151,-,-,79,3,-
1,13212,日野市,Hino-shi,1348,655,56,49,77,237,148,-,-,105,21,-
1,13213,東村山市,Higashimurayama-shi,787,503,55,-,21,24,132,-,-,50,2,-
1,13214,国分寺市,Kokubunji-shi,661,418,47,-,14,20,78,-,-,82,2,-
1,13215,国立市,Kunitachi-shi,454,299,43,-,10,19,69,-,-,12,2,-
1,13218,福生市,Fussa-shi,369,306,27,-,-,11,-,-,-,22,3,-
1,13219,狛江市,Komae-shi,450,275,31,-,8,11,81,-,-,42,2,-
1,13220,東大和市,Higashiyamato-shi,474,371,40,-,2,12,25,-,-,22,2,-
1,13221,清瀬市,Kiyose-shi,435,275,31,-,6,17,55,-,-,48,3,-
1,13222,東久留米市,Higashikurume-shi,598,359,52,-,16,25,108,-,-,36,2,-
1,13223,武蔵村山市,Musashimurayama-shi,382,307,39,-,3,12,-,-,-,19,2,-
1,13224,多摩市,Tama-shi,808,627,62,-,11,32,28,-,-,46,2,-
1,13225,稲城市,Inagi-shi,833,331,40,44,69,187,43,97,-,20,2,-
1,13227,羽村市,Hamura-shi,350,281,26,-,2,12,9,-,10,8,2,-
1,13228,あきる野市,Akiruno-shi,420,328,39,-,4,14,18,-,-,15,2,-
1,13229,西東京市,Nishitokyo-shi,980,607,70,-,22,40,148,-,-,90,3,-
,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,,,,,,,,
22-5  職員数 (3) 市 (平成27年4月1日) 22-5  GOVERNMENT EMPLOYEES  (3) SHI ( Apr. 1， 2015 ),,,,,,,,,,,,,,,
注) 教育職には、教育長、小・中学校教員は含まない。,,,,,,,,,,,,,,,
Note: Educational services figures do not include the Director General (Office of Education) or teachers of elementary and junior high schools.,,,,,,,,,,,,,,,
資料：都総務局行政部区政課・市町村課 「東京都区市町村年報」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,
地域階層（0:総数　1:区市町村）,,,,,,,,,,,,,,,
