年次,Year,区分階層,項番 Item number,裁判所,Court,総数 Total／新受 Newly received,総数 Total／既済 Disposed,総数 Total／未済 Pending,民事訴訟事件 Civil procedures／第一審 First instance／通常訴訟 Ordinary litigation／新受 Newly received,民事訴訟事件 Civil procedures／第一審 First instance／通常訴訟 Ordinary litigation／既済 Disposed,民事訴訟事件 Civil procedures／第一審 First instance／通常訴訟 Ordinary litigation／未済 Pending,民事訴訟事件 Civil procedures／第一審 First instance／少額訴訟 Small claims litigation／新受 Newly received,民事訴訟事件 Civil procedures／第一審 First instance／少額訴訟 Small claims litigation／既済 Disposed,民事訴訟事件 Civil procedures／第一審 First instance／少額訴訟 Small claims litigation／未済 Pending,民事訴訟事件 Civil procedures／第一審 First instance／少額訴訟判決に対する異議申立て Objection to small claims judgment／新受 Newly received,民事訴訟事件 Civil procedures／第一審 First instance／少額訴訟判決に対する異議申立て Objection to small claims judgment／既済 Disposed,民事訴訟事件 Civil procedures／第一審 First instance／少額訴訟判決に対する異議申立て Objection to small claims judgment／未済 Pending,民事訴訟事件 Civil procedures／第一審 First instance／手形・小切手訴訟 Action on bills and notes or checks／新受 Newly received,民事訴訟事件 Civil procedures／第一審 First instance／手形・小切手訴訟 Action on bills and notes or checks／既済 Disposed,民事訴訟事件 Civil procedures／第一審 First instance／手形・小切手訴訟 Action on bills and notes or checks／未済 Pending,民事訴訟事件 Civil procedures／第一審 First instance／行政訴訟 Administrative litigation／新受 Newly received,民事訴訟事件 Civil procedures／第一審 First instance／行政訴訟 Administrative litigation／既済 Disposed,民事訴訟事件 Civil procedures／第一審 First instance／行政訴訟 Administrative litigation／未済 Pending,控訴審通常訴訟 Ordinary appeal to court of second instance／新受 Newly received,控訴審通常訴訟 Ordinary appeal to court of second instance／既済 Disposed,控訴審通常訴訟 Ordinary appeal to court of second instance／未済 Pending,再審 Retrial procedure／新受 Newly received,再審 Retrial procedure／既済 Disposed,再審 Retrial procedure／未済 Pending,調停事件 Conciliation cases／新受 Newly received,調停事件 Conciliation cases／既済 Disposed,調停事件 Conciliation cases／未済 Pending,和解 Settlement／新受 Newly received,和解 Settlement／既済 Disposed,和解 Settlement／未済 Pending,督促 Demand for payment／新受 Newly received,督促 Demand for payment／既済 Disposed,督促 Demand for payment／未済 Pending,保全命令 Temporary restraining order／新受 Newly received,保全命令 Temporary restraining order／既済 Disposed,保全命令 Temporary restraining order／未済 Pending,その他の事件 Other cases／新受 Newly received／労働審判 Labor tribunal decisions,その他の事件 Other cases／新受 Newly received／借地非訟 Non-contentious tenancy cases,その他の事件 Other cases／新受 Newly received／強制執行 Compulsory execution,その他の事件 Other cases／新受 Newly received／担保権実行 Exercise of security rights,その他の事件 Other cases／新受 Newly received／破産 Bankruptcy,その他の事件 Other cases／新受 Newly received／会社更生 Company rehabilitation,その他の事件 Other cases／新受 Newly received／公示催告 Public notification,その他の事件 Other cases／新受 Newly received／過料 Noncriminal fines,その他の事件 Other cases／新受 Newly received／その他 Others,その他の事件 Other cases／既済 Disposed,その他の事件 Other cases／未済 Pending
平成26,2014,0,,総数,Total,380937,379504,90344,149051,146229,46476,2867,2899,460,62,55,16,56,68,10,667,743,811,1081,1149,436,42,39,19,6917,7133,1854,462,475,58,88112,88284,2071,5371,5352,268,1053,178,14385,2474,14160,3,275,25853,67868,127078,37865
平成27,2015,0,,総数,Total,386853,383033,94137,159070,155447,50106,2787,2779,468,76,80,12,35,36,9,744,802,753,1186,1213,413,44,42,20,6525,6431,1948,417,437,38,84665,84925,1811,5017,5019,266,1129,208,14405,2087,12420,41,222,30273,65502,125822,38293
平成27,2015,1,,地方裁判所, District courts,109061,108567,60182,40496,39075,25564,-,-,-,-,-,-,28,29,9,744,802,753,1186,1213,413,39,40,16,453,399,335,-,-,-,-,-,-,4563,4561,263,1129,208,14008,2087,12420,41,-,7027,24632,62448,32829
平成27,2015,2,1,東京, Tokyo,97035,96846,53247,37548,36291,23496,-,-,-,-,-,-,28,27,9,744,802,753,1186,1213,413,39,40,15,447,392,328,-,-,-,-,-,-,4307,4295,255,1056,201,11066,1503,11332,41,-,5633,21904,53786,27978
平成27,2015,2,2,立川支部, Tachikawa Branch,12026,11721,6935,2948,2784,2068,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,6,7,7,-,-,-,-,-,-,256,266,8,73,7,2942,584,1088,-,-,1394,2728,8662,4851
平成27,2015,1,,簡易裁判所, Summary courts,277792,274466,33955,118574,116372,24542,2787,2779,468,76,80,12,7,7,-,-,-,-,-,-,-,5,2,4,6072,6032,1613,417,437,38,84665,84925,1811,454,458,3,-,-,397,-,-,-,222,23246,40870,63374,5464
平成27,2015,2,1,東京, Tokyo,259367,256030,32363,114159,111921,23467,2548,2542,413,67,69,12,6,6,-,-,-,-,-,-,-,4,2,3,5447,5420,1396,360,370,37,79439,79705,1771,433,437,3,-,-,377,-,-,-,214,18000,38313,55558,5261
平成27,2015,2,2,八丈島, Hachijojima ,77,77,2,8,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,12,12,-,-,-,-,-,-,-,-,-,-,-,54,2,56,-
平成27,2015,2,3,伊豆大島, Izu-oshima ,48,50,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,45,2,47,-
平成27,2015,2,4,新島, Niijima,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,2,1,3,-
平成27,2015,2,5,八王子, Hachioji ,3881,3849,398,1301,1276,301,39,35,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,101,51,2,6,-,1023,1024,16,-,-,-,-,-,2,-,-,-,1,940,469,1407,21
平成27,2015,2,6,立川, Tachikawa,4695,4682,418,1051,1064,287,73,79,13,7,8,-,1,1,-,-,-,-,-,-,-,-,-,-,190,183,72,5,7,-,1555,1544,16,3,3,-,-,-,4,-,-,-,3,1039,764,1793,30
平成27,2015,2,7,武蔵野, Musashino,4855,4870,326,903,893,232,64,66,15,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,186,181,58,46,48,1,1392,1397,-,16,16,-,-,-,11,-,-,-,4,1587,645,2267,20
平成27,2015,2,8,青梅, Ome,2161,2144,204,262,254,67,20,20,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,48,4,1,1,-,462,461,2,-,-,-,-,-,-,-,-,-,-,1138,242,1360,127
平成27,2015,2,9,町田, Machida,2703,2759,244,890,953,187,43,37,14,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,108,99,31,3,5,-,779,779,6,2,2,-,-,-,3,-,-,-,-,441,432,883,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-2  民事事件の種類，裁判所別件数 （平成26， 27年） 20-2 CIVIL CASES BY KIND AND COURT ( 2014 and 2015 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京地方裁判所事務局総務課 Source: Tokyo District Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分階層(0:総数　1:区分　2:区分内訳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
