"年月[西暦]","調査項目","設問","考え","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","全体",,"558","18","52","90","152","205","41"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性（計）","231","9","24","38","64","84","12"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 18～29歳","13","1","2","1","5","4","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 30～39歳","38","4","3","4","9","15","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 40～49歳","50","0","9","12","10","19","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 50～59歳","47","1","4","6","16","17","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 60～69歳","42","0","4","10","13","14","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 70歳以上","40","3","1","5","11","15","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性（計）","313","9","28","51","88","119","18"
