分類/品目/銘柄/単位,2005年7月,2006年5月,2006年6月,2006年7月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2797,2772,2781,2762,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2373,2355,2362,2359,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2071,2012,2013,2013,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),637,609,620,618,
（穀類）/食パン/普通品/1kg(円),409,409,406,406,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),87,89,88,88,
（穀類）/カレーパン/揚げパン、普通品/100g(円),95,92,93,94,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,78,79,78,
（穀類）/干しうどん/普通品/1kg(円),492,508,507,507,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),151,149,153,149,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),138,138,138,136,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),259,263,253,259,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),190,191,189,192,
（穀類）/もち/包装生もち/1kg(円),1100,1053,1087,1065,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),380,386,401,399,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),106,113,111,115,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),118,114,121,103,
（魚介類）/かつお/切り身（刺身用）/100g(円),172,272,232,182,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),165,180,167,172,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),209,237,230,237,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),97,116,101,94,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),128,65,66,156,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),222,208,204,225,
（魚介類）/ぶり/切り身/100g(円),249,238,263,268,
（魚介類）/いか/するめいか/100g(円),102,123,95,83,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),244,252,262,252,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),252,247,244,257,
（魚介類）/あさり/殻付き/100g(円),115,115,119,118,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),209,216,224,223,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),185,178,179,179,
（魚介類）/たらこ/並/100g(円),651,633,621,612,
（魚介類）/しらす干し/並/100g(円),467,480,467,466,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),166,168,167,163,
