分類/品目/銘柄/単位,2005年3月,2006年1月,2006年2月,2006年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2790,2776,2771,2727,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2372,2330,2356,2355,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2048,2008,2013,1990,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),668,617,623,610,
（穀類）/食パン/普通品/1kg(円),423,412,414,404,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),85,88,88,88,
（穀類）/カレーパン/揚げパン、普通品/100g(円),93,92,92,92,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,79,78,79,
（穀類）/干しうどん/普通品/1kg(円),507,498,505,507,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),154,150,155,155,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),140,136,136,134,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),259,259,261,267,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),187,191,191,193,
（穀類）/もち/包装生もち/1kg(円),1032,1091,1109,1053,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),382,404,393,394,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),112,114,119,127,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),130,125,121,114,
（魚介類）/かつお/切り身（刺身用）/100g(円),270,-,-,263,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),188,166,174,188,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),210,224,219,222,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),127,121,124,139,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),75,68,67,63,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),228,213,222,229,
（魚介類）/ぶり/切り身/100g(円),249,241,233,231,
（魚介類）/いか/するめいか/100g(円),107,91,94,110,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),244,251,249,251,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),256,265,254,251,
（魚介類）/あさり/殻付き/100g(円),118,117,119,117,
（魚介類）/かき/まがき、むき身/100g(円),258,307,290,266,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),192,221,216,216,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),183,184,180,182,
（魚介類）/たらこ/並/100g(円),637,656,665,647,
（魚介類）/しらす干し/並/100g(円),469,463,461,473,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),165,176,166,170,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),130,147,141,139,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),295,286,286,283,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),185,200,215,204,
（魚介類）/さつま揚げ/並/100g(円),93,99,93,100,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),102,109,113,110,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),159,162,155,157,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),135,131,131,134,
（魚介類）/塩辛/いかの塩辛、並/100g(円),251,260,255,265,
（魚介類）/魚みそ漬/さわら/100g(円),241,225,239,240,
（魚介類）/あさりつくだ煮/並/100g(円),347,376,372,372,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),162,157,151,157,
（肉類）/牛肉/ロース/100g(円),834,856,838,852,
（肉類）/牛肉/肩肉/100g(円),456,487,492,478,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),325,338,328,329,
（肉類）/豚肉/ロース/100g(円),237,240,242,240,
（肉類）/豚肉/肩肉/100g(円),157,155,156,155,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),122,124,123,121,
（肉類）/レバー/豚レバー/100g(円),106,109,108,109,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),290,290,294,294,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),190,191,192,191,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),269,270,273,273,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本(円),100,102,102,102,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),207,206,204,205,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2600,2566,2581,2571,平成17年7月から基本銘柄改正
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,322,322,315,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚180g入り）/1袋(円),305,278,275,276,平成17年5月から基本銘柄改正
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),476,477,486,488,平成17年7月から基本銘柄・単位改正
