分類/品目/銘柄/単位,2005年4月,2006年2月,2006年3月,2006年4月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2751,2771,2727,2770,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2362,2356,2355,2350,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2075,2013,1990,2017,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),647,623,610,613,
（穀類）/食パン/普通品/1kg(円),416,414,404,411,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),85,88,88,88,
（穀類）/カレーパン/揚げパン、普通品/100g(円),92,92,92,92,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,78,79,77,
（穀類）/干しうどん/普通品/1kg(円),497,505,507,520,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),157,155,155,151,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),140,136,134,137,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),263,261,267,246,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),188,191,193,191,
（穀類）/もち/包装生もち/1kg(円),1065,1109,1053,1088,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),386,393,392,394,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),99,119,116,110,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),131,121,113,113,
（魚介類）/かつお/切り身（刺身用）/100g(円),242,-,274,289,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),185,174,185,179,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),207,219,222,230,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),114,124,130,132,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),75,67,64,66,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),247,222,218,225,
（魚介類）/ぶり/切り身/100g(円),237,233,231,235,
（魚介類）/いか/するめいか/100g(円),117,94,116,143,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),240,249,251,252,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),258,254,251,239,
（魚介類）/あさり/殻付き/100g(円),112,119,117,118,
（魚介類）/かき/まがき、むき身/100g(円),-,290,262,-,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),206,216,216,219,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),173,180,182,179,
（魚介類）/たらこ/並/100g(円),648,665,647,637,
（魚介類）/しらす干し/並/100g(円),474,461,473,468,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),157,166,170,166,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),137,141,139,143,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),288,286,283,289,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),187,215,204,218,
（魚介類）/さつま揚げ/並/100g(円),94,93,100,98,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),101,113,110,111,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),155,155,157,167,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),137,131,134,136,
（魚介類）/塩辛/いかの塩辛、並/100g(円),252,255,265,260,
（魚介類）/魚みそ漬/さわら/100g(円),234,239,240,225,
（魚介類）/あさりつくだ煮/並/100g(円),353,372,372,398,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),164,151,157,151,
（肉類）/牛肉/ロース/100g(円),826,838,852,848,
（肉類）/牛肉/肩肉/100g(円),457,492,478,484,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),328,328,329,345,
（肉類）/豚肉/ロース/100g(円),239,242,240,239,
（肉類）/豚肉/肩肉/100g(円),153,156,155,157,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),123,123,121,124,
（肉類）/レバー/豚レバー/100g(円),107,108,109,109,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),288,294,294,292,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),191,192,191,193,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),269,273,273,272,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本(円),102,102,102,102,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),208,204,205,203,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2617,2581,2571,2551,平成17年7月から基本銘柄改正
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,322,315,321,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚180g入り）/1袋(円),315,275,276,284,平成17年5月から基本銘柄改正
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),465,486,488,493,平成17年7月から基本銘柄・単位改正
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),216,214,197,215,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),252,216,214,209,
（野菜・海草）/キャベツ/1kg(円),249,206,171,278,
（野菜・海草）/ほうれんそう/1kg(円),581,623,500,630,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),231,167,171,237,
（野菜・海草）/ねぎ/1kg(円),451,623,511,463,
（野菜・海草）/レタス/玉レタス/1kg(円),451,576,404,363,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,16,16,
（野菜・海草）/ブロッコリー/1kg(円),699,548,474,660,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),173,157,160,183,
（野菜・海草）/かんしょ/1kg(円),480,467,476,455,
（野菜・海草）/ばれいしょ/1kg(円),305,286,285,297,
（野菜・海草）/さといも/こいも、土付き/1kg(円),453,450,535,567,
（野菜・海草）/だいこん/1kg(円),170,206,171,181,
（野菜・海草）/にんじん/1kg(円),437,313,325,377,
（野菜・海草）/ごぼう/1kg(円),731,685,690,727,
（野菜・海草）/たまねぎ/1kg(円),249,228,228,232,
（野菜・海草）/れんこん/1kg(円),717,785,777,825,
（野菜・海草）/ながいも/1kg(円),616,565,550,556,
（野菜・海草）/えだまめ/１００g(円),-,-,-,-,
（野菜・海草）/さやいんげん/１００ｇ(円),207,212,209,200,
（野菜・海草）/かぼちゃ/１kg(円),315,404,391,375,
（野菜・海草）/きゅうり/１kg(円),453,699,659,482,
（野菜・海草）/なす/１kg(円),577,713,698,608,
（野菜・海草）/トマト/１kg(円),649,572,650,679,
（野菜・海草）/ピーマン/１００ｇ(円),78,122,115,86,
（野菜・海草）/生しいたけ/１００ｇ(円),167,183,175,170,
（野菜・海草）/えのきだけ/１００ｇ(円),58,71,60,52,
（野菜・海草）/しめじ/ぶなしめじ/１００ｇ(円),75,100,88,78,
（野菜・海草）/あずき/大粒/１００ｇ(円),164,154,157,158,
