分類/品目/銘柄/単位,2005年5月,2006年3月,2006年4月,2006年5月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2730,2727,2770,2772,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2391,2355,2350,2355,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2059,1990,2017,2012,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),644,610,613,609,
（穀類）/食パン/普通品/1kg(円),411,404,411,409,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),87,88,88,89,
（穀類）/カレーパン/揚げパン、普通品/100g(円),93,92,92,92,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,79,77,78,
（穀類）/干しうどん/普通品/1kg(円),495,507,520,508,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,155,151,149,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),139,134,137,138,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),256,267,246,263,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,193,191,191,
（穀類）/もち/包装生もち/1kg(円),1091,1053,1088,1053,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),382,392,391,384,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),104,116,123,105,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),118,113,123,109,
（魚介類）/かつお/切り身（刺身用）/100g(円),224,274,299,268,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),171,185,182,161,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),211,222,230,237,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),118,130,131,108,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),73,64,65,66,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),221,218,219,208,
（魚介類）/ぶり/切り身/100g(円),243,231,231,240,
（魚介類）/いか/するめいか/100g(円),122,116,135,129,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),242,251,252,252,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),245,251,239,247,
（魚介類）/あさり/殻付き/100g(円),113,117,118,115,
（魚介類）/かき/まがき、むき身/100g(円),        -,262,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),214,216,219,216,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),184,182,179,178,
（魚介類）/たらこ/並/100g(円),655,647,637,633,
（魚介類）/しらす干し/並/100g(円),462,473,468,480,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),157,170,166,168,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),126,139,143,143,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),286,283,289,285,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),187,204,218,200,
（魚介類）/さつま揚げ/並/100g(円),92,100,98,99,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),100,110,111,108,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),160,157,167,174,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),138,134,136,136,
（魚介類）/塩辛/いかの塩辛、並/100g(円),255,265,260,261,
（魚介類）/魚みそ漬/さわら/100g(円),235,240,225,225,
（魚介類）/あさりつくだ煮/並/100g(円),359,372,398,396,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),163,157,151,155,
（肉類）/牛肉/ロース/100g(円),827,852,848,848,
（肉類）/牛肉/肩肉/100g(円),451,478,484,483,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),332,329,345,354,
（肉類）/豚肉/ロース/100g(円),241,240,239,239,
（肉類）/豚肉/肩肉/100g(円),157,155,157,158,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),124,121,124,122,
（肉類）/レバー/豚レバー/100g(円),106,109,109,108,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),291,294,292,296,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),192,191,193,189,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),268,273,272,275,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本(円),102,102,102,102,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),208,205,203,204,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2590,2571,2551,2552,平成17年7月から基本銘柄改正
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),318,315,321,323,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚180g入り）/1袋(円),272,276,284,304,平成17年5月から基本銘柄改正
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),470,488,493,493,平成17年7月から基本銘柄・単位改正
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),207,197,215,209,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),252,214,209,218,
（野菜・海草）/キャベツ/1kg(円),195,171,258,152,
（野菜・海草）/ほうれんそう/1kg(円),666,500,617,652,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),196,171,229,227,
（野菜・海草）/ねぎ/1kg(円),511,511,465,525,
（野菜・海草）/レタス/玉レタス/1kg(円),351,404,358,369,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,16,16,16,
（野菜・海草）/ブロッコリー/1kg(円),684,474,661,635,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),178,160,179,183,
（野菜・海草）/かんしょ/1kg(円),494,476,455,500,
（野菜・海草）/ばれいしょ/1kg(円),364,285,297,309,
