分類/品目/銘柄/単位,2005年6月,2006年4月,2006年5月,2006年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2757,2770,2772,2781,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2370,2350,2355,2362,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2042,2017,2012,2013,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),649,613,609,620,
（穀類）/食パン/普通品/1kg(円),412,411,409,406,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),87,88,89,88,
（穀類）/カレーパン/揚げパン、普通品/100g(円),96,92,92,93,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,77,78,79,
（穀類）/干しうどん/普通品/1kg(円),495,520,508,507,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),156,151,149,153,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),137,137,138,138,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),255,246,263,253,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,191,191,189,
（穀類）/もち/包装生もち/1kg(円),1068,1088,1053,1087,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),377,391,386,408,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),101,123,113,117,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),111,123,114,116,
（魚介類）/かつお/切り身（刺身用）/100g(円),199,299,272,250,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),155,182,180,154,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),206,230,237,230,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),97,131,116,102,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),75,65,65,67,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),203,219,208,198,
（魚介類）/ぶり/切り身/100g(円),249,231,238,260,
（魚介類）/いか/するめいか/100g(円),108,135,123,101,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),244,252,252,262,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),241,239,247,244,
（魚介類）/あさり/殻付き/100g(円),118,118,115,119,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),209,219,216,224,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),179,179,178,179,
（魚介類）/たらこ/並/100g(円),645,637,633,621,
（魚介類）/しらす干し/並/100g(円),467,468,480,467,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),156,166,168,167,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),127,143,143,140,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),289,289,285,287,
