分類/品目/銘柄/単位,2005年8月,2006年6月,2006年7月,2006年8月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2905,2781,2762,2722,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2388,2362,2359,2359,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2040,2013,2013,2004,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),633,620,618,619,
（穀類）/食パン/普通品/1kg(円),418,406,406,401,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),89,88,88,89,
（穀類）/カレーパン/揚げパン、普通品/100g(円),94,93,94,94,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,79,78,80,
（穀類）/干しうどん/普通品/1kg(円),484,507,507,502,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,153,149,151,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),138,138,136,136,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),257,253,259,252,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),186,189,192,193,
（穀類）/もち/包装生もち/1kg(円),1078,1087,1065,1104,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),385,401,402,412,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),107,111,111,117,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),119,121,102,86,
（魚介類）/かつお/切り身（刺身用）/100g(円),168,232,177,175,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),177,167,166,167,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),201,230,237,238,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),90,101,101,101,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),114,66,123,148,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),216,204,229,219,
（魚介類）/ぶり/切り身/100g(円),238,263,270,269,
（魚介類）/いか/するめいか/100g(円),89,95,85,85,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),240,262,252,259,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),241,244,257,262,
（魚介類）/あさり/殻付き/100g(円),116,119,118,118,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),217,224,223,227,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),182,179,179,172,
（魚介類）/たらこ/並/100g(円),639,621,612,631,
（魚介類）/しらす干し/並/100g(円),461,467,466,485,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),165,167,163,167,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),130,140,154,134,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),291,287,285,279,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),184,204,185,201,
（魚介類）/さつま揚げ/並/100g(円),90,98,96,96,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),100,108,107,110,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),158,170,169,162,平成18年6月から基本銘柄改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),135,142,132,132,
（魚介類）/塩辛/いかの塩辛、並/100g(円),254,256,256,247,
（魚介類）/魚みそ漬/さわら/100g(円),255,242,242,222,
（魚介類）/あさりつくだ煮/並/100g(円),380,397,404,401,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),161,155,158,160,
（肉類）/牛肉/ロース/100g(円),845,844,860,864,
（肉類）/牛肉/肩肉/100g(円),469,477,477,493,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),335,329,347,344,
（肉類）/豚肉/ロース/100g(円),238,237,238,240,
（肉類）/豚肉/肩肉/100g(円),153,154,157,157,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),122,122,124,124,
（肉類）/レバー/豚レバー/100g(円),108,111,110,111,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),290,293,304,301,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),192,191,172,171,平成18年7月から基本銘柄改正
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),268,272,283,283,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本(円),102,102,102,102,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),207,204,203,203,
（乳卵類）/粉ミルク/調整粉乳、缶入り（930g入り）/1缶(円),2552,2577,2557,2544,平成18年3月から基本銘柄改正
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,323,321,314,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚180g入り）/1袋(円),278,278,298,301,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),485,496,493,486,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),215,207,211,219,平成18年7月から基本銘柄改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),202,209,205,201,
（野菜・海草）/キャベツ//1kg(円),111,182,148,190,
（野菜・海草）/ほうれんそう//1kg(円),1000,722,882,1091,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),173,240,210,342,
（野菜・海草）/ねぎ//1kg(円),516,549,613,678,
（野菜・海草）/レタス/玉レタス/1kg(円),316,358,284,513,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,16,16,16,
（野菜・海草）/ブロッコリー//1kg(円),589,644,582,658,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),144,160,163,164,
（野菜・海草）/かんしょ//1kg(円),610,544,723,805,
（野菜・海草）/ばれいしょ//1kg(円),335,310,302,320,
（野菜・海草）/さといも/こいも、土付き/1kg(円),572,848,925,784,
（野菜・海草）/だいこん//1kg(円),146,161,167,228,
（野菜・海草）/にんじん//1kg(円),390,406,425,517,
（野菜・海草）/ごぼう//1kg(円),676,735,752,758,
（野菜・海草）/たまねぎ//1kg(円),202,212,208,229,
（野菜・海草）/れんこん//1kg(円),1225,1918,2239,1627,
（野菜・海草）/ながいも//1kg(円),562,555,528,538,
（野菜・海草）/えだまめ//100g(円),91,170,130,133,
（野菜・海草）/さやいんげん//100g(円),143,175,151,180,
（野菜・海草）/かぼちゃ//1kg(円),344,580,508,463,
（野菜・海草）/きゅうり//1kg(円),357,459,423,595,
（野菜・海草）/なす//1kg(円),392,587,542,674,
（野菜・海草）/トマト//1kg(円),453,532,543,578,
（野菜・海草）/ピーマン//100g(円),65,81,70,113,
（野菜・海草）/生しいたけ//100g(円),187,180,186,187,
（野菜・海草）/えのきだけ//100g(円),47,56,57,61,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),65,76,75,75,
（野菜・海草）/あずき/大粒/100g(円),164,157,157,157,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1269,1281,1273,1281,
