分類/品目/銘柄/単位,2005年2月,2005年12月,2006年1月,2006年2月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2806,2773,2776,2771,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2382,2357,2330,2356,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2071,1960,2008,2013,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),682,601,617,623,
（穀類）/食パン/普通品/1kg(円),425,411,412,414,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),84,88,88,88,
（穀類）/カレーパン/揚げパン、普通品/100g(円),92,92,92,92,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,78,79,78,
（穀類）/干しうどん/普通品/1kg(円),503,500,498,505,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),156,161,150,155,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),143,136,136,136,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),256,255,259,261,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),183,192,191,191,
（穀類）/もち/包装生もち/1kg(円),1035,1038,1091,1109,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),396,407,404,402,平成18年1月から基本銘柄改正
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),110,127,114,155,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),121,141,125,120,
（魚介類）/かつお/切り身（刺身用）/100g(円),-,-,-,-,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),179,151,166,178,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),214,216,224,219,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),125,112,121,129,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),76,65,68,67,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),241,202,213,220,
