規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,479975,456187,421478,34709,23788,139864,136842,131038,5804,3022
100～499人,434995,409102,378780,30322,25893,124247,123400,118396,5004,847
100人以上,456664,431785,399350,32435,24879,130719,128971,123636,5335,1748
30～99人,393838,383941,363143,20798,9897,107056,106427,104096,2331,629
５～29人,366138,356305,336535,19770,9833,94519,93970,90851,3119,549
30人以上,437058,416854,388050,28804,20204,118896,117707,113873,3834,1189
５人以上,418514,401022,374580,26442,17492,107514,106624,103124,3500,890
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年９月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
