規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,調査産業計,343949,415839,241627,328678,396631,231959,306753,21925,15271,19208,9668
５人以上,建設業,420359,447342,273156,409199,435446,266006,364713,44486,11160,11896,7150
５人以上,製造業,418051,472633,281959,398644,450354,269714,373064,25580,19407,22279,12245
５人以上,電気・ガス・熱供給・水道業,470924,482844,412507,463424,475411,404677,395195,68229,7500,7433,7830
５人以上,情報通信業,401313,432202,312976,396503,427130,308917,363783,32720,4810,5072,4059
５人以上,"運輸業,郵便業",410646,446369,287383,386026,418440,274181,338070,47956,24620,27929,13202
５人以上,"卸売業,小売業",326556,403701,224766,314483,389355,215692,300545,13938,12073,14346,9074
５人以上,"金融業,保険業",508863,663708,329830,483029,620931,323585,450698,32331,25834,42777,6245
５人以上,"不動産業,物品賃貸業",367668,429194,252636,353926,411821,245682,328526,25400,13742,17373,6954
５人以上,"学術研究,専門・技術サービス業",484915,553588,335768,414028,470466,291453,390139,23889,70887,83122,44315
５人以上,"宿泊業,飲食サービス業",141039,183076,105266,138687,179893,103622,130377,8310,2352,3183,1644
５人以上,"生活関連サービス業,娯楽業",217886,259720,185356,212898,254068,180884,200136,12762,4988,5652,4472
５人以上,"教育,学習支援業",330379,388065,276397,315342,370746,263495,306307,9035,15037,17319,12902
５人以上,"医療,福祉",292450,381489,260075,280473,366962,249025,267253,13220,11977,14527,11050
５人以上,複合サービス事業,364384,471079,280613,333959,431486,257387,317259,16700,30425,39593,23226
５人以上,サービス業（他に分類されないもの）,274823,320614,218900,266906,312548,211165,249400,17506,7917,8066,7735
30人以上,調査産業計,379059,451324,268562,360864,429164,256429,335286,25578,18195,22160,12133
30人以上,建設業,455321,474897,318008,438779,457791,305420,385823,52956,16542,17106,12588
30人以上,製造業,447460,503005,302671,422409,474534,286534,392740,29669,25051,28471,16137
30人以上,電気・ガス・熱供給・水道業,491386,504439,433639,483605,496863,424951,411033,72572,7781,7576,8688
30人以上,情報通信業,414304,444645,322399,409612,439759,318296,373558,36054,4692,4886,4103
30人以上,"運輸業,郵便業",430360,466616,305679,401972,434255,290955,351099,50873,28388,32361,14724
30人以上,"卸売業,小売業",374959,460103,254053,356982,439406,239938,340228,16754,17977,20697,14115
30人以上,"金融業,保険業",503374,656694,324668,492708,642070,318616,458215,34493,10666,14624,6052
30人以上,"不動産業,物品賃貸業",385806,460417,254029,375881,448611,247425,353320,22561,9925,11806,6604
30人以上,"学術研究,専門・技術サービス業",520530,581891,369630,430367,479341,309928,404372,25995,90163,102550,59702
30人以上,"宿泊業,飲食サービス業",161949,211382,124031,155583,202306,119743,148118,7465,6366,9076,4288
30人以上,"生活関連サービス業,娯楽業",221711,273322,188103,215097,265692,182151,200252,14845,6614,7630,5952
30人以上,"教育,学習支援業",362956,423191,302081,346575,404581,287953,336128,10447,16381,18610,14128
30人以上,"医療,福祉",317299,397934,286751,301132,378924,271661,285510,15622,16167,19010,15090
30人以上,複合サービス事業,387687,451723,281838,358944,416101,264467,332398,26546,28743,35622,17371
30人以上,サービス業（他に分類されないもの）,265743,309215,215926,261313,303977,212422,244082,17231,4430,5238,3504
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１０月分,,,,,,,,,,,,
第１表  産業、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,,
