事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,TL 調査産業計,平成24,2012,年平均,5551294,82331,86444,5547632,1633312,59887,57682,1635066
５人以上,TL 調査産業計,平成25,2013,年平均,5501060,84193,84192,5501323,1669564,65303,62810,1671794
５人以上,TL 調査産業計,平成26,2014,年平均,5541000,85028,80451,5546324,1719719,68320,63269,1724024
５人以上,TL 調査産業計,平成27,2015,年平均,5490782,89544,87908,5493751,1776213,73910,71245,1777544
５人以上,TL 調査産業計,平成28,2016,年平均,5542746,94242,87022,5550621,1819125,78587,75157,1821900
５人以上,TL 調査産業計,平成29,2017,年平均,5626001,95641,89650,5632639,1859855,80816,77003,1863021
５人以上,TL 調査産業計,平成29,2017,1月,5585375,61808,70185,5578511,1848546,58343,74682,1830694
５人以上,TL 調査産業計,平成29,2017,2月,5541995,52512,63897,5530482,1847940,66563,70911,1843720
５人以上,TL 調査産業計,平成29,2017,3月,5513025,67118,82209,5499166,1856909,83118,82974,1855821
５人以上,TL 調査産業計,平成29,2017,4月,5498585,363804,207592,5656518,1856402,139885,144473,1850093
５人以上,TL 調査産業計,平成29,2017,5月,5704288,99777,103907,5701751,1822340,96807,75404,1842150
５人以上,TL 調査産業計,平成29,2017,6月,5700873,73550,79739,5693706,1853660,87373,63215,1878796
５人以上,TL 調査産業計,平成29,2017,7月,5708688,83540,88196,5704892,1852934,65378,65763,1851689
５人以上,TL 調査産業計,平成29,2017,8月,5679798,66218,76091,5670111,1870411,67015,81885,1855355
５人以上,TL 調査産業計,平成29,2017,9月,5640130,65329,78679,5627008,1871109,81887,60896,1891872
５人以上,TL 調査産業計,平成29,2017,10月,5641242,93532,101385,5633507,1873888,83843,74859,1882754
５人以上,TL 調査産業計,平成29,2017,11月,5645237,72849,66693,5652814,1867856,75632,66583,1875484
５人以上,TL 調査産業計,平成29,2017,12月,5652780,47649,57231,5643197,1896267,63944,62386,1897826
５人以上,D 建設業,平成24,2012,年平均,328353,4070,3851,328584,10135,326,307,10143
５人以上,D 建設業,平成25,2013,年平均,330636,3717,3931,330420,10595,434,363,10668
５人以上,D 建設業,平成26,2014,年平均,327363,3889,3677,327573,14220,377,368,14231
５人以上,D 建設業,平成27,2015,年平均,334675,4078,3752,335030,8456,325,255,8496
５人以上,D 建設業,平成28,2016,年平均,337910,3847,3490,338326,8249,302,384,8107
５人以上,D 建設業,平成29,2017,年平均,339857,3686,3305,340217,10382,291,286,10408
５人以上,D 建設業,平成29,2017,1月,335193,3160,3220,335133,12739,523,813,12449
５人以上,D 建設業,平成29,2017,2月,337480,1673,2605,336546,10102,230,512,9822
５人以上,D 建設業,平成29,2017,3月,336124,2680,3599,335204,10244,8,37,10216
