規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18,18.2,17.7,147,152.9,137.4,134.2,138.1,127.8,12.8,14.8,9.6
100～499人,18.1,18.5,17.5,147.7,155.6,133.6,135.4,140.8,125.7,12.3,14.8,7.9
100人以上,18.1,18.4,17.6,147.4,154.3,135.5,134.8,139.5,126.8,12.6,14.8,8.7
30～99人,17.6,18.3,16.5,135.9,149.3,118.5,126.4,136.6,113.2,9.5,12.7,5.3
５～29人,16.9,18,15.5,130.6,146.9,110.8,122,135,106.2,8.6,11.9,4.6
30人以上,17.9,18.4,17.2,143.4,152.7,128.9,131.9,138.6,121.5,11.5,14.1,7.4
５人以上,17.6,18.3,16.6,139.4,151,122.7,128.8,137.5,116.3,10.6,13.5,6.4
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年８月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
