規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5700873,73550,79739,5693706,1853660,87373,63215,1878796
５人以上,建設業,341314,2488,2602,340707,9720,391,56,10548
５人以上,製造業,640719,5191,6712,639282,44022,1434,575,44797
５人以上,電気・ガス・熱供給・水道業,18412,50,323,18139,716,0,7,709
５人以上,情報通信業,783646,9015,8710,784351,25694,2682,361,27615
５人以上,"運輸業,郵便業",406909,5978,5693,407194,51339,2735,725,53349
５人以上,"卸売業,小売業",1031459,12159,14913,1028606,432480,18809,12569,438819
５人以上,"金融業,保険業",371017,3823,5171,369675,31919,397,638,31672
５人以上,"不動産業,物品賃貸業",180108,2436,2783,179760,30694,955,794,30856
５人以上,"学術研究,専門・技術サービス業",375212,3297,3540,374964,35793,563,795,35566
５人以上,"宿泊業,飲食サービス業",164958,4547,4131,164478,475831,28354,19814,485267
５人以上,"生活関連サービス業,娯楽業",131345,3212,2547,132012,101626,6495,3842,104277
５人以上,"教育,学習支援業",271207,1513,1367,271354,168889,7571,5163,171296
５人以上,"医療,福祉",399370,5191,5593,398990,198394,7407,4781,200998
５人以上,複合サービス事業,16477,283,234,16523,4359,66,72,4356
５人以上,サービス業（他に分類されないもの）,568720,14367,15420,567671,242184,9514,13023,238671
30人以上,調査産業計,4198237,51251,54681,4194869,1015848,39102,31900,1022988
30人以上,建設業,215665,871,1413,215123,950,5,5,950
30人以上,製造業,497404,3708,4938,496219,26390,663,226,26782
30人以上,電気・ガス・熱供給・水道業,15733,50,323,15460,243,0,7,236
30人以上,情報通信業,661827,7553,7579,661795,17913,1328,361,18886
30人以上,"運輸業,郵便業",337116,5737,4981,337873,38837,919,557,39198
30人以上,"卸売業,小売業",670206,7845,8227,669831,202670,5693,3159,205197
30人以上,"金融業,保険業",310430,2140,3372,309204,28427,397,369,28449
30人以上,"不動産業,物品賃貸業",115532,1069,1488,115111,19052,442,353,19143
30人以上,"学術研究,専門・技術サービス業",272354,2373,2253,272470,22887,355,437,22809
30人以上,"宿泊業,飲食サービス業",72448,1330,1591,72119,146896,6547,5440,148071
30人以上,"生活関連サービス業,娯楽業",67728,1152,1151,67730,59475,3661,1915,61220
30人以上,"教育,学習支援業",222463,939,513,222890,124455,6226,4082,126598
30人以上,"医療,福祉",280928,2926,4167,279601,120237,4737,2857,122203
30人以上,複合サービス事業,5273,1,7,5265,1302,0,0,1304
30人以上,サービス業（他に分類されないもの）,453130,13557,12678,454178,206114,8129,12132,201942
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年６月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
