規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1087196,452989,416937,36052,634207,136868,126937,121132,5805,9931
100～499人,826620,408782,378008,30774,417838,132088,122596,117592,5004,9492
100人以上,951364,429945,396644,33301,521419,134095,124419,119078,5341,9676
30～99人,658799,386180,363693,22487,272619,118137,111568,108953,2615,6569
５～29人,490754,354997,336289,18708,135757,100757,98065,95182,2883,2692
30人以上,861437,416493,386516,29977,444944,126105,117985,114009,3976,8120
５人以上,763794,400294,373286,27008,363500,114603,108946,105466,3480,5657
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年６月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
