規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,498679,460330,423447,36883,38349,132910,130034,123761,6273,2876
100～499人,493184,411554,379201,32353,81630,118163,116223,111353,4870,1940
100人以上,495834,435076,400538,34538,60758,124232,121907,116459,5448,2325
30～99人,457201,390697,364719,25978,66504,110255,109118,105512,3606,1137
５～29人,392840,351957,332870,19087,40883,95065,94325,91473,2852,740
30人以上,483949,421423,389519,31904,62526,117000,115290,110795,4495,1710
５人以上,459777,402993,374489,28504,56784,106973,105706,101962,3744,1267
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年３月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
