規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.9,166.1,151.4,14.7,13.4,80.6,78,2.6
５人以上,建設業,21.2,184.3,162.3,22,14.8,88,86.8,1.2
５人以上,製造業,20,166.6,154,12.6,15.7,103.8,101,2.8
５人以上,電気・ガス・熱供給・水道業,18.5,158.6,146.2,12.4,15.1,115.1,113.2,1.9
５人以上,情報通信業,19.4,166.9,148.9,18,12.6,83.7,81.6,2.1
５人以上,"運輸業,郵便業",20,170.7,152.3,18.4,16.5,119.9,107.2,12.7
５人以上,"卸売業,小売業",20.2,166.7,155.8,10.9,14.5,90.1,86.8,3.3
５人以上,"金融業,保険業",18.6,157.1,137.9,19.2,15,97.4,96.4,1
５人以上,"不動産業,物品賃貸業",20.2,170.4,153.4,17,14.7,86.3,83.7,2.6
５人以上,"学術研究,専門・技術サービス業",19.3,161.6,145.3,16.3,14.2,99.2,96.9,2.3
５人以上,"宿泊業,飲食サービス業",21.4,190.4,168.8,21.6,12.5,73.1,70.4,2.7
５人以上,"生活関連サービス業,娯楽業",20.4,171,156.8,14.2,12.2,78,77.2,0.8
５人以上,"教育,学習支援業",19.8,153.8,145.2,8.6,9.1,47.1,46.4,0.7
５人以上,"医療,福祉",19.9,155.5,148.5,7,12.8,68.8,67.9,0.9
５人以上,複合サービス事業,18.9,152.5,142.8,9.7,17.5,119.7,117.2,2.5
５人以上,サービス業（他に分類されないもの）,19.5,162.5,148,14.5,15.9,94.7,91.9,2.8
30人以上,調査産業計,19.6,164.2,148.9,15.3,14,83.8,81.3,2.5
30人以上,建設業,20.8,185.2,159.6,25.6,17.6,115.4,113.1,2.3
30人以上,製造業,19.7,165.7,151.9,13.8,15.5,105.2,102.1,3.1
30人以上,電気・ガス・熱供給・水道業,18.5,159.4,147,12.4,14.6,128.3,127.3,1
30人以上,情報通信業,19.4,166.9,148,18.9,12.8,84.3,82.5,1.8
30人以上,"運輸業,郵便業",19.7,168.6,151.4,17.2,16.5,126.8,112.1,14.7
30人以上,"卸売業,小売業",19.9,164.7,153.4,11.3,15.6,96.6,93.8,2.8
30人以上,"金融業,保険業",18.5,156.7,136.2,20.5,14.8,93.8,92.9,0.9
30人以上,"不動産業,物品賃貸業",19.7,165.5,150,15.5,15.6,84.3,82.8,1.5
30人以上,"学術研究,専門・技術サービス業",19.2,162.2,144.2,18,14.2,103.3,99.6,3.7
30人以上,"宿泊業,飲食サービス業",20.7,182,161.2,20.8,13.3,74.4,72.3,2.1
30人以上,"生活関連サービス業,娯楽業",19.7,166.8,150.7,16.1,12.4,77,75.9,1.1
30人以上,"教育,学習支援業",19.9,151.6,144.4,7.2,8.5,43.7,43.4,0.3
30人以上,"医療,福祉",19.9,154,146.9,7.1,13.5,70.6,69.7,0.9
30人以上,複合サービス事業,19.6,151.9,137.7,14.2,18.2,118.3,118.3,－
30人以上,サービス業（他に分類されないもの）,19.2,160.7,146.4,14.3,16.4,98,94.9,3.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１１月分,,,,,,,,,
第６表  産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
