規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,521469,631240,341176,410325,481533,293369,377511,32814,111144,149707,47807
100～499人,373750,432741,267954,359026,414731,259124,332545,26481,14724,18010,8830
100人以上,443299,524599,303443,383178,445644,275722,353715,29463,60121,78955,27721
30～99人,320537,390780,231193,302337,365155,222438,284127,18210,18200,25625,8755
５～29人,272453,343379,187921,258290,320571,184061,245037,13253,14163,22808,3860
30人以上,400937,482034,275495,355282,420042,255110,329702,25580,45655,61992,20385
５人以上,361176,442332,245508,325267,391560,230782,303502,21765,35909,50772,14726
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
