規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,513998,613251,351626,416375,489682,296449,382177,34198,97623,123569,55177
100～499人,396828,462070,280791,363595,421900,259896,334909,28686,33233,40170,20895
100人以上,452256,532424,315232,388563,453443,277669,357269,31294,63693,78981,37563
30～99人,330971,406972,236228,312115,382773,224033,293591,18524,18856,24199,12195
５～29人,275415,342925,194563,257724,319565,183662,243528,14196,17691,23360,10901
30人以上,409987,492284,284251,361920,430831,256636,335077,26843,48067,61453,27615
５人以上,367821,448746,253380,329272,398397,231518,306391,22881,38549,50349,21862
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
