規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.2,19,17,144.2,156.9,126.1,132.8,142.5,119,11.4,14.4,7.1
５人以上,建設業,21,21.3,19,183.5,189,153.3,161.5,164.9,143.1,22,24.1,10.2
５人以上,製造業,19.2,19.5,18.4,159,164.6,144.9,147.3,151.6,136.5,11.7,13,8.4
５人以上,電気・ガス・熱供給・水道業,19.5,19.8,18.3,166.7,169.3,154.2,152.6,154.5,143.3,14.1,14.8,10.9
５人以上,情報通信業,18.9,19.2,18.1,161,165.3,148.6,144.2,147.5,134.9,16.8,17.8,13.7
５人以上,"運輸業,郵便業",19.2,19.5,18.2,163.2,168.8,143.7,145.3,148.6,133.9,17.9,20.2,9.8
５人以上,"卸売業,小売業",18.2,19,17.2,141.9,153.9,125.9,133.7,143.9,120.2,8.2,10,5.7
５人以上,"金融業,保険業",18.9,19.5,18.2,156.1,167.5,143.1,138.4,145.2,130.7,17.7,22.3,12.4
５人以上,"不動産業,物品賃貸業",19.1,19.6,18.1,156.5,166,138.6,141.7,148.9,128.2,14.8,17.1,10.4
５人以上,"学術研究,専門・技術サービス業",18.8,19.4,17.5,156.3,163.2,141.4,141.3,146.4,130.2,15,16.8,11.2
５人以上,"宿泊業,飲食サービス業",14.9,16.4,13.6,103.3,124.5,85.2,96.4,113.1,82.1,6.9,11.4,3.1
５人以上,"生活関連サービス業,娯楽業",16.8,17.6,16.1,128.8,139,120.8,120.8,129.4,114.1,8,9.6,6.7
５人以上,"教育,学習支援業",15.9,16.1,15.7,114,113.4,114.5,108.5,108,108.9,5.5,5.4,5.6
５人以上,"医療,福祉",17.6,18.1,17.4,128,140.6,123.4,123,133.9,119,5,6.7,4.4
５人以上,複合サービス事業,19.1,19.4,18.8,149,155.8,143.6,142.3,147.4,138.3,6.7,8.4,5.3
５人以上,サービス業（他に分類されないもの）,18.4,19,17.7,142.1,152.6,129.3,132.2,140.2,122.4,9.9,12.4,6.9
30人以上,調査産業計,18.5,19.1,17.5,148.1,158.7,131.6,135.7,143.5,123.6,12.4,15.2,8
30人以上,建設業,21,21.2,19.8,188.1,190.9,168.9,163.1,164.4,154.3,25,26.5,14.6
30人以上,製造業,19.1,19.4,18.3,159.6,164.9,146,146.7,150.7,136.5,12.9,14.2,9.5
30人以上,電気・ガス・熱供給・水道業,19.5,19.7,18.7,167.4,169.2,159.5,153.5,154.9,147.6,13.9,14.3,11.9
30人以上,情報通信業,19,19.2,18.2,161.6,165.6,149.6,143.9,146.8,135.2,17.7,18.8,14.4
30人以上,"運輸業,郵便業",19.1,19.3,18.2,162.9,167.5,147.1,145.7,148.4,136.3,17.2,19.1,10.8
30人以上,"卸売業,小売業",18.7,19.3,17.7,146.9,157.7,131.4,137.9,146.9,125.1,9,10.8,6.3
30人以上,"金融業,保険業",18.8,19.4,18.1,155.8,167.2,142.6,136.9,143.6,129.1,18.9,23.6,13.5
30人以上,"不動産業,物品賃貸業",18.9,19.6,17.7,152.7,163.5,133.6,139.3,148.1,123.7,13.4,15.4,9.9
30人以上,"学術研究,専門・技術サービス業",18.7,19.3,17.4,157,162.2,144.2,140.9,144.8,131.2,16.1,17.4,13
30人以上,"宿泊業,飲食サービス業",15.4,16.3,14.8,105.6,121,93.8,98.5,109.5,90,7.1,11.5,3.8
30人以上,"生活関連サービス業,娯楽業",16.7,17.8,15.9,126.5,139.1,118.2,117.3,128.1,110.2,9.2,11,8
30人以上,"教育,学習支援業",16.1,16.3,16,115.4,115.7,115.2,111,111,111,4.4,4.7,4.2
30人以上,"医療,福祉",18.1,18.4,18,131.5,142.1,127.6,126.2,135.5,122.7,5.3,6.6,4.9
30人以上,複合サービス事業,20.1,19.6,20.9,150.9,150.8,150.8,143,141,146.1,7.9,9.8,4.7
30人以上,サービス業（他に分類されないもの）,18.4,18.9,17.9,141.7,151.4,130.7,132.1,139.6,123.6,9.6,11.8,7.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１０月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
