規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19,19.8,17.8,149.6,163,130.8,138.4,148.7,124,11.2,14.3,6.8
５人以上,建設業,21.7,22,20.5,186.5,190.7,166.4,166.8,169,156.2,19.7,21.7,10.2
５人以上,製造業,20.3,20.5,19.7,166.9,171.9,153.9,155.6,159.3,146,11.3,12.6,7.9
５人以上,電気・ガス・熱供給・水道業,20.1,20.3,19.3,169.9,171.3,163.1,157.9,158.9,152.8,12,12.4,10.3
５人以上,情報通信業,20.1,20.3,19.5,168.7,172.3,158.1,152.7,155.2,145.5,16,17.1,12.6
５人以上,"運輸業,郵便業",20.1,20.4,19.1,170.7,176.6,147.9,152.4,156.1,138.2,18.3,20.5,9.7
５人以上,"卸売業,小売業",19,19.9,17.9,146.6,160.2,128.8,138.9,150.4,123.8,7.7,9.8,5
５人以上,"金融業,保険業",19.8,20.3,19.1,162.7,173.3,150,144.4,150.9,136.7,18.3,22.4,13.3
５人以上,"不動産業,物品賃貸業",19.9,20.6,18.6,160.8,171.4,142.2,147.3,155.5,133,13.5,15.9,9.2
５人以上,"学術研究,専門・技術サービス業",19.7,20.1,19,164.3,169.1,154.3,146.8,149.8,140.5,17.5,19.3,13.8
５人以上,"宿泊業,飲食サービス業",15.4,16.8,14.3,106.8,128,89.8,99.8,116.5,86.5,7,11.5,3.3
５人以上,"生活関連サービス業,娯楽業",17.8,18.8,17,137.9,150.5,128,130.7,141.7,122.1,7.2,8.8,5.9
５人以上,"教育,学習支援業",16.5,16.6,16.3,117.4,118.2,116.9,112.8,112.8,112.9,4.6,5.4,4
５人以上,"医療,福祉",18.3,19.1,18,131.2,148,125.7,125.9,140.8,121,5.3,7.2,4.7
５人以上,複合サービス事業,19.7,19.9,19.5,155.8,162.2,150.4,148.4,152.6,144.9,7.4,9.6,5.5
５人以上,サービス業（他に分類されないもの）,18.8,19.4,18.1,144.5,154.5,131.4,134.7,142.1,124.9,9.8,12.4,6.5
30人以上,調査産業計,19.2,19.8,18.3,152.9,163.8,136,140.7,148.8,128.1,12.2,15,7.9
30人以上,建設業,21.4,21.6,20.8,186.5,188.6,173.5,165.6,166.2,161.9,20.9,22.4,11.6
30人以上,製造業,20,20.2,19.4,166.3,170.7,154,153.8,156.9,145.1,12.5,13.8,8.9
30人以上,電気・ガス・熱供給・水道業,20.1,20.2,19.6,171.8,172.7,167.8,159.3,159.9,156.7,12.5,12.8,11.1
30人以上,情報通信業,20,20.2,19.3,168.1,171.8,156.9,151.4,153.9,143.7,16.7,17.9,13.2
30人以上,"運輸業,郵便業",19.9,20.2,19,169.7,175.3,149.5,152.1,155.5,139.7,17.6,19.8,9.8
30人以上,"卸売業,小売業",19.4,20,18.5,151.2,162,135.8,142.6,151.7,129.7,8.6,10.3,6.1
30人以上,"金融業,保険業",19.6,20.2,18.9,162.2,173.2,149,142.6,149.2,134.7,19.6,24,14.3
30人以上,"不動産業,物品賃貸業",19.7,20.4,18.5,158.8,168.5,141.5,145.3,153.3,131,13.5,15.2,10.5
30人以上,"学術研究,専門・技術サービス業",19.6,20,18.8,163.7,168,153.6,145.2,148.3,137.9,18.5,19.7,15.7
30人以上,"宿泊業,飲食サービス業",16.3,17.3,15.6,113.9,131.6,100.3,105.7,118.3,96.1,8.2,13.3,4.2
30人以上,"生活関連サービス業,娯楽業",17.7,18.5,17.1,135.7,148.7,126.8,128,139.3,120.3,7.7,9.4,6.5
30人以上,"教育,学習支援業",16.7,16.7,16.6,118.6,118.3,118.8,113.8,113,114.4,4.8,5.3,4.4
30人以上,"医療,福祉",18.7,19.3,18.5,133.7,149.8,128.2,127.9,142.4,122.9,5.8,7.4,5.3
30人以上,複合サービス事業,20.4,20.1,20.8,156.6,159.3,152.1,147.7,147.9,147.3,8.9,11.4,4.8
30人以上,サービス業（他に分類されないもの）,18.7,19.2,18,143.1,153,131,133.5,140.8,124.6,9.6,12.2,6.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年６月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
