規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.6,171,157,14,14.1,84.2,81.7,2.5
５人以上,建設業,21.9,189.1,168.8,20.3,16.5,102.4,100.4,2
５人以上,製造業,20.5,170.7,158.9,11.8,17.1,111.2,108.1,3.1
５人以上,電気・ガス・熱供給・水道業,20.3,171.8,159.4,12.4,15.7,120.9,119.1,1.8
５人以上,情報通信業,20.3,171.4,154.9,16.5,14.1,91.5,89.6,1.9
５人以上,"運輸業,郵便業",20.5,177.4,158.2,19.2,17,118.7,107.6,11.1
５人以上,"卸売業,小売業",20.5,168.4,158.8,9.6,15.5,95.1,91.8,3.3
５人以上,"金融業,保険業",20.1,168.1,148.3,19.8,15.7,100.1,99.1,1
５人以上,"不動産業,物品賃貸業",20.7,173.6,158.4,15.2,14.7,85.7,82.3,3.4
５人以上,"学術研究,専門・技術サービス業",20.1,169.2,150.4,18.8,16,112,108.4,3.6
５人以上,"宿泊業,飲食サービス業",21.9,191.3,171.4,19.9,13.2,77.7,75.2,2.5
５人以上,"生活関連サービス業,娯楽業",21.2,177,165,12,13.5,88,86.9,1.1
５人以上,"教育,学習支援業",20.9,160.6,153.5,7.1,9.3,48.6,48,0.6
５人以上,"医療,福祉",20.6,162.5,155.1,7.4,13.6,68.8,67.6,1.2
５人以上,複合サービス事業,19.8,162.1,153.3,8.8,19.3,131.5,129.6,1.9
５人以上,サービス業（他に分類されないもの）,20.1,166.6,153.5,13.1,15.8,92.3,90.2,2.1
30人以上,調査産業計,20.3,168.9,154.3,14.6,14.7,87.2,84.6,2.6
30人以上,建設業,21.5,186.8,165.9,20.9,17,109.5,104.7,4.8
30人以上,製造業,20.1,169.1,156.2,12.9,16.9,112.7,108.8,3.9
30人以上,電気・ガス・熱供給・水道業,20.2,172.5,159.8,12.7,15,128.2,128,0.2
30人以上,情報通信業,20.1,170.3,153.1,17.2,14.5,91.9,89.8,2.1
30人以上,"運輸業,郵便業",20.3,175.3,157.1,18.2,16.9,121,108.5,12.5
30人以上,"卸売業,小売業",20.2,165.6,155.4,10.2,16.9,103.9,100.6,3.3
30人以上,"金融業,保険業",20,167.9,146.6,21.3,15.6,99.6,98.6,1
30人以上,"不動産業,物品賃貸業",20.5,171.1,156,15.1,15.3,84.5,80.6,3.9
30人以上,"学術研究,専門・技術サービス業",19.9,167.4,147.8,19.6,16,118.9,113.7,5.2
30人以上,"宿泊業,飲食サービス業",20.9,181.5,161.7,19.8,14.1,80.7,78.2,2.5
30人以上,"生活関連サービス業,娯楽業",20.9,175.8,162.4,13.4,14,90.6,89.4,1.2
30人以上,"教育,学習支援業",21,159.8,152.5,7.3,9,45.6,45.2,0.4
30人以上,"医療,福祉",20.7,161.7,154,7.7,14.3,69,67.6,1.4
30人以上,複合サービス事業,20.4,163,151.9,11.1,20.4,131,130.9,0.1
30人以上,サービス業（他に分類されないもの）,19.9,164.5,151.7,12.8,16,95.2,92.9,2.3
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年６月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
