規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19,158.4,145.2,13.2,13.3,81.5,78.9,2.6
５人以上,建設業,19.3,167.5,147.1,20.4,11.9,72.6,71,1.6
５人以上,製造業,18,150.5,139.6,10.9,14.6,97.4,94.5,2.9
５人以上,電気・ガス・熱供給・水道業,18.2,168.2,157,11.2,13.6,106.2,104.3,1.9
５人以上,情報通信業,18.8,160.4,144.7,15.7,12.5,84.4,81.7,2.7
５人以上,"運輸業,郵便業",19.7,169.3,151.1,18.2,16.3,118.1,107.1,11
５人以上,"卸売業,小売業",19.1,158.4,148.7,9.7,14.4,89.3,85.9,3.4
５人以上,"金融業,保険業",18.9,157.2,139.8,17.4,15.2,96.5,95.7,0.8
５人以上,"不動産業,物品賃貸業",19,159.7,145.3,14.4,13.3,83.1,78.3,4.8
５人以上,"学術研究,専門・技術サービス業",18.8,158.6,141.9,16.7,13.5,92.6,90,2.6
５人以上,"宿泊業,飲食サービス業",21.8,191.4,171.1,20.3,12.8,76.6,74,2.6
５人以上,"生活関連サービス業,娯楽業",20.7,175,163.8,11.2,13.2,87.7,86.6,1.1
５人以上,"教育,学習支援業",15.8,121.6,116.3,5.3,7.2,39.7,39.1,0.6
５人以上,"医療,福祉",19.8,154.8,148.4,6.4,13,69.1,68.2,0.9
５人以上,複合サービス事業,18.4,148.3,142.4,5.9,18.9,133.3,131.6,1.7
５人以上,サービス業（他に分類されないもの）,19.2,158.7,145.9,12.8,16,96.9,94.4,2.5
30人以上,調査産業計,18.8,156.9,143.3,13.6,14.1,85.4,82.9,2.5
30人以上,建設業,19,167.3,145.2,22.1,13.8,96.9,92.6,4.3
30人以上,製造業,17.8,149.6,137.8,11.8,14.3,98.7,95.1,3.6
30人以上,電気・ガス・熱供給・水道業,17.9,168.6,157.7,10.9,14.8,140.3,139.4,0.9
30人以上,情報通信業,18.8,159.9,143.6,16.3,12.9,81.9,80.2,1.7
30人以上,"運輸業,郵便業",19.6,167.6,150.7,16.9,16.4,125.2,112.8,12.4
30人以上,"卸売業,小売業",19,158.4,148,10.4,15.9,98.8,95.7,3.1
30人以上,"金融業,保険業",18.9,157.6,139,18.6,15,95,94.2,0.8
30人以上,"不動産業,物品賃貸業",19.1,159.5,146.1,13.4,15.8,85,83.7,1.3
30人以上,"学術研究,専門・技術サービス業",18.9,158.5,141,17.5,13.9,102.9,98.6,4.3
30人以上,"宿泊業,飲食サービス業",20.4,175.4,156.8,18.6,13.4,78,75.6,2.4
30人以上,"生活関連サービス業,娯楽業",20.3,176.4,163.2,13.2,13.9,92.1,90.8,1.3
30人以上,"教育,学習支援業",15.6,118.2,113.7,4.5,5.9,31.4,31.1,0.3
30人以上,"医療,福祉",20.2,156.7,150.1,6.6,14.3,72.3,71.5,0.8
30人以上,複合サービス事業,19.5,151.1,144.8,6.3,19.1,128.7,128.6,0.1
30人以上,サービス業（他に分類されないもの）,19,157.4,144.9,12.5,16.3,99.3,96.5,2.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年８月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
