規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,446833,523426,320548,418215,490386,299220,384680,33535,28618,33040,21328
100～499人,385309,449766,269604,367512,427403,260004,340250,27262,17797,22363,9600
100人以上,414317,483923,294307,391418,456609,279020,361199,30219,22899,27314,15287
30～99人,313259,381537,229214,303843,370411,221902,286928,16915,9416,11126,7312
５～29人,266816,330056,189697,257968,317983,184781,244067,13901,8848,12073,4916
30人以上,379059,451324,268562,360864,429164,256429,335286,25578,18195,22160,12133
５人以上,343949,415839,241627,328678,396631,231959,306753,21925,15271,19208,9668
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
