規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7526628,4428403,3098225,196584,93017,103567,179311,93278,86033,7543901,4428142,3115759,24.4,14.1,39.1
５人以上,建設業,351381,291679,59702,3717,2532,1185,4064,3560,504,351034,290651,60383,3,1.1,12.6
５人以上,製造業,676578,488218,188360,6925,3894,3031,9394,7010,2384,674109,485102,189007,6.2,1.9,17.1
５人以上,電気・ガス・熱供給・水道業,19239,15834,3405,34,22,12,145,125,20,19128,15731,3397,5.6,5.6,5.9
５人以上,情報通信業,805775,595023,210752,17480,11206,6274,13915,9856,4059,809340,596373,212967,3.9,1.8,9.5
５人以上,"運輸業,郵便業",459220,365268,93952,7548,5307,2241,8520,6849,1671,458248,363726,94522,11.2,8.9,20.2
５人以上,"卸売業,小売業",1466013,832470,633543,33901,16882,17019,35975,19186,16789,1463939,830166,633773,29.3,16.4,46.2
５人以上,"金融業,保険業",401631,217121,184510,6490,2683,3807,5185,2430,2755,402936,217374,185562,7.7,1.5,15
５人以上,"不動産業,物品賃貸業",210031,136794,73237,4117,2351,1766,3346,2393,953,210802,136752,74050,16.9,10.1,29.5
５人以上,"学術研究,専門・技術サービス業",411160,280101,131059,6079,3781,2298,6234,3994,2240,411005,279888,131117,8.8,4,19.1
５人以上,"宿泊業,飲食サービス業",639649,286182,353467,39416,17910,21506,38276,16828,21448,640789,287264,353525,76.2,64,86
５人以上,"生活関連サービス業,娯楽業",231672,101690,129982,9980,4162,5818,8681,4547,4134,232971,101305,131666,45.7,35.5,53.5
５人以上,"教育,学習支援業",430594,200194,230400,17726,6331,11395,8224,3241,4983,440096,203284,236812,36.9,31.2,41.7
５人以上,"医療,福祉",597307,149640,447667,12879,2515,10364,12422,2797,9625,597764,149358,448406,32.4,18.7,36.9
５人以上,複合サービス事業,20793,9455,11338,212,0,212,169,136,33,20836,9319,11517,20.9,4.9,33.9
５人以上,サービス業（他に分類されないもの）,805585,458734,346851,30080,13441,16639,24761,10326,14435,810904,461849,349055,27,19.9,36.4
30人以上,調査産業計,5203371,3164647,2038724,109127,49984,59143,109045,58678,50367,5203453,3155953,2047500,18.9,10.3,32.1
30人以上,建設業,217998,186289,31709,1024,832,192,2407,2321,86,216615,184800,31815,0.6,0.4,1.7
30人以上,製造業,515162,377720,137442,5501,3115,2386,7501,5513,1988,513162,375322,137840,4.5,1.3,13.4
30人以上,電気・ガス・熱供給・水道業,16087,12997,3090,34,22,12,145,125,20,15976,12894,3082,3.8,4.3,1.4
30人以上,情報通信業,681536,511367,170169,9961,6298,3663,11757,8724,3033,679740,508941,170799,2.7,0.9,8
30人以上,"運輸業,郵便業",376439,296201,80238,5009,3450,1559,5495,4380,1115,375953,295271,80682,10.2,8.8,15.4
30人以上,"卸売業,小売業",877830,516097,361733,16239,7463,8776,21193,13365,7828,872876,510195,362681,23,10.9,40
30人以上,"金融業,保険業",337877,182208,155669,5636,2536,3100,4656,2221,2435,338857,182523,156334,8.1,1.7,15.7
30人以上,"不動産業,物品賃貸業",134198,87541,46657,2553,1211,1342,2167,1462,705,134584,87290,47294,14.7,7.9,27.4
30人以上,"学術研究,専門・技術サービス業",297456,210848,86608,2722,1892,830,4937,3369,1568,295241,209371,85870,7.6,4.2,16
30人以上,"宿泊業,飲食サービス業",219691,94759,124932,8762,4085,4677,9109,3480,5629,219344,95364,123980,69.1,55.8,79.4
30人以上,"生活関連サービス業,娯楽業",125818,50089,75729,5608,2474,3134,4223,1582,2641,127203,50981,76222,50.9,38.1,59.5
30人以上,"教育,学習支援業",338372,167256,171116,14516,5156,9360,5970,2145,3825,346918,170267,176651,33.2,28.8,37.5
30人以上,"医療,福祉",402127,106017,296110,7346,1477,5869,8308,2168,6140,401165,105326,295839,28.3,16.2,32.6
30人以上,複合サービス事業,6440,4079,2361,138,0,138,3,2,1,6575,4077,2498,19.8,8.4,38.5
30人以上,サービス業（他に分類されないもの）,656340,361179,295161,24078,9973,14105,21174,7821,13353,659244,363331,295913,27.9,20.6,36.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年５月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
