規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.2,169.2,154.2,15,13.7,82.9,80.2,2.7
５人以上,建設業,21.4,184.5,163.9,20.6,14.5,94.6,92.4,2.2
５人以上,製造業,20.3,169.3,156.6,12.7,16.3,106.4,103.7,2.7
５人以上,電気・ガス・熱供給・水道業,20.2,177.8,158.7,19.1,16.8,135.2,132.2,3
５人以上,情報通信業,19.7,169.6,151.3,18.3,12.4,78.7,76.8,1.9
５人以上,"運輸業,郵便業",20.5,178.7,157.5,21.2,16.8,115.7,104.6,11.1
５人以上,"卸売業,小売業",20.4,168.2,157.6,10.6,15,93.2,90,3.2
５人以上,"金融業,保険業",19.3,162.7,142.9,19.8,15,95.9,94.9,1
５人以上,"不動産業,物品賃貸業",20.9,177.2,159.8,17.4,13.8,89.5,82.7,6.8
５人以上,"学術研究,専門・技術サービス業",19.8,169,149.3,19.7,15.7,110.7,105,5.7
５人以上,"宿泊業,飲食サービス業",20.9,184.3,163.2,21.1,12.7,77.1,74.2,2.9
５人以上,"生活関連サービス業,娯楽業",21.3,177.3,164,13.3,13.1,87.3,86.1,1.2
５人以上,"教育,学習支援業",19.6,150.1,142.6,7.5,8.9,47.4,46.7,0.7
５人以上,"医療,福祉",20.5,160.9,153.7,7.2,13.2,67.7,66.6,1.1
５人以上,複合サービス事業,19.3,159.2,149.8,9.4,19.1,132.6,131.1,1.5
５人以上,サービス業（他に分類されないもの）,19.7,165,151,14,15.6,91,88.7,2.3
30人以上,調査産業計,19.9,167.6,151.8,15.8,14.3,85.4,82.7,2.7
30人以上,建設業,20.8,184,161,23,15.3,92.6,90.9,1.7
30人以上,製造業,20,168.6,154.6,14,15.7,108.1,105,3.1
30人以上,電気・ガス・熱供給・水道業,20.4,180.1,160.8,19.3,17.5,152.1,148.5,3.6
30人以上,情報通信業,19.6,170,150.9,19.1,12.3,78.8,76.5,2.3
30人以上,"運輸業,郵便業",20.2,176.2,155.7,20.5,16.6,114.9,102.6,12.3
30人以上,"卸売業,小売業",20.1,166.6,155.4,11.2,16.2,100,96.9,3.1
30人以上,"金融業,保険業",19.2,162.3,141.2,21.1,14.8,94.2,93.2,1
30人以上,"不動産業,物品賃貸業",20.3,172.7,155.7,17,16,89.5,88.1,1.4
30人以上,"学術研究,専門・技術サービス業",19.6,166.2,145.6,20.6,15.9,122.9,115.4,7.5
30人以上,"宿泊業,飲食サービス業",20.6,180.5,158.8,21.7,13.6,79.1,76.2,2.9
30人以上,"生活関連サービス業,娯楽業",21,173.3,160.7,12.6,13.5,89.3,88,1.3
30人以上,"教育,学習支援業",19.6,150.5,142.6,7.9,8.5,44.5,43.9,0.6
30人以上,"医療,福祉",20.7,160.6,153.5,7.1,13.6,66.1,64.8,1.3
30人以上,複合サービス事業,19.1,153.9,140.4,13.5,20.6,136.5,136.2,0.3
30人以上,サービス業（他に分類されないもの）,19.4,163.3,149,14.3,15.9,94.2,91.6,2.6
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年４月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
