規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,661804,455216,419555,35661,206588,132785,127398,121578,5820,5387
100～499人,556341,407978,376726,31252,148363,129129,122248,117042,5206,6881
100人以上,606838,430596,397233,33363,176242,130650,124390,118928,5462,6260
30～99人,589571,391942,368910,23032,197629,113534,107662,104986,2676,5872
５～29人,497738,355973,335125,20848,141765,98823,95797,92802,2995,3026
30人以上,601444,418520,388385,30135,182924,122184,116116,112033,4083,6068
５人以上,574511,402276,374552,27724,172235,111194,106557,102986,3571,4637
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年７月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
