規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,490456,456688,421436,35252,33768,123229,122344,116172,6172,885
100～499人,430667,404005,373157,30848,26662,117235,116222,111415,4807,1013
100人以上,459640,429534,396552,32982,30106,119662,118701,113341,5360,961
30～99人,394990,382207,358231,23976,12783,107270,105697,103121,2576,1573
５～29人,367553,347996,329678,18318,19557,89664,89217,86189,3028,447
30人以上,439368,414694,384536,30158,24674,113501,112236,108260,3976,1265
５人以上,420509,397179,370130,27049,23330,102406,101521,97986,3535,885
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
