規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7561622,4435630,3125992,148918,82153,66765,153959,77790,76169,7556581,4439993,3116588,24.5,14.1,39.3
５人以上,建設業,351255,291556,59699,3972,3800,172,2551,2103,448,352676,293253,59423,2.9,1.2,11.1
５人以上,製造業,673199,480178,193021,6701,4466,2235,7559,5243,2316,672341,479401,192940,7.5,2.7,19.4
５人以上,電気・ガス・熱供給・水道業,18848,15697,3151,2,2,0,192,71,121,18658,15628,3030,3.8,3.4,6
５人以上,情報通信業,811966,604940,207026,14855,11247,3608,16196,12729,3467,810625,603458,207167,3.4,1.4,9.5
５人以上,"運輸業,郵便業",460543,358705,101838,9906,8380,1526,10877,8611,2266,459572,358474,101098,11.3,8.7,20.5
５人以上,"卸売業,小売業",1467425,827585,639840,23370,11277,12093,27664,13426,14238,1463131,825436,637695,29.3,16.7,45.7
５人以上,"金融業,保険業",401347,215325,186022,5851,2950,2901,7456,3967,3489,399742,214308,185434,7.8,1.4,15.1
５人以上,"不動産業,物品賃貸業",210616,137662,72954,3461,2197,1264,2654,1471,1183,211423,138388,73035,15.3,9.2,26.9
５人以上,"学術研究,専門・技術サービス業",410530,283779,126751,4349,2589,1760,6989,5291,1698,407890,281077,126813,8.1,3.5,18.4
５人以上,"宿泊業,飲食サービス業",649745,291272,358473,29631,14498,15133,26749,9937,16812,652627,295833,356794,75.1,63.1,85.1
５人以上,"生活関連サービス業,娯楽業",236289,101626,134663,6997,2858,4139,5040,1439,3601,238246,103045,135201,47.1,37.6,54.4
５人以上,"教育,学習支援業",442650,208071,234579,6030,3155,2875,10397,3769,6628,438283,207457,230826,36.6,31.3,41.4
５人以上,"医療,福祉",599988,153245,446743,12467,4315,8152,9277,1129,8148,603178,156431,446747,32.7,19.5,37.3
５人以上,複合サービス事業,20879,9047,11832,65,5,60,337,248,89,20607,8804,11803,22.2,4.9,35.1
５人以上,サービス業（他に分類されないもの）,806342,456942,349400,21261,10414,10847,20021,8356,11665,807582,459000,348582,27.2,18.6,38.6
30人以上,調査産業計,5206977,3155300,2051677,95660,56807,38853,98432,54197,44235,5204205,3157910,2046295,18.9,10.1,32.4
30人以上,建設業,216073,184259,31814,1960,1788,172,1351,1107,244,216682,184940,31742,0.6,0.4,1.7
30人以上,製造業,512121,370131,141990,4583,3439,1144,6277,4452,1825,510427,369118,141309,6,1.8,16.9
30人以上,電気・ガス・熱供給・水道業,15696,12860,2836,2,2,0,192,71,121,15506,12791,2715,1.5,1.7,0.9
30人以上,情報通信業,680681,515556,165125,12885,9882,3003,13493,10435,3058,680073,515003,165070,2.8,1.1,8
30人以上,"運輸業,郵便業",377071,293324,83747,9293,7821,1472,9187,7370,1817,377177,293775,83402,9.8,8.4,14.6
30人以上,"卸売業,小売業",875028,511705,363323,11725,6942,4783,14427,8606,5821,872326,510041,362285,22.8,10.9,39.7
30人以上,"金融業,保険業",337653,182388,155265,4483,2256,2227,5631,2693,2938,336505,181951,154554,8.2,1.5,16
30人以上,"不動産業,物品賃貸業",134254,85494,48760,1597,882,715,1605,942,663,134246,85434,48812,11.7,5.1,23.1
30人以上,"学術研究,専門・技術サービス業",295279,212867,82412,3766,2273,1493,5487,4133,1354,293558,211007,82551,6.5,3.3,14.7
30人以上,"宿泊業,飲食サービス業",220190,94959,125231,8896,4201,4695,6316,2288,4028,222770,96872,125898,68.9,57.1,78
30人以上,"生活関連サービス業,娯楽業",128950,49786,79164,4091,1648,2443,3241,976,2265,129800,50458,79342,49.4,36.5,57.6
30人以上,"教育,学習支援業",349488,172279,177209,4716,2766,1950,8727,3161,5566,345477,171884,173593,31.9,26.7,37
30人以上,"医療,福祉",401804,105063,296741,7579,3083,4496,4928,452,4476,404455,107694,296761,28.9,17,33.2
30人以上,複合サービス事業,6569,4073,2496,5,5,0,87,87,0,6487,3991,2496,20.1,8.6,38.5
30人以上,サービス業（他に分類されないもの）,656120,360556,295564,20079,9819,10260,17483,7424,10059,658716,362951,295765,28.3,20.1,38.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年７月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
